,F140,F153,F157,F159,F198,F200,F201,F21,F26,F272,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F411,F426,F439,F470,F471,F474,F476,F495,F524,F550,F551,F553,F554,F556,F557,F578,F72
478,0.1262,0.0068,,1146.0,0.858,21.96,16.31,-5330.0,1.9983,37.1415,21.145,,5.563,86.0936,8.5891,0.2426,50.4484,,64.1358,119.1796,2.8394,0.697,24.8867,8.1111,29.3735,79.3887,64.6457,5.2527,3.3583,17.46,1.27,7.4855,0.5172,4.3063,1.7486,,
479,0.1972,0.0148,,186.0,0.91,18.36,5.18,-6456.75,1.905,43.6917,18.7418,,10.8718,84.8892,8.7418,0.2458,50.2052,5.6968,63.9238,118.7802,2.4155,1.5403,67.9028,8.968,6.2661,35.788,14.675,6.4638,5.8047,19.79,2.85,9.0194,1.1323,4.853,3.544,,159.7443
480,0.0697,0.0115,,491.0,0.721,15.24,4.77,-6347.75,1.8845,57.1779,21.7507,,10.7875,85.1059,8.5987,0.226,50.5025,6.052,64.3081,119.1156,2.8809,1.1866,40.2102,7.034,8.9584,25.1327,18.543,5.7708,6.0027,18.89,1.26,7.8191,0.507,4.6496,1.6272,,162.9053
481,0.2879,0.0177,0.0666,423.0,0.319,11.72,4.22,-6426.5,1.875,49.8096,16.5502,0.0239,8.8509,87.4809,8.6829,0.0963,59.7711,,79.2786,133.3898,2.3445,1.8197,53.9007,3.0303,5.3927,26.0175,11.2167,6.3897,4.77,20.64,1.4,8.7368,0.5474,5.0745,1.7224,0.0147,
482,0.2324,0.0076,0.0437,582.0,0.196,18.53,4.78,-6624.0,1.8725,18.0405,18.9786,0.0133,9.1445,85.2764,8.7219,0.0593,50.1373,,63.8842,118.534,2.0957,0.781,40.5761,1.8026,5.2855,16.5682,16.83,6.3897,4.5993,23.97,1.44,11.7409,0.6245,5.8483,1.7773,0.0316,
483,0.4527,0.0072,,759.0,0.281,15.62,4.85,-5305.5,1.9605,44.6929,17.6557,,8.5587,85.3825,9.7324,0.0926,50.3716,,64.2442,118.0668,2.6565,0.7446,144.0662,2.6256,7.0014,33.6776,40.7892,9.0531,4.6823,,,,,,,,
484,0.66,0.0144,,291.0,0.288,22.18,5.5,-6310.25,1.8818,23.941,20.209,,9.2016,84.2999,8.6439,0.0854,50.5795,7.873,64.4484,119.0822,2.8537,1.4873,30.4997,2.826,7.6789,35.0599,41.1449,10.7932,5.1981,15.6,1.19,7.4927,0.4953,3.8376,1.6614,,145.4569
485,0.1116,0.0111,,546.0,0.788,9.33,7.95,-6406.25,1.8847,23.0836,21.2401,,9.1321,84.2999,8.6439,0.2952,50.5795,2.3329,64.4484,119.0822,2.658,1.1433,42.1442,7.9313,6.1672,52.538,22.8576,6.1887,3.8063,13.37,1.37,5.7859,0.5386,3.2797,1.9231,,158.5546
486,0.3835,0.0138,,237.0,0.683,23.15,4.5,-6329.75,1.8855,18.9955,19.5999,,10.9381,86.5513,8.8043,0.2302,50.3197,6.1068,64.056,119.1674,2.6299,1.4371,53.4706,6.6632,7.4056,32.9549,13.3046,5.2742,4.4259,,,,,,,,153.3251
487,0.4527,0.0151,,2567.0,0.7,22.06,5.28,-5874.25,2.0245,53.3272,17.6557,,11.7174,85.2227,8.5288,0.2458,50.4747,5.0928,64.1901,119.2928,2.6565,1.56,93.1718,6.7504,12.7828,19.976,10.8006,7.9182,4.4996,,,,,,,,151.2026
488,0.5671,0.0043,,90.0,0.338,21.37,5.99,-5459.0,2.0,15.5355,14.9241,,11.7154,84.6614,8.7994,0.1174,50.3964,5.0381,64.1107,118.921,1.854,0.4382,71.9812,3.2373,6.7682,29.9019,19.9054,6.7995,3.7036,15.35,1.4,6.7451,0.5956,3.7671,1.7089,,154.3761
489,0.1339,0.0089,,251.0,0.975,20.85,4.74,-5545.75,1.9968,35.8919,19.946,,10.181,85.1059,8.5987,0.2698,50.5025,6.1282,64.3081,119.1156,2.4694,0.9094,75.4237,9.5801,7.8352,16.9789,9.7025,6.6003,5.1246,16.25,1.52,7.1338,0.5818,3.9698,2.01,0.0279,163.8241
490,0.4923,0.0114,,696.0,0.626,25.78,9.5,-6225.75,1.8842,9.9835,19.3838,,12.2695,84.2999,8.6439,0.1849,50.5795,7.0003,64.4484,119.0822,2.824,1.1721,75.7248,6.027,8.4524,23.7748,17.3119,6.5109,3.5461,15.26,1.26,6.6615,0.4931,3.7375,1.7521,,153.4565
491,0.4677,0.0088,,322.0,0.299,11.39,4.97,-6260.75,1.8995,31.3643,20.2068,,9.3982,85.2626,8.4092,0.0825,50.4562,5.0513,64.2111,118.4666,2.9833,0.9092,74.0434,2.8712,5.6176,17.4724,9.6535,4.7901,5.1265,,,,,,,,146.674
492,0.2207,0.0072,,937.0,1.666,9.82,12.84,-5607.25,2.016,65.8583,17.7368,,6.2683,83.7263,8.7867,0.4692,50.198,7.1838,64.0159,118.6914,2.4868,0.737,57.5292,15.5905,28.7871,61.4473,26.401,6.8276,5.7379,,,,,,,,148.7488
493,0.7513,0.0152,,1692.0,0.456,26.44,5.45,-5723.5,2.009,19.2093,15.8128,,11.7454,86.5513,8.8043,0.1378,50.3197,7.7007,64.056,119.1674,2.381,1.5762,63.8621,4.4211,10.3255,36.6247,31.4197,6.5722,5.2575,,,,,,,0.0255,152.7465
494,0.0697,0.0104,,1009.0,0.377,18.41,5.1,-5628.0,2.036,20.5245,21.7507,,10.7103,86.3849,8.7897,0.1198,50.1812,5.0139,63.8901,118.5984,2.8809,1.068,107.3394,3.6388,9.538,19.7191,12.1443,5.1171,4.6227,,,,,,,,161.0348
495,0.0928,0.0043,0.0199,666.0,0.465,16.46,8.79,-5669.75,2.0012,33.027,17.5117,0.006,9.1142,85.5528,8.9546,0.1558,50.458,,64.1864,118.6376,2.3579,0.4391,49.9377,4.5141,9.2614,40.0737,17.2766,5.4533,5.4859,12.46,0.76,5.6731,0.3022,3.0921,0.952,,
496,0.3835,0.0123,,669.0,1.219,16.98,8.69,-6326.0,1.8842,28.381,19.5999,,10.9154,85.4112,8.6005,0.3531,50.4016,5.734,64.0546,119.239,2.6299,1.2765,55.7292,11.7758,9.9486,21.347,9.763,7.2076,3.5334,18.19,1.3,8.511,0.5064,4.4311,1.5879,,151.437
497,0.2324,0.0533,,862.0,0.465,18.69,4.52,-6371.0,1.882,40.9221,18.9786,,11.3435,86.5513,8.8043,0.1642,50.3197,83.2255,64.056,119.1674,2.0957,9.2069,92.3384,4.5454,9.7068,18.7792,9.0546,6.8384,3.256,,,,,,,,124.3193
498,0.1262,0.0055,0.0194,384.0,0.276,21.73,9.65,-6344.25,1.8775,8.2216,21.145,0.0061,8.0414,85.822,9.0776,0.0812,50.4667,,64.059,118.0494,2.8394,0.5582,40.1914,2.6512,5.1888,29.6979,23.1225,6.9149,3.4512,25.1,1.34,10.8858,0.5284,6.1286,1.6866,0.0048,
499,0.4541,0.005,,330.0,0.439,27.08,5.9,-5409.0,1.9643,58.3912,16.5455,,9.4257,84.2212,9.2047,0.1332,50.1936,,64.0841,118.034,2.4574,0.5108,93.8198,4.1877,8.7105,48.7202,13.7705,5.0446,3.7857,21.99,1.66,9.207,0.7062,5.4148,2.066,,
500,0.1219,0.0049,,887.0,0.23,17.14,7.32,-5246.75,1.9832,56.6979,19.6039,,6.9128,85.822,9.0776,0.072,50.4667,,64.059,118.0494,2.1569,0.4986,58.4047,2.2103,6.428,32.3238,19.5625,5.5453,5.2285,,,,,,,,
501,0.2324,0.0196,,247.0,0.675,18.64,7.97,-5697.5,1.9937,18.2466,18.9786,,8.5869,84.9334,8.5459,0.2023,50.4349,,64.1179,118.4652,2.0957,2.0403,43.2882,6.5152,10.6541,45.2676,14.3833,5.0682,3.3906,19.81,2.24,9.1289,1.0031,4.8164,2.7298,,
502,0.4527,0.0151,,992.0,1.105,24.09,5.99,-5933.25,2.013,54.0375,17.6557,,11.4179,86.3849,8.7897,0.3112,50.1812,4.488,63.8901,118.5984,2.6565,1.5624,90.9766,10.6859,7.0627,22.9987,12.9335,10.7932,4.4038,16.39,1.24,6.9645,0.5546,4.0454,1.7208,,152.8241
503,0.3844,0.0165,,352.0,0.447,24.03,3.86,-6338.25,1.8815,26.7255,20.8235,,11.7374,85.4112,8.6005,0.1365,50.4016,5.8672,64.0546,119.239,2.5305,1.711,45.8491,4.276,9.1209,18.4196,29.5989,4.3254,3.2506,16.21,1.48,7.4041,0.5595,3.9745,2.0017,,149.8911
504,0.1443,0.0045,,357.0,0.491,16.32,3.45,-6350.25,1.8927,66.4008,20.1685,,11.5596,85.5265,8.659,0.1603,50.4068,6.895,64.061,118.9532,2.5909,0.4568,34.0909,4.7973,11.6435,28.266,11.161,6.8384,5.5407,18.45,1.64,7.5109,0.6214,4.5218,2.2737,,156.1183
505,0.0928,0.007,,637.0,1.555,16.39,10.55,-5278.0,2.0158,23.3264,17.5117,,6.3808,85.3154,8.5135,0.4514,50.3873,,64.1605,119.2382,2.3579,0.7133,69.5431,14.6594,27.2136,65.9245,42.5121,7.4885,5.2774,,,,,,,,
506,0.1186,0.015,0.2458,732.0,0.358,18.65,2.92,-5444.0,1.9963,35.0553,21.8728,0.0743,8.994,86.4465,8.6527,0.1149,50.215,,63.9211,118.102,2.7668,1.5655,42.2886,3.4499,6.9102,25.8305,42.7346,2.9871,5.5786,24.54,0.61,10.7503,0.2572,6.1091,0.8173,,
507,0.1043,0.0092,,857.0,0.554,22.27,4.66,-5561.0,1.9905,44.9459,20.3445,,10.8989,84.9334,8.5459,0.1962,50.4349,,64.1179,118.4652,2.5607,0.9407,55.3297,5.3477,8.0575,15.0228,15.5753,6.6382,4.9448,14.13,0.76,6.8245,0.3032,3.4756,1.0156,,
508,0.3835,0.015,,1532.0,0.498,20.41,4.16,-5192.5,2.0435,14.4648,19.5999,,11.3343,85.2227,8.5288,0.1654,50.4747,5.9071,64.1901,119.2928,2.6299,1.5564,71.2025,4.7812,9.6231,28.9856,21.2435,9.1178,4.4883,16.83,1.2,7.9569,0.5087,4.0949,1.5298,,151.0604
509,0.5608,0.0135,,480.0,1.625,10.77,12.5,-6461.0,1.8798,14.9238,18.2672,,6.4476,85.5265,8.659,0.4465,50.4068,7.3032,64.061,118.9532,2.7696,1.4002,43.6788,15.1649,28.773,55.2602,26.2707,6.8384,6.2907,16.65,1.95,7.6781,0.7792,4.0663,2.3577,,144.8368
510,0.1186,0.0146,,377.0,0.285,16.72,4.43,-6305.5,1.887,44.7169,21.8728,,8.5404,85.3825,9.7324,0.0935,50.3716,,64.2442,118.0668,2.7668,1.5137,32.0755,2.7405,6.3209,20.1056,25.0005,7.1926,5.1972,15.18,1.32,7.0216,0.5541,3.7307,1.6832,,
511,0.1386,0.0047,,1074.0,0.293,,,-5871.75,2.0125,58.8736,22.5256,,,85.7419,8.5788,0.0966,50.3811,,64.1013,119.341,2.7893,0.4759,92.4274,2.8104,8.0127,,17.9731,7.5049,6.1678,,,,,,,,
512,0.1797,0.0161,0.029,456.0,,,,-6624.5,1.8758,54.3146,19.0958,0.0104,11.5385,84.2942,8.7199,,49.8696,,63.8867,118.6792,2.4981,1.6595,42.3197,,,,,5.166,4.0286,19.61,0.73,9.3302,0.286,4.8064,0.9887,0.0279,
513,0.1262,0.0134,,1948.0,0.608,22.91,3.84,-6736.0,1.8895,52.9631,21.145,,11.111,83.6359,9.7836,0.1615,50.2716,,64.1163,117.9252,2.8394,1.3827,63.871,5.9157,9.4694,18.0869,51.0861,3.2231,4.6332,23.08,1.0,10.2235,0.3837,5.633,1.2094,,
514,0.1846,0.0117,,1053.0,0.332,17.97,5.77,-5232.25,1.9805,19.4771,21.4026,,10.601,85.5265,8.659,0.0952,50.4068,4.9307,64.061,118.9532,3.2107,1.2046,93.9344,3.1254,8.2629,15.0014,12.3421,5.1171,4.9629,15.49,1.88,7.5296,0.8111,3.7904,2.3343,,150.8667
515,0.2777,0.0134,,721.0,1.083,20.92,6.19,-5234.5,2.0132,25.2822,23.2204,,11.5492,84.6614,8.7994,0.31,50.3964,6.6793,64.1107,118.921,2.6091,1.3858,62.1655,10.5708,7.2772,33.6894,15.8994,8.4979,4.0689,,,,,,,,154.7359
516,0.1186,0.0122,0.0363,381.0,0.442,22.92,6.8,-6319.75,1.8838,42.8584,21.8728,0.0109,11.598,83.6359,9.7836,0.1312,50.2716,,64.1163,117.9252,2.7668,1.2601,60.8879,4.2943,10.6977,30.5828,30.4332,5.6137,4.5123,25.55,1.59,11.3249,0.7105,6.2312,1.9534,,
517,0.2062,0.0153,,786.0,0.301,19.95,3.62,-5121.0,1.9958,25.9761,20.4963,,9.038,85.2227,8.5288,0.0898,50.4747,4.7668,64.1901,119.2928,2.6887,1.5908,45.6065,2.9282,7.4025,28.2361,9.6249,8.1504,5.2218,16.19,1.09,7.1117,0.4357,3.9517,1.3663,0.0331,149.1506
518,0.3053,0.0081,,1256.0,1.005,10.48,4.08,-5229.25,2.0103,64.2691,14.1669,,10.9979,86.5513,8.8043,0.2781,50.3197,7.6495,64.056,119.1674,2.1649,0.8297,65.1544,10.05,6.8226,47.897,44.6837,8.1819,4.1367,14.43,0.86,6.7903,0.3503,3.5421,1.1884,,162.8031
519,0.4527,0.0059,,213.0,0.298,18.51,6.54,-6183.75,1.8882,61.0399,17.6557,,8.3876,85.9922,8.5334,0.0883,50.2818,,63.9469,118.5424,2.6565,0.6006,35.4783,2.748,8.4243,30.6661,8.8526,10.999,3.9834,19.78,1.76,9.2127,0.6947,4.7937,2.1142,,
520,0.2324,0.0044,,229.0,0.355,19.37,3.38,-5506.25,1.9973,43.5599,18.9786,,9.6884,85.1669,8.3324,0.1155,50.4421,,64.154,118.4616,2.0957,0.4517,87.6226,3.3794,5.7055,25.2646,42.0458,8.151,5.2825,19.02,1.03,8.799,0.4529,4.7283,1.3831,,
521,0.1797,0.0096,,878.0,1.082,16.6,7.56,-5622.5,2.0183,52.4352,19.0958,,11.9891,86.3849,8.7897,0.3741,50.1812,4.9772,63.8901,118.5984,2.4981,0.9899,75.1252,10.8471,8.0016,42.9292,11.2368,7.2491,3.7028,,,,,,,,164.5864
522,0.4527,0.0128,,1066.0,1.297,15.19,4.43,-5046.25,1.999,25.9174,17.6557,,11.0132,83.7738,8.6427,0.3577,50.1799,5.574,64.2704,118.5748,2.6565,1.3253,124.2581,12.6257,9.9835,22.3254,16.6001,6.5545,3.4351,,,,,,,,156.0204
523,0.148,0.005,,1531.0,0.809,20.07,16.17,-5530.0,1.987,71.9643,23.4755,,5.9872,84.7007,8.7283,0.2265,49.884,,63.9335,118.793,3.1423,0.5054,218.0073,7.5186,29.5653,69.8343,17.2719,9.5958,5.0751,,,,,,,0.037,
524,0.7513,0.0119,,392.0,0.479,24.87,7.01,-6339.0,1.8873,24.1805,15.8128,,11.769,86.5513,8.8043,0.1291,50.3197,5.5446,64.056,119.1674,2.381,1.2276,85.2207,4.614,7.8526,20.8706,20.4497,5.1171,5.3626,14.82,0.99,6.796,0.4619,3.6236,1.2323,0.0091,153.7635
525,0.2777,0.0141,,400.0,0.328,20.2,6.16,-6626.5,1.8765,28.0002,23.2204,,11.3902,85.8823,8.7851,0.12,50.1652,5.1621,63.8402,118.92,2.6091,1.4645,43.1914,3.2163,6.8689,33.483,13.5805,8.5518,5.9027,19.94,0.76,9.2343,0.3238,4.8408,0.9673,0.0217,162.7816
526,0.148,0.0048,,1799.0,0.998,16.43,4.99,-7148.0,1.8875,38.1459,23.4755,,8.8613,85.8748,8.8132,0.3489,49.8348,8.7203,63.6886,118.8018,3.1423,0.4856,50.8258,10.1526,8.3309,24.0355,53.8564,5.6304,4.0499,,,,,,,,161.9991
527,0.12,0.0045,,721.0,0.588,17.4,9.75,-6235.25,1.8873,58.9098,22.0891,,5.9937,86.2857,8.5855,0.1606,50.3174,,63.9733,118.8308,2.7014,0.4541,25.4438,5.5405,25.6128,56.1932,29.7709,4.6352,3.0987,17.36,1.16,8.0653,0.4758,4.3289,1.437,0.0222,
528,0.148,0.0039,,422.0,0.755,11.11,14.11,-6233.5,1.905,51.8341,23.4755,,5.5307,103.1082,23.1583,0.2098,57.7421,,74.8511,127.3944,3.1423,0.4001,36.0593,7.0612,28.1025,72.3277,30.1589,6.7088,3.47,,,,,,,,
529,0.0928,0.006,,1019.0,0.831,20.42,6.91,-5394.75,2.019,61.2652,17.5117,,11.4562,86.0936,8.5891,0.2746,50.4484,,64.1358,119.1796,2.3579,0.6155,123.5977,8.1691,10.7846,21.5805,28.9412,8.1826,4.0219,16.13,1.44,7.906,0.5283,3.97,1.972,,
530,0.1262,0.0086,,237.0,0.318,28.23,4.6,-6273.75,1.8963,84.5465,21.145,,11.1274,84.0746,9.3335,0.1001,50.4357,,64.3729,118.0092,2.8394,0.8839,48.9706,3.0633,10.3578,15.5032,10.0758,6.6079,2.9382,,,,,,,0.0465,
531,0.1905,0.0099,,469.0,0.304,23.55,3.75,-6368.5,1.8872,34.1837,21.1755,,10.1967,83.6359,9.7836,0.0816,50.2716,,64.1163,117.9252,3.124,1.0139,38.8442,2.8999,9.7202,19.0702,27.5679,7.2025,3.2743,12.71,0.12,6.2595,0.052,3.1473,0.1646,-0.0012,
532,0.0928,0.0053,,1161.0,0.267,26.14,6.13,-5319.25,1.9968,21.904,17.5117,,11.4262,85.3154,8.5135,0.0762,50.3873,,64.1605,119.2382,2.3579,0.5412,75.8338,2.5819,9.5527,39.0861,20.6914,4.3143,6.8932,12.8,1.3,5.8523,0.4781,3.1621,1.7706,,
533,0.0854,0.0098,,356.0,0.453,29.8,6.34,-6366.0,1.8988,27.0277,21.9104,,11.4766,84.2212,9.2047,0.1403,50.1936,,64.0841,118.034,2.8677,1.0019,37.0625,4.4079,6.1707,35.1178,33.8367,7.5867,3.0884,,,,,,,,
534,0.0928,0.006,,574.0,0.9,19.92,5.18,-5651.25,2.015,33.937,17.5117,,11.1455,85.5528,8.9546,0.2419,50.458,,64.1864,118.6376,2.3579,0.6081,52.5172,8.7277,10.9066,42.9858,20.3606,5.2527,3.1491,,,,,,,,
535,0.0502,0.0058,0.0359,328.0,0.463,18.97,4.27,-5397.5,1.9798,27.2949,21.6792,0.0129,10.267,85.7419,8.5788,0.1279,50.3811,,64.1013,119.341,2.7233,0.5896,78.866,4.4687,9.2628,18.9379,24.0095,6.4366,3.2834,15.44,0.95,7.4832,0.3457,3.7893,1.2879,,
536,0.0928,0.0053,,610.0,0.737,9.39,11.14,-5451.25,2.014,48.7697,17.5117,,5.5879,85.3154,8.5135,0.1998,50.3873,,64.1605,119.2382,2.3579,0.5423,97.6779,7.0479,23.5523,66.1889,57.9253,5.5312,4.3123,18.47,1.47,7.6336,0.5256,4.5281,2.0613,,
537,0.1386,0.0089,,518.0,1.157,11.39,4.14,-6358.25,1.8878,18.1278,22.5256,,11.0923,85.0066,9.6938,0.3698,50.366,,64.2263,118.0446,2.7893,0.9146,41.3234,11.3176,9.9456,24.1126,52.6789,6.9149,4.0911,18.26,2.04,8.576,0.9309,4.48,2.5098,,
538,0.2324,0.0187,,862.0,0.246,19.85,9.49,-5496.75,1.981,23.6227,18.9786,,9.0456,84.2212,9.2047,0.0857,50.1936,,64.0841,118.034,2.0957,1.942,61.443,2.3835,13.3953,51.3621,16.0026,5.0446,4.9067,16.36,0.48,6.6278,0.2004,4.0369,0.6225,,
539,0.9433,0.0364,,421.0,0.507,15.8,3.22,-6335.25,1.8898,27.0966,14.6265,,11.3105,85.5033,8.5297,0.1441,50.3068,,63.9571,118.4226,2.0446,3.7272,43.8898,4.9582,9.0537,21.0365,46.6174,4.1625,4.7861,16.71,1.15,6.9209,0.5138,4.1256,1.4396,,
540,0.1199,0.0124,,2403.0,1.084,21.52,6.52,-6170.75,2.0165,25.0312,22.5716,,11.3247,85.1059,8.5987,0.2997,50.5025,7.2415,64.3081,119.1156,2.9742,1.2873,107.9417,10.5571,10.7716,22.4768,34.918,10.189,5.3462,,,,,,,,160.0405
541,0.1386,0.009,,994.0,0.519,9.29,3.95,-5372.25,2.0088,45.0697,22.5256,,10.6227,84.8892,8.7418,0.135,50.2052,6.06,63.9238,118.7802,2.7893,0.9178,71.0663,4.9975,10.63,27.4707,11.1658,3.4766,3.8237,,,,,,,,161.0967
542,0.1043,0.0114,,1400.0,0.802,21.31,8.96,-5472.75,1.9878,25.6107,20.3445,,8.7934,84.2212,9.2047,0.2178,50.1936,,64.0841,118.034,2.5607,1.174,93.8005,7.9944,8.7546,40.4347,16.5023,6.6529,3.5596,,,,,,,0.0451,
543,0.2062,0.0075,,390.0,0.299,16.99,4.29,-5677.75,2.0012,67.4597,20.4963,,8.4626,85.3825,9.7324,0.0932,50.3716,,64.2442,118.0668,2.6887,0.7664,55.6644,2.799,7.6587,27.2044,43.9712,7.1926,3.0594,8.29,1.24,4.2508,0.5069,2.028,1.6804,0.0492,
544,0.148,0.0116,,759.0,0.175,24.95,6.51,-6424.75,1.89,35.1585,23.4755,,6.9408,85.5983,8.5232,0.0654,50.4559,,64.0577,118.5342,3.1423,1.1935,33.2415,1.6727,5.2535,23.4518,70.829,4.6352,6.6008,18.9,1.05,8.1786,0.4679,4.708,1.4462,0.0334,
545,0.1099,0.0042,,293.0,0.208,19.36,6.69,-6369.75,1.8907,54.755,21.1302,,11.2429,85.3154,8.5135,0.0538,50.3873,,64.1605,119.2382,2.8045,0.4254,54.4041,1.9787,8.8094,25.0156,14.1729,5.2631,6.4432,,,,,,,,
546,0.2243,0.0172,,628.0,0.624,19.14,4.89,-6328.75,1.8805,44.6487,19.1529,,11.1848,86.3794,8.5615,0.1707,50.4915,,64.0756,118.7712,2.4047,1.7869,37.9726,5.9956,10.349,15.7466,32.5739,8.752,5.7048,16.1,1.1,6.6938,0.406,3.9453,1.4939,0.0188,
547,0.1099,0.0102,,360.0,0.567,10.15,8.52,-6234.5,1.8878,69.3048,21.1302,,9.3344,86.2857,8.5855,0.1904,50.3174,,63.9733,118.8308,2.8045,1.0482,45.5769,5.6782,9.8199,29.5517,26.0723,5.9762,3.4266,14.74,1.87,6.3563,0.782,3.6244,2.3097,,
548,0.2243,0.006,,1799.0,0.874,18.24,8.15,-5962.0,2.0393,64.6619,19.1529,,10.3854,84.7007,8.7283,0.3398,49.884,,63.9335,118.793,2.4047,0.6073,153.4258,8.9421,9.2567,18.2384,48.6875,4.9251,4.1895,21.89,1.92,9.9266,0.8911,5.4411,2.3641,0.0354,
549,0.3197,0.0063,,631.0,0.592,22.52,5.29,-5490.25,2.0065,36.6552,22.3395,,10.2887,85.8807,9.754,0.1553,50.2775,,63.9959,118.0116,3.1906,0.6418,71.2575,5.6798,8.9233,21.0358,27.5844,6.3897,3.7897,,,,,,,,
550,0.148,0.004,,339.0,0.343,19.31,7.8,-6330.25,1.8855,84.1782,23.4755,,9.411,85.5528,8.9546,0.1006,50.458,,64.1864,118.6376,3.1423,0.4091,38.2876,3.3082,11.7303,35.7889,10.9616,7.3893,3.4543,14.54,1.31,7.1828,0.5968,3.5861,1.7532,0.0335,
551,0.2243,0.0073,,569.0,0.334,16.68,3.87,-5135.0,2.0005,76.0494,19.1529,,10.7483,84.7226,8.9635,0.097,50.5609,,64.2798,118.5886,2.4047,0.7473,74.412,3.2217,8.7383,20.4992,20.5068,5.7708,3.2413,17.91,1.17,8.2262,0.5337,4.3755,1.5744,,
552,0.2243,0.0059,,614.0,0.847,27.14,10.9,-6188.0,1.8958,60.5644,19.1529,,8.2762,85.9922,8.5334,0.2501,50.2818,,63.9469,118.5424,2.4047,0.5981,42.0968,8.4107,11.3907,66.9553,33.7458,5.6137,2.8943,,,,,,,,
553,0.2243,0.0044,,579.0,0.26,16.92,7.2,-6475.5,1.8847,64.5534,19.1529,,11.2839,85.2601,8.5779,0.0834,50.3893,,64.1459,119.3278,2.4047,0.4508,32.6716,2.4935,8.5185,24.2582,11.1904,7.3362,5.6866,11.88,0.87,5.6551,0.3438,2.9274,1.1068,,
554,0.2145,0.0049,,400.0,0.358,21.94,4.32,-5558.0,2.0195,36.7185,21.3152,,8.7655,85.5528,8.9546,0.1248,50.458,,64.1864,118.6376,2.7127,0.4977,55.6128,3.3996,6.6549,14.4505,47.4867,6.6361,3.8246,11.56,2.19,5.2016,0.9125,2.8675,2.7379,,
555,0.0928,0.0051,,515.0,0.396,12.18,4.13,-6380.0,1.8912,53.3765,17.5117,,11.3675,103.1082,23.1583,0.1131,57.7421,,74.8511,127.3944,2.3579,0.5172,55.4724,3.7782,10.4737,19.3949,52.2977,8.6191,5.7634,15.78,1.58,7.6585,0.5686,3.8645,1.9676,,
556,0.2243,0.0063,,300.0,0.312,18.51,6.89,-5630.75,1.9838,25.3304,19.1529,,11.0746,85.8807,9.754,0.0865,50.2775,,63.9959,118.0116,2.4047,0.6415,241.791,2.9845,7.0114,22.3303,18.659,4.8886,4.3074,,,,,,,,
557,0.1043,0.0099,,307.0,1.011,19.06,6.92,-5473.25,2.0035,28.4559,20.3445,,10.9962,85.1669,8.3324,0.3113,50.4421,,64.154,118.4616,2.5607,1.0179,86.3663,10.0228,9.8415,26.4632,40.3194,7.3976,3.3745,14.59,0.47,6.7742,0.1823,3.6503,0.633,,
558,0.2324,0.0098,,661.0,1.491,10.06,6.47,-5611.5,2.0005,69.2086,18.9786,,11.1104,84.7226,8.9635,0.407,50.5609,,64.2798,118.5886,2.0957,1.0107,74.1613,14.6011,9.6313,30.8196,62.5341,8.2562,5.0102,17.49,1.61,8.4276,0.7135,4.3644,1.9743,,
559,0.1443,0.011,,531.0,1.216,20.16,4.64,-6382.5,1.881,50.4749,20.1685,,11.4628,83.6359,9.7836,0.3854,50.2716,,64.1163,117.9252,2.5909,1.1263,48.6874,12.0075,11.2056,22.7827,23.1128,7.0443,4.5383,17.83,0.4,8.6858,0.1548,4.3577,0.5332,,
560,0.12,0.0074,,725.0,0.873,23.35,13.99,-5666.25,2.0528,16.7901,22.0891,,6.2726,85.2505,8.7812,0.2311,50.3349,,64.0886,119.2232,2.7014,0.7595,77.5498,8.1948,28.4119,57.3155,20.55,4.1126,4.582,13.87,1.62,6.501,0.6762,3.417,1.9841,0.0164,
561,0.1287,0.0057,,571.0,0.564,15.22,17.67,-5523.75,2.0347,47.3265,17.463,,6.7104,84.7348,8.6706,0.1621,49.9566,,64.5635,118.1992,2.1115,0.5803,56.5244,5.3821,32.7438,105.6999,36.9164,4.7759,4.7659,12.67,0.42,4.9269,0.179,3.1711,0.5477,,
562,0.1287,0.005,,240.0,0.24,14.42,7.37,-6477.0,1.8925,8.6211,17.463,,6.5051,84.7348,8.6706,0.0671,49.9566,,64.5635,118.1992,2.1115,0.5141,43.0147,2.2718,4.0117,44.3888,14.6192,4.2795,3.2251,13.4,1.23,6.5673,0.4706,3.4456,1.5526,0.0267,
563,0.1905,0.005,,1554.0,0.975,16.43,6.6,-5733.0,1.9952,26.3716,21.1755,,9.1953,84.7007,8.7283,0.3542,49.884,,63.9335,118.793,3.124,0.5152,118.1467,10.1217,8.7834,32.4131,17.5296,7.2412,6.8237,,,,,,,0.0184,
564,0.0502,0.0064,,533.0,0.375,21.47,7.14,-5242.25,2.0,72.9768,21.6792,,7.6267,85.513,8.7932,0.0991,50.3159,,64.0127,118.9228,2.7233,0.6557,71.7728,3.6097,6.2686,27.6963,65.6944,6.8313,4.9583,,,,,,,,
565,0.148,0.0056,,884.0,0.373,20.41,10.28,-5336.0,1.993,31.7074,23.4755,,6.8615,84.6838,9.0425,0.1043,50.7493,,64.4947,117.7228,3.1423,0.5758,55.2045,3.5774,7.8838,50.8847,27.3558,5.1905,6.9767,13.56,2.17,5.5179,0.852,3.3581,2.652,,
