,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
167,0.3703,0.0151,,820.0,9.4154,8.27,18.11,0.26,12.11,8.9,0.0,0.0,-5384.25,,,,3.0988,1.9977,25.2959,0.1143,,10.3893,84.87,2.4886,9.4832,0.0891,2.4386,50.381,0.0,3.5017,0.0,64.23,,,,118.205,1.016,1.2397,3.5105,43.3916,3.9329,1.5684,5.8629,2.8469,740.3189,2.4171,6.8455,20.8582,4.9742,0.0,,,,5.3504,4.1607,19.71,1.75,8.9499,0.8339,4.8933,2.1479,21.2832,9.84,0.2547,3.6718,1.8506,10.6375,,140.0144,0.0
168,0.2288,0.0186,,197.0,9.7516,8.02,19.93,0.369,23.08,8.14,0.0,0.0,-5581.0,,,,2.3642,2.0133,23.2195,0.0797,,11.0069,84.9798,2.6678,8.3754,0.1324,2.1434,50.2413,0.0,6.5097,0.0,63.8874,,,,118.0962,1.2043,1.2482,2.9881,68.4284,2.3466,1.9393,5.4958,3.1275,734.2508,3.5755,4.0033,29.5714,41.3195,0.0,,,,3.8533,4.2477,13.33,0.59,6.4317,0.2299,3.3752,0.797,28.2854,5.65,0.264,2.0208,1.0569,11.6751,,151.113,0.0
169,0.3498,0.0204,,2584.0,9.9098,3.99,18.8,0.334,14.64,6.64,0.0,0.0,-6063.0,,,,2.4962,1.9905,25.2959,0.1095,,10.2472,84.87,1.1884,9.4832,0.117,1.9124,50.381,0.0,93.2429,0.0,64.23,,,,118.205,1.016,0.8555,3.5105,43.3916,3.5297,2.1285,2.832,2.9568,738.9797,3.1129,6.5993,16.4244,12.5394,0.0,,,,4.1875,3.5123,20.16,1.26,9.1316,0.4789,4.9712,1.6958,,7.69,0.1731,2.6177,1.4484,6.7554,,112.325,0.0
170,0.2917,0.0145,,789.0,9.9009,4.53,28.37,0.351,26.99,9.87,0.0,0.0,-5508.75,,,,3.8473,1.9865,18.4097,0.0893,,10.8105,85.8965,1.4696,9.2405,0.1348,2.5839,50.157,0.0,10.3861,0.0,64.0502,,,,119.2274,1.5296,0.8555,2.6778,19.8827,2.9464,1.4992,3.1791,4.4304,742.7582,3.3568,8.7322,35.1527,33.5842,0.0,,,,6.3479,3.4245,16.54,1.04,8.0918,0.4067,4.1218,1.4115,21.8501,9.53,0.3139,3.2732,1.7834,12.284,0.024,159.5002,0.0
171,0.5089,0.0061,,1312.0,9.4318,6.98,6.22,0.673,13.41,4.89,0.0,0.0,-5707.5,,,,4.4998,1.9772,25.2959,0.1468,,1.7179,85.7375,1.8152,9.0998,0.2251,1.4228,50.1482,0.0,9.0581,0.0,64.0107,,,,119.5608,1.016,0.8555,3.5105,43.3916,5.3955,0.6266,4.8475,0.991,720.8284,6.4064,15.46,21.0361,38.1567,0.0,,,,7.6097,4.7373,18.12,2.34,8.169,0.9518,4.5321,2.8542,,12.55,0.307,4.456,2.3406,14.6582,0.0059,141.2558,0.0
172,0.2153,0.0159,,7708.0,9.9242,8.36,21.07,0.37,20.96,12.26,0.0,0.0,-5073.25,,,,4.5285,1.3408,18.4097,0.0715,,10.8918,84.0432,2.5136,8.7487,0.1028,3.1379,50.2849,0.0,6.1952,0.0,64.3732,,,,118.7784,1.5296,1.2397,2.6778,19.8827,2.1694,1.6433,5.8967,3.2797,746.1255,3.3912,8.1859,28.3823,8.7642,0.0,,,,7.6681,4.5867,15.76,1.04,7.1819,0.4787,3.9258,1.4033,31.0985,10.13,0.2431,3.5979,1.8952,10.039,0.0254,146.7917,0.0
173,0.3427,0.0657,,441.0,9.3644,4.24,11.07,0.376,12.7,4.41,0.0,0.0,-6377.5,,,,4.7237,1.8877,14.5888,0.11,,4.6118,85.4579,1.4203,8.6667,0.1218,1.7253,50.2987,0.0,,0.0,64.2122,,,,117.955,1.4905,0.8555,1.7568,32.6039,3.66,7.2347,2.9153,1.7594,721.0289,3.6302,4.7961,25.2844,34.6218,0.0,,,,8.0011,4.0815,,,,,,,29.0954,9.98,0.3901,3.3933,1.875,18.4745,,,0.0
174,0.3228,0.0064,,334.0,9.7024,8.02,24.13,0.37,17.54,7.52,0.0,0.0,-5535.25,,,,2.1034,1.998,22.0117,0.112,,10.9954,85.8965,2.7941,9.2405,0.1077,1.8321,50.157,0.0,6.8702,0.0,64.0502,,,,119.2274,1.2049,1.0931,3.2847,49.9291,3.3274,0.6562,5.6581,3.7391,751.5639,3.6022,6.2063,26.2606,43.5935,0.0,,,,3.4778,4.8537,18.1,0.83,7.8275,0.3005,4.4751,1.0373,21.9991,7.98,0.4176,2.7707,1.4843,19.563,,161.4136,0.0
175,0.4873,0.013,,617.0,9.5947,6.65,19.03,0.232,16.37,8.38,0.0,0.0,-6425.0,,,,2.9223,1.891,14.5888,0.1411,,5.2925,85.4579,2.3699,8.6667,0.0758,2.2865,50.2987,0.0,,0.0,64.2122,,,,117.955,1.4905,1.0931,1.7568,32.6039,5.0783,1.3395,4.8249,3.0331,724.2001,2.2617,3.2417,63.8935,29.5892,0.0,,,,4.7895,2.8615,,,,,,,31.08,9.69,0.1778,3.4043,1.8108,7.4657,,,0.0
176,0.5682,0.0049,,319.0,9.8714,2.92,10.72,0.518,12.24,5.05,0.0,0.0,-6274.75,,,,2.9185,1.8947,14.5888,0.1657,,5.9688,84.818,0.9269,8.6309,0.1452,1.3416,50.2512,0.0,3.0092,0.0,64.2144,,,,117.4996,1.4905,0.8555,1.7568,32.6039,5.7563,0.5047,2.0495,1.6746,739.0731,4.8519,8.4479,9.5035,7.4281,0.0,,,,4.9731,4.8792,22.45,0.83,10.6287,0.3742,5.4814,1.0853,15.4662,8.97,0.2503,3.2348,1.6755,10.4655,,144.6832,0.0
177,1.5292,0.0066,,240.0,9.9055,5.3,12.85,0.367,12.48,6.62,0.0,0.0,-5529.25,,,,5.0108,1.9773,14.5888,0.3654,,6.4882,83.8465,2.0363,8.8945,0.1095,1.9131,50.2262,0.0,4.2108,0.0,64.3323,,,,118.5286,1.4905,1.2397,1.7568,32.6039,15.4381,0.6741,3.8496,2.0344,730.5831,3.3542,9.8062,16.781,10.6539,0.0,,,,8.5559,5.3609,16.48,1.01,6.9453,0.4094,4.1098,1.268,,8.97,0.2503,3.2348,1.6755,10.4655,,140.1771,0.0
178,0.6049,0.0056,,311.0,10.6319,8.82,15.63,0.615,16.97,5.11,0.0,0.0,-5442.25,,,,2.7531,2.0183,22.0117,0.1761,,6.5417,84.818,2.2284,8.6309,0.1718,1.8194,50.2512,0.0,3.6935,0.0,64.2144,,,,117.4996,1.2049,1.0931,3.2847,49.9291,5.6894,0.5712,6.5588,2.4514,746.8239,5.9593,4.4267,14.6594,11.9843,0.0,,,,4.6022,2.4109,23.44,1.63,9.9808,0.6849,5.7163,2.1372,15.4662,6.11,0.3094,1.9061,1.1399,14.0347,0.0171,151.4942,0.0
179,0.5664,0.0061,,387.0,9.8774,2.75,13.82,0.375,11.87,8.93,0.0,0.0,-6149.25,,,,4.9696,1.901,18.4348,0.163,,5.5436,85.1572,0.9442,9.8481,0.1102,2.469,50.8428,0.0,3.985,0.0,64.5164,,,,117.667,1.4656,0.8555,2.4201,31.579,5.7347,0.6189,1.8499,2.2405,704.7953,3.3606,14.8096,15.9382,17.3649,0.0,,,,8.4298,3.008,13.84,0.98,6.5313,0.3977,3.4517,1.2097,15.4662,8.8,0.2212,3.174,1.6521,9.9979,-0.0012,125.5886,0.0
180,1.3119,0.0065,,656.0,9.5528,4.47,23.58,0.36,20.86,7.29,0.0,0.0,-5664.0,,,,2.2887,1.9855,18.4097,0.3887,,10.7788,85.7375,1.5004,9.0998,0.1011,2.2651,50.1482,0.0,6.2,0.0,64.0107,,,,119.5608,1.5296,0.7013,2.6778,19.8827,13.7334,0.663,3.0754,3.6484,748.1764,3.2936,7.094,21.6049,14.6159,0.0,,,,3.7553,5.2476,21.52,1.51,9.518,0.5768,5.3419,2.0375,21.5469,10.12,0.2024,3.4818,1.8868,8.912,,148.1887,0.0
181,0.4523,0.0065,,476.0,9.5153,6.16,6.67,0.421,6.0,4.6,0.0,0.0,-5527.0,,,,1.8584,2.0035,18.4348,0.1297,,2.1474,84.818,1.9518,8.6309,0.15,1.7175,50.2512,0.0,3.3277,0.0,64.2144,,,,117.4996,1.4656,1.2397,2.4201,31.579,4.7533,0.6665,4.4394,1.0732,718.4844,3.9327,14.7621,21.3546,8.2696,0.0,,,,3.194,3.662,15.35,0.67,6.9991,0.2829,3.8272,0.8886,30.8869,142.5,1.1022,36.6385,38.7818,45.2513,,142.8117,0.0
182,0.2277,0.0176,,410.0,9.8867,11.64,23.86,1.211,24.1,5.93,0.0,0.0,-5376.25,,,,4.551,1.9697,18.4097,0.0762,,11.3803,85.7375,3.2284,9.0998,0.39,1.6624,50.1482,0.0,11.8582,0.0,64.0107,,,,119.5608,1.5296,0.8555,2.6778,19.8827,2.3027,1.8153,8.0146,3.701,746.5078,11.9997,8.8348,41.3963,57.7332,0.0,,,,7.6941,5.4179,23.16,1.88,10.2848,0.7354,5.6939,2.3004,27.4253,7.3701,0.366,2.592,1.3749,16.1636,0.0077,168.8704,0.0
183,0.3956,0.0203,,5978.0,9.941,3.47,14.39,0.316,16.44,9.17,0.0,0.0,-2595.0,,,,2.2468,0.888,18.3516,0.1172,,4.6868,85.6591,1.1012,8.8249,0.0876,2.5497,50.3878,0.0,5.6675,0.0,64.1536,,,,118.3554,1.2244,0.6652,2.1229,22.0467,3.9795,2.1091,2.3945,2.2858,721.4786,2.8968,6.7432,26.042,21.1989,0.0,,,,3.831,5.1666,18.4,1.04,8.6245,0.4572,4.5034,1.282,,10.2401,0.2349,3.7078,1.9369,10.1049,,139.0359,0.0
184,0.4487,0.0055,,342.0,10.6284,6.53,16.07,0.448,12.63,3.66,0.0,0.0,-6355.25,,,,4.6749,1.8885,22.0117,0.1317,,5.9548,85.1572,1.7452,9.8481,0.1226,1.1583,50.8428,0.0,2.8963,0.0,64.5164,,,,117.667,1.2049,1.0931,3.2847,49.9291,4.2218,0.5578,4.9647,2.5169,750.0627,4.3169,4.8141,13.0184,9.8094,0.0,,,,7.9137,1.8636,13.02,1.28,6.1305,0.4833,3.2491,1.5731,26.3243,8.97,0.2503,3.2348,1.6755,10.4655,,158.2183,0.0
185,0.4287,0.0127,,2484.0,10.0516,9.59,11.35,0.396,9.44,7.13,0.0,0.0,-4592.0,,,,4.192,1.9918,26.5052,0.1228,,4.772,85.0716,2.6275,8.6942,0.1259,1.9653,50.5287,0.0,2.4696,0.0,64.3976,,,,118.0626,0.9747,0.9444,3.1702,43.4704,4.2652,1.307,6.8987,1.8039,725.1605,3.7847,5.1496,23.3722,13.3516,0.0,,,,7.4552,5.4707,15.57,1.56,6.9424,0.6363,3.9029,1.9116,,11.18,0.2455,4.1318,2.1074,10.2908,,151.0837,0.0
186,0.2726,0.0086,,5923.0,9.3127,9.48,24.53,1.098,14.16,5.98,0.0,0.0,-1480.75,,,,4.4628,0.4385,18.4097,0.0807,,7.0527,85.0922,2.7153,9.2007,0.3819,1.5679,50.1899,0.0,4.4092,0.0,64.2199,,,,118.2566,1.5296,1.2482,2.6778,19.8827,2.927,0.8833,7.1137,3.8434,749.0804,11.3496,8.111,23.4868,43.263,0.0,,,,7.5485,6.5134,25.14,1.5,11.6094,0.6068,6.1752,1.9523,30.3087,9.38,0.4371,3.5158,1.763,17.2239,0.0158,165.6019,0.0
187,0.3767,0.0086,,722.0,9.6716,4.78,28.43,0.341,14.03,11.4,0.0,0.0,-5753.5,,,,4.6215,1.991,18.4097,0.1084,,11.3662,85.0856,1.6521,8.6324,0.1125,3.2049,50.0906,0.0,4.4563,0.0,64.1658,,,,117.802,1.5296,0.7013,2.6778,19.8827,3.8949,0.8832,3.3241,4.3925,753.512,3.1651,6.0586,25.1591,9.3356,0.0,,,,7.8473,4.3927,18.08,2.05,8.8828,0.836,4.3695,2.5062,,6.98,0.2972,2.3009,1.3057,12.4002,0.0104,147.2826,0.0
188,0.7624,0.0077,,275.0,9.4571,11.24,17.18,0.933,22.81,8.0,0.0,0.0,-5345.0,,,,4.6582,2.0057,18.4097,0.205,,7.3807,85.6626,3.6771,9.1502,0.2546,2.454,50.2288,0.0,5.8905,0.0,64.1871,,,,119.3708,1.5296,1.2397,2.6778,19.8827,8.0617,0.7944,8.3494,2.6841,749.6201,9.3657,4.5669,24.656,22.4882,0.0,,,,7.8936,4.137,,,,,,,23.9308,12.41,0.389,4.21,2.3309,16.7292,,161.9962,0.0
189,0.1958,0.0058,,1661.0,9.9513,7.74,10.43,0.322,17.36,7.79,0.0,0.0,-7150.25,,,,4.7405,1.8827,19.3847,0.0635,,4.4664,85.2575,2.0383,9.094,0.1192,2.2036,50.249,0.0,,0.0,64.235,,,,119.6672,1.2559,1.2397,2.5481,14.0706,1.9678,0.5923,5.6788,1.6695,723.7822,3.0692,3.1599,43.7898,9.6725,0.0,,,,8.0341,5.4919,22.27,1.3,11.1961,0.54,5.4557,1.7667,23.3691,10.25,0.1837,3.6083,1.9134,9.6275,,,0.0
190,0.4535,0.017,,608.0,10.0903,9.75,19.09,0.883,20.84,10.02,0.0,0.0,-5500.0,,,,3.7118,1.999,27.6647,0.1303,,11.1382,85.597,3.1507,8.5155,0.29,2.9552,50.0426,0.0,3.8289,0.0,64.004,,,,117.9506,1.4598,0.8967,3.5086,12.9891,4.4948,1.7585,7.3674,2.9601,764.7395,9.1575,5.2741,26.2331,14.9588,0.0,,,,6.2865,5.3925,20.6,1.06,9.4734,0.4507,5.0769,1.3252,14.7968,8.14,0.2694,3.003,1.5248,12.8472,0.0112,161.3015,0.0
191,0.3777,0.0139,,3453.0,10.083,11.43,24.33,0.53,17.7,6.23,0.0,0.0,-4781.5,,,,2.3724,2.0265,27.6647,0.1118,,11.0742,84.533,4.0539,8.872,0.1672,1.9205,50.3074,0.0,2.5635,0.0,64.1215,,,,118.0124,1.4598,0.8967,3.5086,12.9891,3.7456,1.4282,8.8558,3.7891,762.8816,5.3728,4.2068,17.1323,12.1978,0.0,,,,4.0451,4.7141,13.98,1.06,6.9145,0.5083,3.4192,1.2844,14.389,7.23,0.4387,2.5711,1.3494,20.6678,,158.9954,0.0
192,0.387,0.0143,,439.0,10.0985,5.93,18.82,0.28,15.35,7.44,0.0,0.0,-5336.5,,,,2.5838,1.9995,29.168,0.1167,,10.279,84.2845,2.0571,9.2362,0.0838,2.3376,50.3524,0.0,4.1211,0.0,64.1557,,,,118.3954,1.3699,0.8967,3.8798,13.4388,3.8325,1.4775,4.2195,2.9552,741.1929,2.6368,6.2414,18.691,22.9605,0.0,,,,4.3154,9.1515,19.31,0.45,8.6802,0.1751,4.7675,0.5631,,9.0,0.4321,3.0876,1.6947,18.4287,,143.9055,0.0
193,0.2544,0.0161,,2426.0,10.0974,12.48,26.03,0.57,20.38,7.46,0.0,0.0,-6112.25,,,,2.3776,1.9995,26.7883,0.0898,,11.139,86.4478,3.695,8.8287,0.2095,2.0392,50.254,0.0,4.7072,0.0,63.9006,,,,117.974,1.3808,1.2764,3.3854,11.9196,2.519,1.6608,9.4512,4.0204,767.9395,5.909,7.6161,33.4316,18.7144,0.0,,,,4.1645,5.2536,14.17,0.59,6.6202,0.2244,3.5074,0.8082,14.4582,9.62,0.5405,3.3152,1.8065,26.5334,,165.7809,0.0
194,0.6514,0.0143,,236.0,10.3797,5.03,17.92,0.298,14.91,7.34,0.0,0.0,-5646.5,,,,1.9722,1.992,29.168,0.1938,,9.8817,85.0856,1.6653,8.6324,0.0945,1.8783,50.0906,0.0,4.8129,0.0,64.1658,,,,117.802,1.3699,0.8967,3.8798,13.4388,6.2757,1.478,3.5044,2.8099,738.7508,2.7826,6.5908,15.0636,13.1411,0.0,,,,3.2778,5.0506,19.24,2.09,8.5141,0.878,4.7532,2.5956,12.6244,6.6,0.2942,2.2951,1.2338,15.3597,0.0217,145.4366,0.0
195,0.4892,0.0197,,7599.0,10.5223,6.08,11.17,0.865,8.54,4.46,0.0,0.0,-3345.75,,,,2.3909,0.885,26.5052,0.1435,,4.6309,85.0716,2.3853,8.6942,0.2491,1.3676,50.5287,0.0,3.0815,0.0,64.3976,,,,118.0626,0.9747,1.2596,3.1702,43.4704,4.6487,2.0482,4.3249,1.7811,721.657,8.3368,4.7537,30.1204,12.0761,0.0,,,,4.0328,3.5494,16.43,1.19,7.6185,0.4752,4.1001,1.4865,,8.29,0.2435,2.9696,1.5497,13.5286,,151.8881,0.0
196,0.2948,0.0176,,5704.0,9.4214,7.55,11.5,0.162,11.54,10.09,0.0,0.0,-2668.5,,,,4.5366,0.8855,19.8068,0.1024,,5.8501,85.6591,2.2163,8.8249,0.0433,3.0528,50.3878,0.0,4.1607,0.0,64.1536,,,,118.3554,1.7719,0.564,2.656,40.0643,3.1291,1.8287,5.3091,1.7984,735.5917,1.4774,5.4148,25.4353,29.8674,0.0,,,,7.7696,6.9606,23.75,1.52,10.8908,0.5793,5.7476,1.8385,24.4914,9.03,0.3492,2.9407,1.6974,15.5379,0.0123,140.2033,0.0
197,0.4512,0.0122,,374.0,10.1262,6.08,19.7,0.348,19.24,8.62,0.0,0.0,-6377.0,,,,3.6951,1.8818,29.7925,0.1609,,10.6219,86.1197,1.9826,9.043,0.1018,2.3868,50.36,0.0,6.8238,0.0,63.8744,,,,117.6784,1.0125,0.564,3.9501,46.4746,4.4554,1.2526,4.2403,3.0836,738.9739,3.303,4.3487,27.2806,19.0322,0.0,,,,6.1401,4.4449,21.16,0.38,10.3947,0.1456,5.253,0.5213,12.5106,10.13,0.2431,3.5979,1.8952,10.039,0.0165,151.5314,0.0
198,0.2818,0.0079,,426.0,9.3528,5.12,11.4,0.489,10.39,8.25,0.0,0.0,-5440.25,,,,2.4837,1.9755,24.0694,0.101,,6.3186,83.8465,1.5936,8.8945,0.1429,2.1831,50.2262,0.0,3.8487,0.0,64.3323,,,,118.5286,1.2479,0.564,3.805,84.3852,3.0128,0.8142,3.7578,1.809,730.4395,4.5405,10.3823,27.547,10.0958,0.0,,,,4.1554,6.6511,,,,,,,,8.97,0.2503,3.2348,1.6755,10.4655,0.0105,147.2563,0.0
199,0.8403,0.0157,,616.0,10.2131,9.76,19.99,0.156,15.31,11.12,0.0,0.0,-5485.0,,,,2.5113,1.9552,31.1926,0.2531,,10.9136,85.7375,3.0622,9.0998,0.0524,2.9697,50.1482,0.0,3.4442,0.0,64.0107,,,,119.5608,1.0638,0.564,3.9593,37.9267,8.2281,1.6361,6.9813,3.1446,739.8484,1.4452,5.0205,25.0743,8.9501,0.0,,,,4.1842,5.4277,22.83,0.88,10.5845,0.376,5.616,1.0654,,9.91,0.2269,3.335,1.8422,11.4341,0.0009,143.0096,0.0
200,0.7132,0.0161,,912.0,10.4427,9.49,23.77,0.87,29.05,8.72,0.0,0.0,-5394.0,,,,2.2262,1.993,23.7969,0.2144,,11.1679,85.597,3.2364,8.5155,0.2783,2.376,50.0426,0.0,5.9018,0.0,64.004,,,,117.9506,1.3366,1.2968,2.9645,18.5458,6.8299,1.6657,7.3225,3.6723,770.0184,8.9221,11.089,33.5171,19.3073,0.0,,,,3.9448,5.774,,,,,,,17.3685,7.87,0.3639,2.7079,1.474,17.0534,0.0123,162.4337,0.0
201,0.5128,0.005,,794.0,10.4585,12.4,15.53,0.231,9.17,10.09,0.0,0.0,-5490.0,,,,5.0098,1.9723,22.0716,0.1496,,6.3936,83.8465,3.7202,8.8945,0.0782,3.0728,50.2262,0.0,2.7263,0.0,64.3323,,,,118.5286,1.3923,1.4083,2.8139,8.992,4.9035,0.507,8.8985,2.4533,729.4822,2.0988,10.2366,16.9629,21.0192,0.0,,,,8.55,3.8408,,,,,,,,8.11,0.333,2.6391,1.506,13.19,,139.6135,0.0
202,0.796,0.0226,,1736.0,9.5536,10.0,19.33,0.911,26.4,2.98,0.0,0.0,-6886.25,,,,1.9484,1.8895,17.0619,0.2337,,10.2018,86.3416,2.7743,9.219,0.237,0.9023,50.5347,0.0,7.7382,0.0,64.0969,,,,117.4196,0.6815,0.5479,2.1615,18.76,8.3318,2.3584,7.7315,3.071,743.4202,8.9618,8.9153,9.1783,27.8933,0.0,,,,3.6078,3.8964,23.33,1.53,9.6782,0.622,5.8066,2.0795,,9.09,0.2502,3.0562,1.7175,14.1153,,152.1058,0.0
203,0.5075,0.0142,,466.0,10.4299,10.78,21.93,0.381,12.36,5.21,0.0,0.0,-5487.0,,,,2.0479,2.0057,20.4503,0.1488,,9.6949,84.3232,3.1123,8.5218,0.1282,1.4326,50.3583,0.0,5.1485,0.0,64.2803,,,,118.102,1.2733,1.1345,2.6436,42.23,4.8655,1.457,8.5574,3.476,749.8995,3.7523,7.3915,20.3477,26.6496,0.0,,,,3.5928,6.9697,12.06,0.91,5.2851,0.3326,3.0201,1.2503,,10.18,0.2467,3.2179,1.9034,16.5142,,157.8315,0.0
204,1.1333,0.0077,,220.0,9.8416,9.05,14.24,0.348,14.46,2.98,0.0,0.0,-6368.75,,,,4.6305,1.8878,17.9526,0.3347,,8.8256,86.4863,2.4181,8.828,0.0938,1.1286,50.2667,0.0,4.1266,0.0,63.9349,,,,118.039,1.3848,0.8069,2.1241,7.3253,11.5157,0.7954,6.2448,2.2826,717.1216,3.3282,6.2099,27.141,19.822,0.0,,,,7.9719,4.425,,,,,,,22.9171,7.97,0.2182,2.8698,1.4891,10.3231,,143.5459,0.0
205,0.3818,0.0082,,754.0,9.9413,6.35,18.67,0.289,16.08,2.73,0.0,0.0,-5619.5,,,,3.9789,2.0068,17.9526,0.1371,,9.8561,84.1154,2.009,9.2281,0.079,0.9797,50.273,0.0,4.3696,0.0,64.081,,,,118.1176,1.3848,0.8069,2.1241,7.3253,3.8402,0.8462,4.7,3.0218,717.2904,2.7902,6.5321,20.6826,15.9177,0.0,,,,6.7751,3.9333,12.16,1.22,5.1685,0.4759,3.044,1.5605,17.055,10.46,0.1936,3.7087,1.9636,8.2046,,142.9333,0.0
206,0.4054,0.0236,,325.0,10.3654,9.87,24.86,0.267,19.7,5.67,0.0,0.0,-6329.25,,,,2.2021,1.8982,20.4422,0.1212,,10.9457,85.5455,3.5412,9.2655,0.0849,2.093,50.3358,0.0,5.4543,0.0,63.8677,,,,117.4194,1.0124,0.8069,2.4807,58.2004,3.9111,2.4641,7.4997,3.8632,762.9169,2.6477,7.4028,18.2383,16.6184,0.0,,,,3.6972,5.4837,24.68,0.47,10.3649,0.2257,6.0587,0.6426,23.1477,5.83,0.2146,1.8628,1.0943,9.504,,163.4722,0.0
207,1.0133,0.0161,0.069,1161.0,9.8124,14.22,21.6,0.437,13.05,10.79,0.0,0.0,-5466.5,,,,2.6172,2.02,18.1248,0.2727,0.0218,8.7644,86.4478,3.8329,8.8287,0.1588,3.3115,50.254,0.0,5.8333,0.0,63.9006,,,,117.974,1.0997,1.0632,2.2629,48.1286,10.3272,1.6721,10.5354,3.4527,729.7375,4.2671,11.5059,56.4914,21.3861,0.0,,,,4.4979,4.087,18.87,1.99,8.3886,0.8424,4.6844,2.6056,,6.87,0.3027,2.4053,1.2842,13.3006,,150.2111,0.0
208,0.2353,0.0204,,674.0,10.3541,6.7,15.39,0.242,19.01,6.04,0.0,0.0,-5561.75,,,,3.5798,2.0177,18.9885,0.0834,,10.1545,86.3857,2.091,8.8513,0.0777,1.8388,50.1431,0.0,4.0052,0.0,63.7749,,,,118.0906,1.6569,1.1995,2.7404,25.0544,2.2721,2.1312,4.7317,2.481,714.6909,2.279,8.7149,21.7426,16.2763,0.0,,,,6.117,7.7412,14.38,0.77,6.6188,0.31,3.595,1.0194,13.7067,7.07,0.2218,2.4569,1.3159,11.0755,,139.7003,0.0
209,1.0737,0.0152,,1244.0,10.1182,5.69,22.81,0.875,21.35,8.52,0.0,0.0,-5440.75,,,,2.8196,2.0075,20.4503,0.2915,,9.2858,84.3232,1.7496,8.5218,0.3401,2.6693,50.3583,0.0,7.041,0.0,64.2803,,,,118.102,1.2733,1.0632,2.6436,42.23,10.6114,1.5615,4.2268,3.6017,740.3371,8.7051,7.405,57.2146,61.2975,0.0,,,,4.8213,5.1122,16.95,0.73,7.3139,0.3207,4.251,0.9888,17.8461,7.87,0.4433,2.7978,1.4794,19.4477,0.0298,154.2458,0.0
210,0.9201,0.0232,,799.0,9.6172,7.32,17.86,0.343,13.38,7.22,0.0,0.0,-5426.75,,,,2.1539,1.9875,20.1792,0.2461,,9.669,84.3232,2.1303,8.5218,0.093,2.1868,50.3583,0.0,5.5424,0.0,64.2803,,,,118.102,1.1295,1.3283,2.2036,59.14,9.5674,2.421,5.4499,2.8152,743.2701,3.3994,9.199,65.9103,9.9698,0.0,,,,3.6385,4.9032,10.86,0.9,5.3573,0.3306,2.6248,1.2355,,9.75,0.4074,3.4097,1.8332,18.0566,,157.6414,0.0
211,0.2361,0.0181,,486.0,10.2754,6.08,16.51,0.302,12.93,3.09,0.0,0.0,-5635.5,,,,3.4858,2.0032,18.3816,0.0816,,8.9216,84.8399,2.3549,8.5266,0.0869,1.2301,50.2925,0.0,5.7791,0.0,64.0317,,,,117.918,1.4472,1.1995,2.2283,8.8801,2.2979,1.8841,4.2235,2.6579,713.6077,2.91,7.5826,32.1237,30.5748,0.0,,,,6.0004,3.8196,9.26,0.75,3.6518,0.3329,2.3267,0.9997,21.8281,272.41,0.2813,81.6568,53.5949,13.5991,,144.2078,0.0
212,1.0172,0.0159,,163.0,9.9101,7.03,21.55,0.275,11.3,4.01,0.0,0.0,-5794.25,,,,2.7376,1.9885,20.8219,0.2743,,9.5181,85.564,2.3064,9.7484,0.0951,1.2407,50.0781,0.0,5.6192,0.0,63.7678,,,,118.244,1.5739,1.0632,2.9058,9.7087,10.2647,1.6433,5.2132,3.5058,716.3416,2.6825,8.9311,40.4352,7.3933,0.0,,,,4.6969,4.1045,12.33,0.99,6.3152,0.4024,3.0302,1.2733,,7.72,0.2666,2.6278,1.4435,14.7886,,146.9684,0.0
213,0.3214,0.0177,,920.0,9.6664,10.37,26.23,0.227,14.44,2.69,0.0,0.0,-5972.75,,,,2.1952,1.9815,14.1672,0.1097,,9.4364,85.597,3.0016,8.5155,0.0625,1.0467,50.0426,0.0,4.1446,0.0,64.004,,,,117.9506,1.5552,0.9957,2.1064,24.8743,3.3252,1.8298,7.7242,4.2362,720.7386,2.1217,6.5779,12.6423,28.6787,0.0,,,,3.686,3.3617,14.55,0.48,6.4765,0.2051,3.5949,0.6445,,9.33,0.1733,3.4068,1.7492,10.8388,,139.7598,0.0
214,0.3181,0.0152,,370.0,9.6884,10.15,23.48,0.193,17.86,5.5,0.0,0.0,-5550.75,,,,4.7525,1.9537,18.8948,0.1075,,9.9974,86.4478,2.9964,8.8287,0.0589,1.7616,50.254,0.0,5.683,0.0,63.9006,,,,117.974,1.629,0.9957,2.7585,26.6905,3.2837,1.5714,7.3468,3.76,724.3352,1.8761,7.0535,35.9991,20.2848,0.0,,,,7.9435,3.9193,15.44,1.08,7.0825,0.4241,3.8053,1.4523,,7.48,0.3119,2.7214,1.4011,15.0505,,149.6572,0.0
