,F152,F16,F185,F187,F252,F287,F321,F425,F457,F459,F46,F524,F572,F573,F574,F576,F577
554,0.7373,9.4058,5.81,27.76,2.2043,0.2284,1.7989,7.8392,4.17,4.4854,713.2858,3.8246,9.31,0.2706,3.364,1.7442,16.8414
555,0.8054,10.0197,7.68,23.41,3.3436,0.2363,2.7703,8.0382,5.5335,3.7132,733.2048,5.7634,7.19,0.2556,2.2021,1.3435,12.1875
556,0.4394,9.6348,11.17,19.14,2.5138,0.129,3.1026,4.5602,7.801,3.0196,734.0079,4.3074,9.49,0.2684,3.3041,1.7835,13.1891
557,0.5195,9.4583,10.54,21.78,1.9631,0.1572,2.919,5.4929,7.8172,3.4076,749.0093,3.3745,452.54,0.6724,138.2373,76.7657,33.0129
558,0.3803,10.725,10.52,25.7,2.9644,0.1125,3.3227,3.5458,7.6219,4.0289,742.7117,5.0102,9.64,0.3201,3.3571,1.7978,16.3179
559,0.825,9.4798,12.63,23.48,2.6445,0.2416,4.0338,8.7022,9.3613,3.6599,751.6531,4.5383,8.78,0.3613,3.2879,1.6376,18.1211
560,0.3941,9.6928,4.2,17.41,2.7317,0.1405,1.314,4.0655,2.9216,2.7674,727.252,4.582,9.3,0.3841,3.3142,1.7447,19.206
561,1.0862,10.0227,5.72,14.99,2.8531,0.2951,2.0263,10.8369,4.0894,2.4057,723.8464,4.7659,13.35,1.138,4.0485,2.5067,41.5401
562,1.1795,10.0094,6.97,13.16,1.9177,0.3226,2.2578,11.7842,4.8188,2.081,735.4157,3.2251,13.35,1.138,4.0485,2.5067,41.5401
563,0.2832,10.4757,4.41,20,3.9977,0.0872,1.2723,2.7032,3.262,3.0856,755.882,6.8237,9.92,0.1493,3.3781,1.8625,7.0781
564,0.4898,9.6192,3.54,22.06,2.8626,0.1389,0.9453,5.0915,2.4648,3.4177,754.9506,4.9583,8.88,0.2739,3.1371,1.6758,13.7278
565,0.4034,9.8098,6.99,21.44,4.0735,0.1281,1.9431,4.112,4.732,3.3512,742.4168,6.9767,8.05,0.3213,2.8487,1.5148,15.9361
566,0.69,10.4001,4.12,17.35,3.4714,0.1955,1.1871,6.6348,2.9755,2.7424,729.1866,5.8354,6.08,0.3579,2.091,1.1395,17.5289
567,1.3279,9.5397,5.96,21.93,2.9379,0.3562,1.7231,13.9201,4.2774,3.5149,722.3445,4.97,7,0.3806,2.3357,1.3091,23.4142
568,0.8019,10.087,1.94,23.8,3.1985,0.2355,0.6114,7.9497,1.5023,3.7524,743.0945,5.397,10.0099,0.2329,3.4941,1.8787,12.2165
569,0.4412,10.503,10.2,13.43,2.3849,0.1286,2.4791,4.2011,7.0799,2.1355,726.7786,4.0271,7.58,0.2852,2.6042,1.4257,14.4492
570,0.3763,9.4949,7.4,23.9,3.3302,0.1247,2.3871,3.9632,5.001,3.7066,748.5214,5.6382,8.31,0.2494,3,1.5624,12.124
571,0.6647,10.3778,6.25,21.08,3.5704,0.1898,1.7548,6.4047,4.3068,3.3392,728.2117,6.267,8.58,0.1975,3.0459,1.6066,9.8005
572,0.4232,10.6751,7.7,23.88,1.9651,0.119,1.9762,3.9648,5.5123,3.7205,745.9903,3.3861,9.03,0.2605,3.3888,1.69,11.4947
573,0.2831,10.3426,8.09,26.29,2.8724,0.0891,2.7465,2.7367,5.8827,4.1358,742.1335,4.8825,8.98,0.3394,3.07,1.6739,17.6407
574,1.0583,10.0777,5.51,18.32,1.7218,0.2885,1.4288,10.5013,3.8017,2.9028,733.9962,2.9165,13.35,1.138,4.0485,2.5067,41.5401
575,0.4859,10.1225,8.8,24.79,2.1635,0.1413,2.732,4.8005,6.5412,4.0067,720.9485,3.6737,8.14,0.1965,2.5457,1.5167,12.4072
576,0.5126,9.4603,16.78,25.63,3.0983,0.1589,4.6163,5.4185,12.5181,4.1249,724.8676,5.3483,7.04,0.2603,2.6664,1.3166,10.9822
577,0.3484,10.4951,3.44,18.91,2.6222,0.1002,0.9938,3.3194,2.5969,2.9884,737.1974,4.5028,11.33,0.1347,4.0086,2.1325,6.7561
578,1.0844,9.3949,5.8,18.74,1.9507,0.2939,1.8942,11.5422,4.3015,2.8973,754.466,3.2811,11.17,0.2269,3.7252,2.1029,11.3389
579,0.8257,9.9453,4.98,21.84,2.1632,0.2235,1.533,8.3025,3.4266,3.4374,731.8948,3.714,9.01,0.233,3.1072,1.6949,9.932
580,0.4764,9.4392,6.61,24.16,1.9272,0.1649,2.0684,5.0474,4.6106,3.8109,734.5942,3.2937,9.75,0.4187,3.3423,1.828,17.6233
581,0.9932,9.4095,10.08,24.45,2.3345,0.2702,3.7269,10.5554,7.3379,3.8282,744.3585,4.0339,9.27,0.2345,3.4091,1.741,10.0209
582,0.4734,10.0009,6.28,23.9,2.1024,0.1445,2.1303,4.734,4.4083,3.7367,741.4595,3.585,8.19,0.342,3.0021,1.5354,14.7455
583,0.4713,10.6914,6.93,17.63,3.0534,0.1371,2.3438,4.4083,4.9715,2.7811,737.9779,5.4754,7.58,0.247,2.5583,1.4147,10.5902
584,0.9549,9.0416,5.78,15.29,2.6299,0.2579,1.9632,10.5618,3.992,2.4226,732.5931,4.4571,5.3,0.3411,1.7213,0.9842,16.4231
585,1.1895,9.163,5.52,14.3,2.5518,0.3434,1.9016,12.9817,3.7046,2.2563,732.2701,4.3209,13.35,1.138,4.0485,2.5067,41.5401
586,0.34,9.3353,5.74,20.98,2.6122,0.1169,1.6417,3.6423,4.0266,3.2181,763.8121,4.5214,5.79,0.1893,2.1265,1.0837,9.6108
587,0.4259,9.3019,7.35,20.98,3.3315,0.1346,2.2657,4.5782,5.2403,3.3264,733.7554,5.6734,8.58,0.1975,3.0459,1.6066,9.8005
588,0.7242,9.4436,7.6,18.85,3.1001,0.2252,2.3168,7.6688,5.7159,2.9092,758.9277,5.2734,8.09,0.3016,2.8562,1.5131,15.0738
589,0.3689,9.3065,5.59,19.99,3.3055,0.1216,1.4229,3.9635,4.3272,3.1059,757.1183,5.6894,8.09,0.3016,2.8562,1.5131,15.0738
590,0.9138,9.5372,3.87,22.98,2.778,0.2463,1.188,9.5819,2.6558,3.6274,726.6594,4.8027,10.98,0.2422,3.6929,2.0601,10.1292
591,0.4214,10.1487,5.6,20.12,2.0371,0.1284,1.6561,4.1521,3.7852,3.1556,737.6747,3.5007,8.05,0.3213,2.8487,1.5148,15.9361
592,0.3937,9.6063,5.52,19.96,3.7084,0.1272,1.6943,4.0984,3.7235,3.1257,738.3945,6.2485,7.91,0.3413,2.442,1.4758,16.5929
593,0.3775,9.6635,6,14.59,3.6222,0.1179,2.0197,3.9069,4.2968,2.3449,722.3626,6.0834,8,0.2372,2.7908,1.5023,10.439
594,0.5231,10.6081,5.39,22.77,3.9208,0.1512,1.4852,4.9308,4.0969,3.6151,734.1845,6.6467,8.05,0.3213,2.8487,1.5148,15.9361
595,0.8898,10.2402,6.65,14.68,3.2574,0.2381,2.2141,8.6891,4.6654,2.3618,715.6795,5.7093,8.69,0.3926,3.1316,1.6312,15.9899
596,0.416,10.4038,9.17,20.71,1.9686,0.1282,2.5048,3.9988,6.6735,3.3554,713.6117,3.4416,8.42,0.2162,2.8159,1.5707,11.4941
597,1.0089,9.3944,4.47,12.11,3.2844,0.2714,1.4636,10.739,2.9561,1.9037,732.2476,5.7648,8.05,0.3213,2.8487,1.5148,15.9361
598,0.451,10.5538,9.21,25.84,3.3734,0.1317,2.9277,4.2737,6.749,4.0473,745.4209,5.7033,7.79,0.2836,2.7729,1.4589,11.9549
599,1.3777,12.4774,11.56,25.84,2.9372,0.4849,3.9207,11.0415,8.6351,4.1059,734.6234,4.9806,6.36,0.2646,2.3244,1.1886,12.6428
600,0.3362,10.3059,4.25,13.98,2.5416,0.0992,1.053,3.262,3.0662,2.1766,740.155,4.4097,8.01,0.2626,2.8603,1.5013,13.1687
601,0.9678,9.5423,5.92,20.8,2.102,0.2596,1.7877,10.1425,4.1202,3.2644,735.719,3.581,7.52,0.5424,2.7061,1.4196,24.2733
602,1.1027,9.9121,10.95,21.19,2.0473,0.2965,3.4445,11.1251,7.7168,3.3253,738.4097,3.5013,8.23,0.2947,2.7525,1.5295,13.7972
603,0.8436,9.4828,5.33,18.51,2.8738,0.2271,1.8224,8.8962,3.5888,2.9229,731.4614,4.8595,11.15,0.2917,3.9746,2.1086,14.3355
604,0.4635,9.7651,4.71,21.07,1.2183,0.1373,1.416,4.7462,3.4238,3.2968,740.4455,2.1234,9.65,0.2236,3.2382,1.8101,10.2843
605,0.3458,10.4094,10.13,17.16,3.4117,0.1032,3.1554,3.3223,7.2237,2.7366,723.9645,5.7416,10.51,0.1742,3.7497,1.9747,9.7315
606,0.9121,9.5986,8.34,19.14,4.6757,0.2479,2.338,9.5029,5.6244,2.9726,746.3839,8.1348,8.9,0.4334,2.9554,1.6632,20.5797
607,0.7842,9.4879,5.44,19.78,2.4235,0.2115,1.6917,8.2648,4.183,3.0998,748.2484,4.1105,7.88,0.2618,2.6968,1.481,11.9584
608,0.4943,9.6373,7.01,16.56,1.2925,0.1461,2.0728,5.1288,4.718,2.5608,751.0064,2.2343,9.2599,0.3435,3.2396,1.7374,17.0702
609,0.9153,10.0094,7.53,20.83,3.1724,0.2453,2.876,9.1448,5.4281,3.2667,741.3708,5.4002,7.9901,0.1517,2.8686,1.4997,7.7724
610,0.7259,9.445,4.18,20.42,2.8366,0.1969,1.6151,7.6859,2.8135,3.1807,744.1924,4.8288,8.67,0.4796,3.0859,1.6264,23.2761
611,0.9529,9.5841,6.99,18.65,2.182,0.2578,1.9261,9.9421,5.0706,2.9041,743.731,3.7644,9.93,0.2932,3.3856,1.8698,14.1723
612,0.9686,9.3546,5.3,14.03,2.1547,0.2619,1.5383,10.3539,3.5022,2.1965,735.0729,3.6784,9.32,0.2439,2.987,1.7538,11.3995
613,0.7062,9.3086,3.78,18.34,2.2091,0.1922,1.256,7.5868,2.6072,2.8605,746.9945,3.7267,7.85,0.3692,2.6747,1.481,18.1228
614,0.4422,9.3269,3.83,16.99,1.73,0.1369,1.2936,4.7413,2.5765,2.6573,739.6392,2.9451,10.63,0.3376,3.5812,1.9926,16.2491
615,0.4699,9.6195,7.06,20.59,3.911,0.1408,2.1786,4.8851,4.7456,3.2144,741.0284,6.7283,8.83,0.4019,3.11,1.6688,19.0059
616,0.4421,9.2883,6.26,20.19,2.1089,0.1379,1.937,4.7593,4.6046,3.1076,757.4526,3.5547,7.54,0.1155,2.6335,1.4094,5.4377
617,0.7415,9.3785,6.17,17.22,3.3714,0.2046,1.7707,7.9059,4.1236,2.649,754.3429,5.7821,8.46,0.2395,2.5319,1.5936,11.7087
618,1.5204,10.5074,4.98,16.42,2.2376,0.4122,1.3365,14.4693,3.8633,2.5868,744.9226,3.7724,7.33,0.2854,2.4497,1.3738,14.0761
619,0.3443,10.5935,9.49,21.9,2.1614,0.1028,2.8083,3.2503,6.4289,3.4069,746.5666,3.6506,8.17,0.262,2.9558,1.5273,13.0969
620,0.2336,10.4994,4.36,16.19,2.2046,0.0688,1.3201,2.2245,2.9162,2.5387,736.0633,3.7157,435.57,1.3206,139.1348,85.3575,65.3231
621,0.4723,9.3242,4.67,14.78,2.4907,0.1474,1.5826,5.0649,3.2327,2.3189,742.1627,4.2644,9.06,0.185,3.0312,1.7003,9.2649
622,0.2033,9.6674,5.09,13.54,1.1702,0.0664,1.6404,2.1028,3.7354,2.1657,721.0659,1.9778,8.22,0.3725,2.9957,1.5445,16.8636
623,0.4352,9.6269,5.01,17.19,3.4118,0.1332,1.6085,4.5202,3.3558,2.6813,741.5961,5.8189,9.08,1.3483,2.8292,1.702,61.5596
624,0.3093,9.7374,6.38,11.48,4.0774,0.0895,2.1428,3.1767,4.4821,1.7781,745.2466,7.0281,5.3,0.3411,1.7213,0.9842,16.4231
625,1.208,8.7181,9.83,23.01,2.0789,0.3471,2.5016,13.8558,7.1896,3.6232,739.8839,3.5077,8.08,0.3356,2.5986,1.5205,16.0712
626,0.9109,9.5734,30.22,28.4,4.147,0.2478,8.7298,9.5145,21.5805,4.4969,729.1378,7.2127,6.23,0.2627,2.2294,1.1635,12.593
627,1.0615,8.9606,3.94,19.57,2.1763,0.2979,1.2917,11.8462,2.9722,3.0984,734.7501,3.7201,8.05,0.3213,2.8487,1.5148,15.9361
628,0.2837,9.5974,4.79,14.25,2.5849,0.0953,1.9089,2.9559,3.3046,2.2578,733.2725,4.3787,8.35,0.3156,2.8652,1.5645,14.5294
629,0.9452,9.7467,4.14,14.93,3.4263,0.2571,1.3759,9.6982,2.875,2.3306,746.9045,5.8359,9.72,0.3168,3.5144,1.8297,15.2948
630,1.0228,8.9458,3.57,18.29,3.3142,0.2899,0.9961,11.4337,2.575,2.8839,730.6957,5.8106,5.22,0.1842,1.8815,0.968,11.1656
631,0.4322,9.5784,6.03,13.66,1.232,0.1344,2.0706,4.5118,4.0165,2.149,732.9061,2.139,7.45,0.3176,2.5451,1.392,15.2171
632,0.7607,10.3529,3.61,20.07,1.1218,0.2128,1.2662,7.3475,2.5934,3.175,727.603,1.894,8.89,0.4115,2.9168,1.6658,20.1086
633,1.1598,8.9822,6.93,18.52,1.3277,0.3265,1.9961,12.9126,5.1824,2.8914,748.4985,2.2343,7.17,0.1993,2.6214,1.3453,9.6361
634,0.6789,10.1819,5.51,23.5,1.8636,0.1961,1.7672,6.6675,3.9829,3.7653,723.5921,3.1928,8.9,0.3756,3.0585,1.6629,22.1989
635,1.226,8.9253,4.3,18.09,1.2906,0.3485,1.2535,13.7367,3.1185,2.8364,736.5305,2.1865,7.72,0.3563,2.78,1.4452,17.2719
636,0.8256,9.8182,4.66,20.47,2.0845,0.2245,1.429,8.4087,3.3638,3.2147,734.7764,3.5318,8.85,0.3014,3.2479,1.6515,18.9182
637,3.4031,9.7173,3.79,21.23,2.6577,1.0529,1.4043,35.0215,2.7921,3.3174,743.1864,4.4995,6.78,0.3154,2.4335,1.2639,15.0358
638,0.4629,9.6242,8.25,22.68,3.1622,0.142,2.2059,4.8095,6.0593,3.6086,731.7082,5.4069,5.93,0.164,1.9173,1.105,7.6681
639,0.408,9.5532,6.53,9.63,2.8167,0.1114,2.1229,4.2703,4.4512,1.5311,728.7162,4.8344,6,0.2947,2.2157,1.1236,12.566
640,1.1782,8.5184,6.49,22.32,2.6272,0.3401,2.4873,13.8307,4.3817,3.4956,738.7932,4.5177,6.81,0.2148,2.4342,1.2788,10.5119
641,0.3693,10.5436,9.63,11.92,3.0187,0.1075,2.5408,3.5025,6.8713,1.9077,724.7419,5.1085,9.43,0.2236,3.2845,1.7688,10.3164
642,0.1771,9.595,7.98,23.85,3.2161,0.0611,2.6124,1.8454,5.9121,3.7765,736.6612,5.408,7.38,0.2043,2.5395,1.3771,10.0313
643,0.4592,9.6397,10.91,24.65,2.1837,0.1347,4.0037,4.7638,7.9891,3.73,784.2713,3.6991,11.25,0.3431,3.6888,2.1254,16.4111
644,0.3508,10.5964,9.11,14.87,1.5826,0.1004,2.4549,3.3101,6.4681,2.3174,741.7173,2.6876,7,0.3406,2.1819,1.3033,17.0534
645,0.4459,9.703,7.23,21.19,4.4093,0.1319,2.1559,4.5953,5.1045,3.3645,729.9045,7.7376,8.49,0.1374,2.995,1.5927,6.9274
646,0.3592,9.2833,6.39,20.22,2.1503,0.1105,1.7355,3.869,4.6045,3.2826,711.145,3.6293,6.16,0.3263,2.1682,1.1517,14.1281
647,1.0996,8.816,3.97,23.34,2.5131,0.316,1.4586,12.4724,2.8411,3.6796,730.1314,4.2495,12.06,0.1271,3.9632,2.2729,6.2639
648,1.2647,8.5245,5.89,19.76,3.3354,0.3668,1.9419,14.8358,4.3722,3.0436,758.1342,5.728,10.63,0.2834,3.8436,2.0015,13.981
649,0.3088,10.5281,7.07,22.81,1.259,0.0916,2.4208,2.9335,4.9893,3.6199,728.8042,2.1941,8.52,0.3361,2.997,1.593,15.2829
650,1.2673,8.5745,6.42,21.34,4.1513,0.3618,1.9297,14.7799,4.7279,3.3366,742.2069,7.0862,9.93,0.2932,3.3856,1.8698,14.1723
651,0.3833,9.5091,3.73,18.26,2.6412,0.1232,1.2684,4.0314,2.4974,2.8577,737.9075,4.6228,11.1,0.1555,3.8501,2.0842,7.6125
652,1.1667,8.5746,7.3,19.3,3.4041,0.3387,1.9925,13.606,5.3309,3.0109,742.9911,5.8795,9.93,0.2932,3.3856,1.8698,14.1723
653,1.154,8.5737,4.21,14.01,2.0978,0.3361,1.2668,13.4596,2.9954,2.1955,736.5491,3.5406,6.23,0.2627,2.2294,1.1635,12.593
654,0.4208,9.5151,3.67,20.93,3.6805,0.1292,1.3437,4.4222,2.812,3.3115,737.5324,6.3728,8.29,0.2496,2.8098,1.552,12.4566
655,0.3415,10.1302,16.97,22.49,4.8126,0.104,4.4271,3.3708,11.9272,3.5504,731.3509,8.3232,8.49,0.1374,2.995,1.5927,6.9274
656,0.4968,10.1329,6.24,24.54,2.6915,0.1466,2.0577,4.9028,4.5915,3.8427,745.8235,4.5562,7.35,0.2537,2.5732,1.374,10.9042
657,0.2879,10.3887,5.31,17.72,3.4265,0.0873,1.5199,2.7708,3.8721,2.7671,743.6657,5.8353,8.14,0.2544,2.963,1.5301,12.3904
658,0.4729,9.6096,4.11,23.14,5.5285,0.1398,1.2425,4.9211,3.0105,3.5498,760.7962,9.8346,8.09,0.3016,2.8562,1.5131,15.0738
659,0.2668,9.8335,4.51,16.31,1.1029,0.0843,1.5997,2.7134,3.225,2.5714,730.0677,1.8739,8.22,0.3725,2.9957,1.5445,16.8636
660,0.4387,9.8325,7.71,20.75,2.1817,0.1288,2.8264,4.4615,5.3867,3.2676,735.4829,3.6623,6.95,0.2106,2.4598,1.2952,10.4125
661,1.0192,9.309,11.76,22.6,1.4724,0.2916,3.1528,10.9484,8.6829,3.5317,749.7943,2.5257,6.87,0.2207,2.4785,1.2872,9.6604
662,0.3602,9.4946,12.6,20.83,2.0761,0.1188,3.8897,3.7934,9.1604,3.3187,730.1264,3.5779,6.38,0.2772,2.4093,1.1929,13.121
663,0.3602,10.1641,4.91,13.99,3.2814,0.1257,1.7004,3.5439,3.3733,2.2172,731.7077,5.5999,7.39,0.4013,2.6867,1.3786,18.2374
664,0.4192,9.7994,8.02,16.2,1.0404,0.1217,2.2157,4.2781,5.5829,2.5823,724.7292,1.7833,5.41,0.332,1.8927,1.0039,16.1032
665,0.4694,9.9224,9.78,25.2,1.6503,0.1381,3.5184,4.7309,7.2254,3.9914,736.3095,2.8236,8.65,0.2952,2.8943,1.62,14.5292
666,0.4251,9.3821,4.48,15.1,6.3531,0.1353,1.3632,4.5311,3.2154,2.4274,715.5359,11.2887,8,0.2372,2.7908,1.5023,10.439
667,0.3614,9.9427,7.5,13.47,1.9985,0.1072,2.2416,3.6349,5.0475,2.1263,732.2055,3.4062,5.41,0.332,1.8927,1.0039,16.1032
668,0.235,9.8599,4.97,17.47,3.2242,0.0777,1.6437,2.3831,3.3934,2.7477,737.9392,5.4918,8.02,0.215,2.5875,1.5061,10.1404
669,0.374,10.5027,6.98,14.56,2.1065,0.1096,2.0836,3.5612,5.1068,2.3418,726.4588,3.5873,9.29,0.2007,3.2513,1.7505,9.9246
670,1.0132,8.4628,4.86,18.78,3.511,0.2963,1.3332,11.9728,3.427,2.9725,725.1107,6.0317,6.23,0.2627,2.2294,1.1635,12.593
671,0.3015,10.157,8.11,24.07,1.7338,0.0904,2.2386,2.9687,5.8996,3.8265,732.8516,2.9841,9.32,0.3649,3.3176,1.7496,17.9202
672,1.0902,8.5585,7.97,13.7,1.7048,0.3146,2.4122,12.7388,5.684,2.1933,726.0018,2.9187,13.35,1.138,4.0485,2.5067,41.5401
673,0.334,9.5141,4.42,18.91,1.8671,0.1145,1.5126,3.511,3.0498,2.984,735.9682,3.2343,6.83,0.3444,2.3248,1.2725,16.3417
674,1.0474,8.5946,10.24,11.65,2.0567,0.3047,2.9036,12.1867,7.4695,1.8288,740.6494,3.4898,7,0.3406,2.1819,1.3033,17.0534
675,0.6376,9.8155,6.77,12.29,3.4378,0.1808,1.6437,6.4962,4.8518,1.9264,735.9788,5.9019,6.23,0.2627,2.2294,1.1635,12.593
676,1,9.3405,12.26,17.94,1.3896,0.2882,3.3176,10.7062,9.0795,2.846,737.4039,2.3583,8.89,0.4115,2.9168,1.6658,20.1086
677,0.3723,9.4312,5.11,18.74,3.4305,0.1124,1.4804,3.9475,3.7211,2.9377,738.4955,5.854,7.94,0.1953,2.9632,1.4867,9.2055
678,0.3445,9.7267,10.03,13.63,3.1136,0.1013,2.8525,3.5414,7.2242,2.1853,726.1172,5.5064,8.21,0.2377,3.0013,1.5463,11.0948
679,0.5036,9.9707,11.28,24.2,3.9317,0.1485,3.3885,5.0506,8.1083,3.8265,734.3983,6.7855,435.26,1.2877,156.8581,89.2616,55.0978
680,0.2938,10.3699,5.3,21,3.3473,0.0889,1.7309,2.8328,3.6866,3.3095,737.0927,5.7362,8.1,0.3089,2.7176,1.5213,13.8179
681,0.5053,9.4588,5.68,16.85,3.7953,0.1483,1.9114,5.342,4.0162,2.6544,729.3026,6.6506,5.22,0.1842,1.8815,0.968,11.1656
682,0.6355,10.0717,4.19,18.3,2.0046,0.1794,1.3458,6.3094,3.0292,2.868,736.8239,3.3969,7.36,0.1824,2.6955,1.375,10.7416
683,0.5305,9.8386,5.98,12.76,1.0895,0.1494,1.9029,5.392,4.2692,2.0415,725.3815,1.8561,7.15,0.2644,2.5265,1.3336,11.84
684,0.9419,9.5805,6.78,17.76,3.8921,0.2532,2.0709,9.8312,4.682,2.7902,739.6889,6.6213,7.43,0.197,2.4935,1.3875,9.1166
685,0.6186,9.7841,4.73,13.66,3.4608,0.1717,1.6451,6.3228,3.2635,2.138,747.3574,5.9512,11.3,0.2669,3.7554,2.1338,13.0173
686,0.2854,9.882,4.62,19.44,3.746,0.0886,1.3578,2.8878,3.4497,3.0883,729.584,6.4804,11.25,0.3431,3.6888,2.1254,16.4111
687,0.4533,10.1293,8.19,26.61,1.3957,0.1289,2.5016,4.475,6.0352,4.2302,733.7927,2.3848,9.1,0.2226,3.25,1.7031,11.3951
688,0.4387,9.8614,6.81,12.72,3.9687,0.1309,2.2168,4.4486,5.0577,1.9806,747.4841,6.7791,8.78,0.3384,3.0754,1.6449,16.4274
689,0.4774,9.3832,3.81,19.66,3.1768,0.1418,1.0982,5.0879,2.6609,3.1279,725.0807,5.5291,9.3701,0.4057,3.3101,1.7609,17.3695
690,0.9837,8.9854,3.49,23.72,3.6274,0.2852,1.08,10.9474,2.5137,3.7219,736.662,6.2959,8.22,0.3725,2.9957,1.5445,16.8636
691,0.5825,10.004,8.54,20.47,1.948,0.163,2.9911,5.8223,6.2279,3.2471,734.3314,3.3153,8.98,0.2204,3.0988,1.6856,10.1098
692,0.6457,9.7464,5.51,14.29,1.4247,0.1898,1.6629,6.6254,3.8946,2.2759,728.6014,2.41,10.55,0.2194,3.764,1.9876,10.5987
693,0.4772,9.3646,5.72,13.22,3.8642,0.1393,1.7028,5.0954,4.0451,2.0586,743.641,6.6843,7,0.3406,2.1819,1.3033,17.0534
694,0.4655,10.4756,9.45,15.25,2.4653,0.1345,2.5874,4.4441,6.7929,2.4498,725.4413,4.1625,13.35,1.138,4.0485,2.5067,41.5401
695,1.0597,8.7153,5.86,24.54,3.3072,0.3078,2.0885,12.1596,4.5036,3.9,734.9217,5.6468,8.05,0.3213,2.8487,1.5148,15.9361
696,1.2501,8.4896,5.9,19.92,3.0598,0.3552,1.627,14.7249,4.4259,3.0711,759.8287,5.123,8.09,0.3016,2.8562,1.5131,15.0738
697,0.4289,9.3172,4.99,15.2,3.9143,0.1257,1.2944,4.6034,3.6077,2.4517,712.6457,6.7443,8.98,0.2204,3.0988,1.6856,10.1098
698,1.1219,8.4169,8.88,23.92,10.2213,0.3284,2.8135,13.3294,6.3754,3.8173,727.6497,18.8938,8.49,0.1374,2.995,1.5927,6.9274
699,0.4997,8.9392,7.89,18.44,2.2682,0.1458,2.3257,5.5904,5.5265,2.9137,731.4466,3.8194,8.08,0.3356,2.5986,1.5205,16.0712
700,0.3521,10.2978,7.62,14.53,1.6786,0.1029,2.5104,3.4193,5.5204,2.2813,738.9656,2.8642,9.19,0.1814,2.8996,1.7311,8.539
701,0.5376,9.3337,4.76,18.02,2.2059,0.1557,1.5998,5.7598,3.3642,2.7723,765.7014,3.7523,5.3,0.3411,1.7213,0.9842,16.4231
702,0.6744,9.7444,3.28,20.44,2.0982,0.1967,1.0629,6.921,2.5465,3.2292,741.4395,3.5318,6.08,0.3579,2.091,1.1395,17.5289
703,0.2898,10.7802,4.75,12.07,1.1712,0.0872,1.5073,2.6879,3.2955,1.9219,725.3037,2.0017,4.94,0.2341,1.6785,0.9182,11.6871
704,0.4857,9.2292,6.67,16.79,1.9269,0.1431,1.9098,5.2627,4.9254,2.6746,725.985,3.3122,8.05,0.3213,2.8487,1.5148,15.9361
705,0.3167,10.2346,11.82,15.37,3.5584,0.0926,2.908,3.094,8.2521,2.4515,724.1923,6.1287,5.3,0.3411,1.7213,0.9842,16.4231
706,1.233,8.5913,5.25,15.82,2.137,0.3514,1.4881,14.3512,3.7107,2.471,739.6365,3.6976,7,0.3406,2.1819,1.3033,17.0534
707,0.495,9.4576,6.86,21.09,1.4503,0.1438,2.0648,5.2338,4.7873,3.3278,732.9717,2.463,8.49,0.1374,2.995,1.5927,6.9274
708,0.4863,9.5805,6.3,16.43,3.0082,0.1435,1.8699,5.0757,4.1468,2.5883,729.3486,5.0486,8.05,0.3213,2.8487,1.5148,15.9361
709,0.2988,10.7071,10.31,21.86,2.9378,0.0872,2.7996,2.7903,7.4395,3.476,729.9814,4.977,11.25,0.3431,3.6888,2.1254,16.4111
710,0.4371,9.5258,9.06,22.55,1.1642,0.1291,2.867,4.5883,6.7662,3.5853,734.3434,1.9885,8.49,0.1374,2.995,1.5927,6.9274
711,0.4931,9.2755,3.56,19.27,1.4034,0.1415,1.12,5.3156,2.5673,3.0283,734.083,2.3707,8.89,0.4115,2.9168,1.6658,20.1086
712,0.4851,9.1388,4.45,16.8,1.2486,0.1414,1.3509,5.308,3.102,2.6544,737.6084,2.1524,9.93,0.2932,3.3856,1.8698,14.1723
713,0.4071,10.5357,8.19,21.5,3.7365,0.1171,2.4222,3.8644,6.0764,3.4389,729.2001,6.4562,10.71,0.3156,3.5321,2.0171,14.9177
714,0.4892,8.974,5.97,14.48,2.2456,0.1409,1.9473,5.4508,4.2016,2.3027,728.7723,3.7996,7.02,0.1694,2.5787,1.3108,8.5456
715,0.4786,9.0234,8.18,21.13,4.2343,0.1396,2.5965,5.3041,5.9058,3.3772,728.266,7.0563,9.19,0.1814,2.8996,1.7311,8.539
716,0.4239,10.6184,5.76,12.66,1.8769,0.1226,1.8025,3.992,3.9578,2.0098,727.0501,3.2002,10.46,0.1822,3.25,1.9554,8.6736
717,0.4197,9.4327,2.6,19.27,1.8083,0.124,0.8987,4.4493,1.9444,3.0119,746.816,3.0947,7.58,0.271,2.7054,1.422,13.1615
718,0.7431,9.3692,4.29,18.5,2.1981,0.2152,1.1935,7.9314,3.1144,2.8967,737.9799,3.896,9.93,0.2932,3.3856,1.8698,14.1723
719,0.5737,9.7207,6.87,16.13,2.0309,0.1636,2.0674,5.9019,4.7228,2.5385,736.9458,3.4355,10.23,0.2964,3.6914,1.9195,15.375
720,1.1676,9.0208,6.98,14.63,1.8178,0.3385,1.8954,12.9437,5.0522,2.3468,726.5088,3.0777,4.94,0.2341,1.6785,0.9182,11.6871
721,0.4966,9.4019,6.68,12.77,4.6218,0.1468,1.876,5.2816,4.6792,2.0453,720.5957,7.7758,7.02,0.1694,2.5787,1.3108,8.5456
