,F152,F153,F159,F16,F185,F187,F198,F200,F201,F21,F252,F26,F273,F287,F319,F32,F321,F33,F334,F337,F34,F35,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F524,F572,F573,F574,F576,F577
295,1.1152,0.0253,401,9.6448,7.06,6.65,0.459,15,9.87,-5143.5,5.0344,1.9975,29.201,0.3267,5.1048,86.3239,2.5331,9.5642,0.1595,2.9013,50.3645,63.9038,117.5064,1.5899,0.9231,4.294,24.0366,11.5631,2.649,5.2178,1.0362,747.6613,4.4466,4.5617,43.4972,23.8203,8.5615,7.06,0.5551,2.5601,1.34,23.7686
296,0.4563,0.0226,219,10.2072,11.12,22.94,0.213,9.38,3.52,-6483.75,2.4412,1.8942,19.9141,0.1341,9.5327,85.0841,3.7014,8.6406,0.0617,1.1787,50.0757,63.7959,118.563,1.5611,1.5939,2.5,32.4437,4.4708,2.3645,7.9657,3.7111,712.4365,2.0567,7.5496,27.2251,16.6131,4.1433,10.44,0.27,3.6356,1.9678,10.7489
297,0.3777,0.0161,361,10.6552,13.76,20.57,0.271,21.02,7.91,-6338.75,2.8618,1.8965,19.2121,0.1137,9.8556,86.0209,3.7881,9.2328,0.0784,2.4154,50.3586,63.7799,117.7358,1.3714,1.3366,2.3881,7.4461,3.5447,1.6655,10.1579,3.3032,721.9575,2.4896,8.0763,14.7285,14.0901,4.8548,9.5,0.2715,3.2807,1.8062,11.2731
298,1.1349,0.0244,1444,8.0367,9.56,23.29,0.238,13.68,5.7,-5486.25,4.3927,1.994,24.3718,0.345,8.8142,85.564,2.9397,9.7484,0.0783,1.687,50.0781,63.7678,118.244,0.8396,0.9231,3.4346,31.3378,14.1216,2.5527,7.1262,3.7866,716.1579,2.2783,6.6335,31.7735,15.5441,7.908,8.26,0.3934,2.8522,1.549,15.5451
299,0.3101,0.0055,286,10.0893,15.58,21.03,0.189,17.62,5.51,-6463.25,3.2656,1.8912,24.3718,0.1122,10.319,84.742,4.2575,9.2291,0.0611,1.5489,50.4582,64.3409,118.0744,0.8396,1.234261127,3.4346,31.3378,3.0739,0.5652,11.692,3.3934,723.1896,1.8489,10.5323,18.4316,12.5411,5.523,8.65,0.1435,3.1242,1.614,7.508
300,0.494,0.0195,722,9.8943,3.43,19.52,0.349,23.8,2.98,-5398.5,2.4796,2.039,19.4284,0.1422,8.8135,86.3416,0.9884,9.219,0.1155,0.9286,50.5347,64.0969,117.4196,1.6025,1.2963,2.8014,20.2551,4.9925,2.0216,2.4506,3.1513,716.0915,3.3131,6.416,14.0371,63.2242,4.2669,9.5,0.2715,3.2807,1.8062,11.2731
301,0.3932,0.007,436,9.8492,6.76,13.66,0.366,27.96,4.22,-6294.25,4.9142,1.8905,19.0836,0.1213,8.4406,85.1712,1.9466,8.5405,0.1012,1.4516,50.2488,64.1314,118.4904,0.7679,0.9045,2.4482,8.4061,3.9924,0.7148,4.7123,2.2104,711.3808,3.4466,8.0961,19.8329,23.8072,8.4011,8.21,0.245,3.0908,1.542,10.3822
302,0.4675,0.0162,303,9.8914,3.92,19.51,0.189,16.57,6.59,-6380,2.138,1.9027,20.7648,0.1349,9.0519,85.2666,1.5004,9.2433,0.0638,1.9167,50.4042,64.0385,117.422,1.4292,0.9045,2.5324,25.5162,4.7261,1.6653,2.65,3.1584,706.2091,1.7327,6.9525,26.7932,5.6207,3.5652,129.12,0.6282,60.6945,38.896,26.5023
303,0.6624,0.0238,620,10.2875,5.23,23.82,0.312,27.17,4.91,-6205,2.9014,1.8885,23.7238,0.1935,10.3383,85.1817,1.6507,8.6211,0.0949,1.18,50.2667,63.9846,118.4106,0.901,0.9045,3.5827,27.7575,6.439,2.4842,3.6386,3.7188,737.9322,2.9471,7.0435,21.1752,12.6624,4.9368,12.4,0.1699,4.2715,2.3384,7.3462
304,0.6939,0.0127,2467,10.3532,6.57,19.02,0.278,21.9,6.18,-6349,2.9298,2.0055,19.9141,0.2032,9.441,84.9334,1.9538,8.5459,0.0873,1.6402,50.4349,64.1179,118.4652,1.5611,0.9045,2.5,32.4437,6.702,1.3064,4.5451,3.0073,726.2395,2.6737,8.2537,34.1272,28.4292,5.0446,8.43,0.3138,3.0589,1.5787,13.589
305,0.7833,0.018,355,9.8178,6.83,18.1,0.125,17.95,10.94,-6237.25,3.6489,1.8985,19.0836,0.211,8.6219,84.533,2.6608,8.872,0.0413,3.6748,50.3074,64.1215,118.0124,0.7679,0.9045,2.4482,8.4061,7.9786,1.8717,4.5966,2.9165,708.4602,1.1258,14.0747,24.0456,15.869,6.1562,7.35,0.3731,2.563,1.3749,15.8567
306,0.7052,0.0221,974,10.2545,7.89,19.23,0.214,13.86,4.79,-5523.75,2.8365,1.997,20.7648,0.2075,9.4058,86.106,2.3763,8.7879,0.0759,1.5431,49.9276,63.9266,117.7078,1.4292,0.9045,2.5324,25.5162,6.8774,2.3045,5.5939,3.0893,719.799,2.0398,5.4159,29.6613,19.937,4.842,9.48,0.3483,3.4009,1.7796,20.5733
307,0.6742,0.0069,1106,9.7682,16.71,10.13,0.619,13.97,14.83,-5418,2.0218,1.9828,29.201,0.1958,5.8709,85.3625,5.5213,8.5952,0.218,4.4283,50.3491,64.0145,118.227,1.5899,0.9045,4.294,24.0366,6.9018,0.7137,12.3078,1.5652,757.9735,6.0135,7.3087,54.3506,17.7641,3.4046,8.35,0.3425,2.5471,1.5618,14.6437
308,0.4102,0.0059,370,9.7363,7.12,23.69,0.329,19.3,6.03,-5255.75,3.6145,2.0223,29.201,0.1236,9.445,85.5361,2.352,8.536,0.1037,1.8461,50.3421,63.9167,118.4394,1.5899,0.9045,4.294,24.0366,4.2128,0.6021,5.2624,3.8645,714.4248,3.1217,8.2812,14.8104,17.2292,6.0336,11.78,0.2684,3.9233,2.2072,14.1308
309,0.2219,0.0061,518,10.1713,14.22,10,0.552,10.39,10.95,-6406.25,2.5935,1.8885,17.9394,0.0822,4.9354,85.1712,4.4101,8.5405,0.163,2.9671,50.2488,64.1314,118.4904,0.7367,1.3597,2.1618,13.0099,2.1812,0.6224,10.3152,1.5437,756.5746,5.1954,3.0971,25.1766,7.7212,4.3914,8.37,0.4917,2.8866,1.5685,22.2006
310,0.6467,0.021,436,9.0528,3.86,17.51,0.205,24.56,3.47,-6314,2.2361,1.8807,29.201,0.1924,8.5666,85.1817,1.2291,8.6211,0.0765,1.0743,50.2667,63.9846,118.4106,1.5899,0.9231,4.294,24.0366,7.1438,2.1849,2.6737,2.8244,712.7024,1.9483,4.9399,19.798,26.2429,3.8238,9.78,0.4203,3.3796,1.8308,18.423
311,0.8608,0.0178,779,9.7517,10.27,17.31,0.222,18.93,4.59,-5745,2.6764,1.969,29.201,0.253,9.3868,87.4809,2.802,8.6829,0.0557,1.5912,59.7711,79.2786,133.3898,1.5899,0.9889,4.294,24.0366,8.827,1.8366,7.0465,2.7618,719.0644,2.0993,7.2018,21.9815,8.0635,4.6374,10.08,0.3476,3.504,1.8978,15.0301
312,0.5055,0.0217,396,9.3149,7.99,17.86,0.249,17.56,8.2,-6470,2.3064,1.8868,23.7238,0.1523,9.0224,85.564,2.5323,9.7484,0.0952,2.6233,50.0781,63.7678,118.244,0.901,1.076,3.5827,27.7575,5.4273,2.2697,5.587,2.8649,718.9511,2.3013,9.2737,21.7808,14.7358,4.2029,6.79,0.4113,2.403,1.2711,16.2458
313,0.3162,0.0228,1841,8.7,6.66,11.01,0.773,17.12,13.01,-5324,3.9065,2.0208,23.7238,0.1082,5.1863,92.072,2.0813,8.9416,0.2429,3.6513,59.3488,78.254,132.5378,0.901,1.076,3.5827,27.7575,3.6348,2.3801,4.8123,1.7001,754.5664,7.5909,4.7939,47.1286,20.4062,6.4946,7.3,0.1571,2.2672,1.3624,7.4895
314,0.3833,0.0234,608,10.1811,7.41,23.71,0.18,19.39,7.85,-5613.5,4.9453,1.9855,19.8332,0.1182,10.6637,83.8879,2.2567,9.1757,0.0576,2.1368,50.4244,64.3159,118.2554,1.5925,1.076,2.7496,28.2114,3.7644,2.448,5.1672,3.7287,732.3237,1.6413,9.8263,13.0793,11.7703,8.4661,9.62,0.4845,3.4163,1.8104,21.0919
315,0.2185,0.0204,486,9.7119,6.43,15.59,0.278,18.04,2.96,-6312.25,2.0357,1.8965,19.8332,0.0726,8.5557,85.482,1.8722,9.3998,0.0768,0.9556,50.4069,64.2033,118.3028,1.5925,1.076,2.7496,28.2114,2.2503,2.1254,4.3786,2.5207,708.2074,2.6166,5.8494,25.8454,35.0417,3.4218,8.38,0.1945,3.0096,1.5764,8.0031
316,0.4084,0.0044,749,9.9824,8.12,17.1,0.607,20.2,4.75,-5516.75,3.5672,1.9828,24.3718,0.1566,9.9311,84.7529,2.3126,9.0622,0.2208,1.5973,50.4373,64.2906,118.1142,0.8396,1.3597,3.4346,31.3378,4.091,0.454,5.5994,2.6799,733.8695,5.9833,8.7575,37.5554,29.4104,6.0445,7.55,0.44,2.7336,1.4129,18.5733
317,0.3676,0.0232,487,10.1841,9.62,20.01,0.297,18.28,4.26,-5411.25,2.7536,1.9995,18.3784,0.111,9.2578,86.3857,2.4747,8.8513,0.1052,1.6382,50.1431,63.7749,118.0906,1.3886,1.5939,2.4074,8.705,3.6098,2.4264,7.2194,3.2358,720.2223,2.8767,9.1776,23.1151,17.964,4.7708,6.3,0.2759,2.1787,1.1763,15.6663
318,1.0274,0.0079,505,10.9594,10.23,24.04,0.416,14.63,6.57,-5194,5.046,2.005,19.9141,0.2854,10.7059,92.072,3.3025,8.9416,0.1309,2.0131,59.3488,78.254,132.5378,1.5611,1.325,2.5,32.4437,9.3742,0.8101,7.3995,3.7992,730.4641,4.0346,10.7528,46.0699,18.6758,8.6384,6.62,0.3094,2.3899,1.2376,12.5306
319,0.401,0.0141,583,10.4318,7.32,22.34,0.397,16.37,5.01,-5742.25,2.2137,2.0143,18.6343,0.1188,9.9001,84.8399,2.1844,8.5266,0.1138,1.3741,50.2925,64.0317,117.918,1.399,0.9231,2.2605,11.0639,3.8445,1.4487,5.4009,3.6043,720.3876,3.8316,8.4732,18.4898,8.8421,3.77,6.3,0.2759,2.1787,1.1763,15.6663
320,0.6897,0.0103,515,10.7265,5.06,18.99,0.263,13.93,3.72,-6253.5,2.4925,1.8887,19.8332,0.1965,9.5783,84.3575,1.454,8.531,0.0715,1.2465,50.4338,64.2467,117.9108,1.5925,1.0342,2.7496,28.2114,6.43,1.053,3.5384,3.0466,717.782,2.5076,7.123,26.7459,22.8856,4.2776,277.11,0.7443,99.8394,57.6677,29.8367
321,0.8938,0.0193,1359,9.9765,5.51,12.72,0.919,14.05,10.95,-5387.5,2.6972,1.9928,19.8332,0.2394,4.8072,85.564,2.1985,9.7484,0.2815,3.3783,50.0781,63.7678,118.244,1.5925,1.0342,2.7496,28.2114,8.9591,2.0131,4.0137,1.9784,745.0674,9.1025,3.6611,48.8546,9.6257,4.5976,286.82,0.5586,91.9336,90.4235,22.304
322,0.6429,0.0213,340,10.347,7.51,18.43,0.417,16.73,5.32,-5394.75,3.6415,2.043,23.7238,0.1903,9.2387,92.072,2.0787,8.9416,0.1135,1.6461,59.3488,78.254,132.5378,0.901,1.325,3.5827,27.7575,6.2134,2.2218,5.3641,2.9435,724.5173,4.1254,7.8375,23.7684,30.5192,6.0794,11.24,0.2313,3.699,2.1132,11.1236
323,0.9088,0.0058,681,10.2695,12.24,7.57,0.519,18.54,8.14,-5033,2.2659,1.98,23.7238,0.2488,5.1674,85.1817,3.6406,8.6211,0.1572,2.1187,50.2667,63.9846,118.4106,0.901,1.0342,3.5827,27.7575,8.8494,0.5952,8.8848,1.1865,742.8003,4.8865,7.9564,27.8029,15.2723,4.1301,10.32,0.5133,3.578,1.9425,21.4982
324,0.7766,0.0196,250,10.0418,9.3,19.51,0.276,15.03,4.22,-6404.5,4.9464,1.889,19.9141,0.2092,10.3833,84.87,2.5406,9.4832,0.0735,1.3582,50.381,64.23,118.205,1.5611,1.0342,2.5,32.4437,7.7337,2.0412,6.3261,3.1533,707.7568,2.6043,6.9881,43.7574,39.2956,8.4334,10.26,0.3655,3.6355,1.9287,15.35
325,0.7811,0.0176,1038,10.5027,8.12,16.2,0.585,20,9.68,-5407.75,2.4925,1.9992,14.868,0.2278,9.2771,85.5528,2.1418,8.9546,0.1668,2.6434,50.458,64.1864,118.6376,1.5119,0.9168,1.8548,34.3599,7.4375,1.8176,5.8003,2.5882,724.2239,5.6217,10.5904,51.3105,48.0854,4.2384,8.61,0.319,3.1079,1.6137,13.5931
326,0.2949,0.0168,588,9.6599,9.58,18.46,0.302,17.75,4.86,-6390,2.7678,1.8872,18.4995,0.1,9.4814,84.3575,3.1288,8.531,0.0833,1.6169,50.4338,64.2467,117.9108,1.3101,1.3342,2.1311,14.8011,3.0529,1.7394,6.7669,2.9238,730.7454,2.9024,7.2011,20.4065,20.7864,4.7356,9.3,0.2149,3.285,1.741,12.1012
327,0.8315,0.0198,327,10.2399,9.1,19,0.26,8.77,5.42,-6383.75,3.6717,1.8925,23.7238,0.2272,9.1487,85.6608,3.1734,9.5713,0.0827,1.6847,50.3999,64.1016,118.0156,0.901,1.0342,3.5827,27.7575,8.12,2.0544,6.6388,3.0713,717.304,2.5156,4.935,40.238,25.5496,6.2135,10.89,0.2317,3.9933,2.0471,12.4884
328,3.7461,0.0058,916,8.876,8.89,30.11,0.247,15.91,4.39,-6280.75,4.1118,1.8598,18.5915,1.3003,9.7086,85.2626,3.0684,8.4092,0.0783,1.4342,50.4562,64.2111,118.4666,1.3076,1.076,2.4966,24.3052,42.2047,0.6011,6.5331,4.8559,720.1285,2.3773,6.7865,18.7335,6.4236,7.0439,8.92,0.3104,3.0908,1.6664,17.177
329,0.6715,0.0078,1992,9.2068,7.67,23.1,1.017,12.91,3.99,-5624.25,3.41,2.003,22.5539,0.2018,10.8019,85.2764,2.7813,8.7219,0.2561,1.3172,50.1373,63.8842,118.534,1.4633,1.7372,3.2967,42.5434,7.2934,0.7974,5.4401,3.6489,734.1916,9.9432,9.9102,21.8458,22.651,5.8989,7.18,0.3327,2.3938,1.3438,13.4813
330,0.9891,0.0215,663,9.889,6.54,25.05,0.115,18.93,5.29,-6266.25,3.3615,1.8815,19.0207,0.2651,10.6399,85.1817,2.1732,8.6211,0.0361,1.5478,50.2667,63.9846,118.4106,1.3168,1.7874,2.5755,11.2896,10.0015,2.2394,4.4554,3.8709,743.8517,1.1061,7.1245,32.5983,19.2638,5.683,12.66,0.2022,4.0334,2.3845,8.4705
331,0.9184,0.006,341,12.805,6.81,18.13,0.434,22.2,6.87,-5469.5,3.4993,1.9905,17.7343,0.3248,9.3587,84.8399,2.0266,8.5266,0.121,1.9982,50.2925,64.0317,117.918,0.7665,1.1454,2.2097,4.1623,7.1725,0.6104,4.8047,2.8917,724.2179,4.1956,7.1375,40.4093,8.6938,6.0138,6.8,0.2055,2.3023,1.2656,9.8177
332,0.6375,0.0189,455,10.4208,7.88,15.53,0.153,10.52,6.31,-6308.75,3.5482,1.881,19.8332,0.1841,8.9081,85.1712,2.3615,8.5405,0.0436,1.907,50.2488,64.1314,118.4904,1.5925,1.325,2.7496,28.2114,6.1172,1.9645,5.3201,2.4988,710.2843,1.3945,5.8483,19.0855,21.8166,5.9183,9.27,0.2948,3.1526,1.7377,12.7323
333,0.3749,0.0045,542,10.4705,8.03,20.53,0.264,17.44,4.79,-6395.5,1.9729,1.895,18.4305,0.1139,9.4115,86.4863,2.6243,8.828,0.0791,1.7047,50.2667,63.9349,118.039,1.4053,0.6222,2.4725,31.183,3.5805,0.4635,5.7483,3.3336,709.7834,2.4929,7.5118,35.8549,15.9791,3.3681,10.24,0.1243,3.5111,1.9228,5.7281
334,0.3913,0.0054,510,10.4654,8.97,19.91,0.3,17.17,5.49,-6326.25,4.9817,1.8962,19.9141,0.1146,9.0052,84.3575,2.5282,8.531,0.0857,1.9277,50.4338,64.2467,117.9108,1.5611,1.7874,2.5,32.4437,3.7389,0.547,6.2675,3.1755,721.9931,2.9002,7.6879,30.2437,13.8145,8.4733,8.98,0.1636,3.2613,1.6791,7.6092
335,6.2782,0.0218,241,5.5709,8.76,19.06,0.114,15.45,8.56,-6439,2.4864,1.8685,18.5915,1.9202,10.6012,84.7297,2.4724,8.5177,0.0453,2.3899,50.4695,64.1615,118.2112,1.3076,1.1454,2.4966,24.3052,112.6963,2.2773,5.9458,2.9827,731.6436,1.0365,6.5088,21.6308,16.6973,4.2897,280.66,0.4971,112.5998,57.5986,20.0978
336,0.951,0.0229,1038.568206,9.487,6.98,19.36,0.161,20.29,10.28,-5660.016346,3.166,1.909502806,19.0836,0.2829,9.4097,86.106,2.0405,8.7879,0.0433,3.5775,49.9276,63.9266,117.7078,0.7679,0.8411,2.4482,8.4061,10.024,2.3928,4.814,3.131,709.2932,1.4477,14.5949,21.2374,13.4498,5.6215,8.42,0.3121,2.9466,1.5773,13.3646
337,0.6973,0.0066,363,9.2115,10.04,23.84,0.268,12.93,5.99,-6316.5,4.0325,1.907,17.7074,0.2081,9.6563,86.8866,3.2946,8.8505,0.0791,2.0973,50.4036,64.0557,118.808,0.974,1.7372,2.3757,20.2645,7.57,0.6813,7.3359,3.8611,717.7044,2.5758,5.3348,36.1176,35.9214,6.7959,4.92,0.2724,1.7884,0.9188,11.1997
338,0.6396,0.0082,660,9.31,10.35,24.87,0.178,19.73,6.06,-6214.5,2.5289,1.8953,17.7074,0.1901,9.1489,86.8866,3.616,8.8505,0.06,1.635,50.4036,64.0557,118.808,0.974,1.7372,2.3757,20.2645,6.8703,0.8476,7.4283,4.0278,715.3495,1.6594,5.8231,22.5086,12.0191,4.3496,8.21,0.3867,2.7953,1.5347,16.3153
339,0.6832,0.0089,767,9.2947,4.62,20.43,0.262,15.6,2.85,-6330,2.9078,1.8962,17.7074,0.2034,8.8338,86.8866,1.3731,8.8505,0.0774,1.0915,50.4036,64.0557,118.808,0.974,1.7372,2.3757,20.2645,7.3501,0.9192,3.209,3.2867,714.8102,2.5,6.8116,30.6968,36.4926,5.2475,8.49,0.36,2.8977,1.587,14.9841
340,5.7154,0.0217,454,9.332,10.25,22.3,0.182,10.53,6.24,-6224.75,3.0612,1.898,18.6343,1.7732,8.7063,85.2626,2.966,8.4092,0.0539,2.205,50.4562,64.2111,118.4666,1.399,1.076,2.2605,11.0639,61.2451,2.2649,7.6388,3.6114,717.2208,1.7514,6.9089,30.8785,7.967,5.2786,8.65,0.1435,3.1242,1.614,7.508
341,0.4072,0.0087,940,10.5248,6.58,18.13,0.304,20.16,4.8,-5504.25,3.846,2.011,19.0207,0.1205,9.0318,84.9798,1.8372,8.3754,0.0935,1.4007,50.2413,63.8874,118.0962,1.3168,0.6222,2.5755,11.2896,3.8691,0.896,4.5788,2.9403,709.2379,2.8052,6.5022,25.1984,11.3577,6.4005,12.88,0.5922,4.1417,3.3984,25.3557
342,0.5032,0.0054,397,9.6721,10.44,24.6,0.421,20.84,6.94,-6420.25,2.8638,1.8688,22.7433,0.1475,9.4013,84.742,3.309,9.2291,0.1207,2.2228,50.4582,64.3409,118.0744,0.8579,1.4555,3.1785,46.1964,5.2028,0.5565,7.6471,3.9622,720.8593,4,9.2906,28.4311,11.5001,4.9524,7.84,0.3613,2.7259,1.4721,14.3214
343,0.4027,0.0057,491,9.9876,7.75,21.45,0.354,19.56,5.37,-5300.5,2.3502,1.998,18.6343,0.1159,9.8524,84.8399,2.3543,8.5266,0.0872,1.5218,50.2925,64.0317,117.918,1.399,0.9889,2.2605,11.0639,4.0316,0.5812,5.3451,3.3853,726.9394,3.3866,6.7208,25.2451,11.8747,4.0027,8.65,0.1435,3.1242,1.614,7.508
344,1.0018,0.0216,2198,9.7597,14.33,12.07,0.53,19.9,9.35,-6124.75,2.7553,2.009,19.0207,0.2706,5.0748,85.3625,4.1725,8.5952,0.1618,3.0607,50.3491,64.0145,118.227,1.3168,1.7874,2.5755,11.2896,10.2644,2.2587,10.463,1.8813,747.2375,5.1208,7.4149,25.4732,37.4547,4.7493,10.44,0.4549,3.3998,1.9655,19.0018
345,1.2359,0.0201,480,10.0168,5.52,24.23,0.772,27.45,11.34,-5558.25,2.8656,1.9945,14.868,0.3342,10.3879,85.1669,1.7913,8.3324,0.2264,3.5849,50.4421,64.154,118.4616,1.5119,1.7874,1.8548,34.3599,12.3387,2.0904,4.2683,3.812,754.9341,7.7536,12.9804,42.975,10.952,4.9394,10.7,0.3286,3.4023,2.0053,14.4794
346,0.5035,0.0075,3388,9.3764,9.77,24,0.552,18.19,4.66,-5750.5,2.8057,1.8967,17.7074,0.1777,10.877,85.2764,2.78,8.7219,0.1556,1.7214,50.1373,63.8842,118.534,0.974,1.6071,2.3757,20.2645,5.3704,0.7741,6.8749,3.7856,734.4429,5.341,8.3664,25.7183,32.4383,4.6889,10.56,0.4457,3.6489,1.9901,18.1111
347,1.118,0.0191,668,9.9238,6,16.23,0.299,22.29,2.04,-5307.75,2.8376,1.9943,23.7238,0.3011,9.5189,85.0856,1.9822,8.6324,0.0811,0.75,50.0906,64.1658,117.802,0.901,1.7874,3.5827,27.7575,11.2657,1.9957,4.044,2.6032,712.7353,2.8233,6.8859,27.3264,22.6702,4.8068,152.87,1.4024,51.7939,42.3739,58.6845
348,0.866,0.0226,376,9.8412,6.6,10.97,0.533,17.68,11.93,-6367,2.6678,1.9023,24.3718,0.2521,5.5484,84.742,2.2182,9.2291,0.1971,3.5031,50.4582,64.3409,118.0744,0.8396,0.9889,3.4346,31.3378,8.7998,2.3536,4.6933,1.6646,770.7238,5.2403,7.4026,48.4643,15.7562,4.6286,10.03,0.1762,3.3391,1.8749,9.3484
349,0.8847,0.0189,691,9.9346,13.71,20.33,0.314,20.79,5.97,-5433,3.5558,1.9888,19.7183,0.2415,10.3026,84.7228,3.5925,9.5689,0.0956,1.6523,50.4579,64.0806,117.4208,0.9374,1.7874,2.6606,23.0148,8.9056,1.9706,9.7093,3.2525,721.8082,3.0056,6.7688,26.5119,10.5213,6.0268,272.41,0.2813,81.6568,53.5949,13.5991
350,0.2958,0.0178,698,10.0567,7.06,22.03,0.749,20.32,6.23,-5635,3.2535,2.0017,17.5459,0.1077,9.7588,86.3857,1.7933,8.8513,0.2425,1.8492,50.1431,63.7749,118.0906,1.439,0.9889,2.0778,7.9778,2.9414,1.8384,5.1409,3.5021,730.5374,7.5007,6.7919,29.859,18.4703,5.4896,9.02,0.1652,2.9018,1.6825,7.9513
351,0.8428,0.0079,672,9.236,5.8,21.25,0.289,21.17,3.95,-5222.5,3.3341,2.0017,19.8332,0.2404,9.1262,85.564,1.5242,9.7484,0.0936,1.3223,50.0781,63.7678,118.244,1.5925,1.6678,2.7496,28.2114,9.1249,0.8075,4.2991,3.3936,732.7166,2.6837,7.7068,16.0051,38.0473,5.7851,11.54,0.4945,4.001,2.1791,20.7173
352,0.5006,0.0182,195,9.702,4.31,21.44,0.26,19.42,5.45,-6310.5,2.7292,1.9007,17.7343,0.1462,9.3553,86.3857,1.3187,8.8513,0.0763,1.9063,50.1431,63.7749,118.0906,0.7665,1.076,2.2097,4.1623,5.1602,1.8924,2.9936,3.4437,718.1155,2.4796,7.9478,33.772,9.2405,4.6842,9.33,0.1854,3.3165,1.7457,7.612
353,0.4979,0.0068,303,10.614,15.44,19.43,0.282,14.88,4.28,-6378.5,2.48,1.9005,17.7343,0.1463,9.1325,84.742,4.0027,9.2291,0.1013,1.3055,50.4582,64.3409,118.0744,0.7665,0.9168,2.2097,4.1623,4.6909,0.7009,11.2999,3.1287,722.6021,2.7666,7.5526,23.5742,13.7185,4.2761,8.65,0.1435,3.1242,1.614,7.508
354,0.5789,0.021,582,10.1388,8.64,16.34,0.38,19.29,5.46,-6401.25,4.7453,1.889,19.3948,0.1665,9.0472,84.87,2.7966,9.4832,0.112,2.0248,50.381,64.23,118.205,1.2981,1.6678,2.4188,10.1551,5.7095,2.1857,6.0196,2.6047,722.4056,3.6264,9.0706,23.051,15.3553,8.1381,7.49,0.3229,2.5085,1.4091,13.3366
355,0.3356,0.0157,646,9.4516,9.81,16.8,0.505,19.43,15.99,-5307.5,3.7924,2.04,22.7433,0.0958,5.4334,84.7872,3.1873,9.0859,0.1582,4.3043,50.4255,64.2991,118.0526,0.8579,1.6071,3.1785,46.1964,3.5512,1.6172,7.1689,2.6172,749.2431,4.9078,7.2098,62.6964,32.977,6.4469,7.49,0.2494,2.691,1.3981,11.6249
356,0.495,0.0188,935,9.6043,7.1,27.4599,0.24,19.76,5.14,-5436,2.772,2.0187,22.7433,0.1455,11.4232,86.0209,2.3789,9.2328,0.0673,1.6488,50.3586,63.7799,117.7358,0.8579,1.4555,3.1785,46.1964,5.1543,1.9569,5.0346,4.338,730.2337,2.1746,8.707,13.3502,16.4301,4.6678,7.11,0.2709,2.3928,1.34,11.3021
357,0.4778,0.0191,360,9.6676,5.39,27.38,0.497,18.86,4.34,-5487.75,3.6543,2.015,22.7433,0.1394,10.4251,86.0209,1.8031,9.2328,0.1359,1.176,50.3586,63.7799,117.7358,0.8579,1.4555,3.1785,46.1964,4.9419,1.9923,3.9341,4.3435,732.635,4.7221,7.379,8.8547,15.0027,6.1606,9.02,0.1652,2.9018,1.6825,7.9513
358,0.4937,0.0165,473,9.8977,8.1,21.51,0.243,22.49,4.69,-6374.75,4.7929,1.8753,19.9141,0.1425,10.7666,84.7297,2.294,8.5177,0.0648,1.2864,50.4695,64.1615,118.2112,1.5611,0.9889,2.5,32.4437,4.9877,1.697,5.605,3.3718,734.9779,2.2304,7.8198,14.6867,16.3819,8.1345,276.52,0.57,110.9809,56.8478,23.1501
359,0.93,0.0055,406,10.3211,10.98,17.36,0.203,11.12,8.18,-6363,3.0012,1.8873,19.0207,0.2759,9.2772,85.2626,3.3047,8.4092,0.0721,2.0553,50.4562,64.2111,118.4666,1.3168,1.7874,2.5755,11.2896,9.0104,0.5671,8.2872,2.8142,718.1942,1.9699,9.42,36.0967,14.7696,5.122,8.07,0.3153,3.0118,1.5111,12.9673
360,3.8669,0.0215,1544,9.9797,9.71,21.93,1.055,12.08,5.49,-5227,2.849,1.977,24.3718,1.2453,10.2465,84.7529,3.0666,9.0622,0.4166,1.7109,50.4373,64.2906,118.1142,0.8396,1.076,3.4346,31.3378,38.7473,2.242,7.6673,3.4865,744.0713,10.8132,9.9636,22.6005,44.6391,4.941,7.49,0.2494,2.691,1.3981,11.6249
361,1.141,0.0049,179,9.9864,15.13,25.92,0.278,17.5,6.99,-6457.75,2.7854,1.9047,19.7183,0.3074,8.7817,84.742,4.4558,9.2291,0.0954,2.3163,50.4582,64.3409,118.0744,0.9374,1.7874,2.6606,23.0148,11.4258,0.499,11.2732,4.184,721.7584,2.682,6.298,26.7951,30.5363,4.784,8.21,0.2641,2.7049,1.542,11.0938
362,0.6531,0.0159,1048,10.5954,12.96,13.23,0.195,18.57,6.25,-5775,2.5391,1.9938,19.9141,0.1869,9.476,87.4809,3.9069,8.6829,0.0533,2.0792,59.7711,79.2786,133.3898,1.5611,0.6222,2.5,32.4437,6.1643,1.6422,9.2676,2.1357,715.3415,1.7912,8.7939,14.4599,13.8955,4.3565,10.37,0.2887,3.6888,1.9582,12.0929
363,0.8083,0.0111,546,9.0661,5.08,17.71,0.223,19.23,7.08,-6295.75,3.0227,1.898,19.3948,0.2587,8.8037,86.8866,1.6076,8.8505,0.0621,1.9247,50.4036,64.0557,118.808,1.2981,1.6678,2.4188,10.1551,8.9153,1.1364,3.5051,2.8366,718.9908,2.1081,8.294,33.4551,13.7341,5.1038,9.33,0.1854,3.3165,1.7457,7.612
