,F153,F159,F198,F200,F201,F21,F26,F319,F32,F33,F334,F337,F34,F35,F39,F407,F426,F470,F474,F476,F572,F573
538,0.0187,862,0.246,19.85,9.49,-5496.75,1.981,9.0456,84.2212,9.2047,0.0857,3.1327,50.1936,64.0841,118.034,1.4991,1.942,2.3835,51.3621,16.0026,8.42,0.4246
539,0.0364,421,0.507,15.8,3.22,-6335.25,1.8898,11.3105,85.5033,8.5297,0.1441,1.1612,50.3068,63.9571,118.4226,1.1609,3.7272,4.9582,21.0365,46.6174,8.09,0.4433
540,0.0124,2403,1.084,21.52,6.52,-6170.75,2.0165,11.3247,85.1059,8.5987,0.2997,2.0679,50.5025,64.3081,119.1156,1.4918,1.2873,10.5571,22.4768,34.918,10.56,0.3699
541,0.009,994,0.519,9.29,3.95,-5372.25,2.0088,10.6227,84.8892,8.7418,0.135,1.4121,50.2052,63.9238,118.7802,1.4918,0.9178,4.9975,27.4707,11.1658,8.4,0.1958
542,0.0114,1400,0.802,21.31,8.96,-5472.75,1.9878,8.7934,84.2212,9.2047,0.2178,3.0051,50.1936,64.0841,118.034,1.3131,1.174,7.9944,40.4347,16.5023,9.13,0.2724
543,0.0075,390,0.299,16.99,4.29,-5677.75,2.0012,8.4626,85.3825,9.7324,0.0932,1.3393,50.3716,64.2442,118.0668,1.1609,0.7664,2.799,27.2044,43.9712,426.85,1.0685
544,0.0116,759,0.175,24.95,6.51,-6424.75,1.89,6.9408,85.5983,8.5232,0.0654,2.2183,50.4559,64.0577,118.5342,1.2545,1.1935,1.6727,23.4518,70.829,8.87,0.2525
545,0.0042,293,0.208,19.36,6.69,-6369.75,1.8907,11.2429,85.3154,8.5135,0.0538,1.9844,50.3873,64.1605,119.2382,1.3543,0.4254,1.9787,25.0156,14.1729,7.48,0.2969
546,0.0172,628,0.624,19.14,4.89,-6328.75,1.8805,11.1848,86.3794,8.5615,0.1707,1.4499,50.4915,64.0756,118.7712,1.2545,1.7869,5.9956,15.7466,32.5739,6.36,0.2646
547,0.0102,360,0.567,10.15,8.52,-6234.5,1.8878,9.3344,86.2857,8.5855,0.1904,2.7609,50.3174,63.9733,118.8308,1.3543,1.0482,5.6782,29.5517,26.0723,5.6201,0.2812
548,0.006,1799,0.874,18.24,8.15,-5962,2.0393,10.3854,84.7007,8.7283,0.3398,2.3084,49.884,63.9335,118.793,1.3543,0.6073,8.9421,18.2384,48.6875,9.93,0.2932
549,0.0063,631,0.592,22.52,5.29,-5490.25,2.0065,10.2887,85.8807,9.754,0.1553,1.5403,50.2775,63.9959,118.0116,1.3543,0.6418,5.6798,21.0358,27.5844,10.66,0.3671
550,0.004,339,0.343,19.31,7.8,-6330.25,1.8855,9.411,85.5528,8.9546,0.1006,2.7912,50.458,64.1864,118.6376,1.1609,0.4091,3.3082,35.7889,10.9616,9.14,0.3106
551,0.0073,569,0.334,16.68,3.87,-5135,2.0005,10.7483,84.7226,8.9635,0.097,1.0663,50.5609,64.2798,118.5886,1.2545,0.7473,3.2217,20.4992,20.5068,9.43,0.2236
552,0.0059,614,0.847,27.14,10.9,-6188,1.8958,8.2762,85.9922,8.5334,0.2501,3.5103,50.2818,63.9469,118.5424,1.3543,0.5981,8.4107,66.9553,33.7458,6.66,0.2881
553,0.0044,579,0.26,16.92,7.2,-6475.5,1.8847,11.2839,85.2601,8.5779,0.0834,1.6543,50.3893,64.1459,119.3278,1.3543,0.4508,2.4935,24.2582,11.1904,10.21,0.3167
554,0.0049,400,0.358,21.94,4.32,-5558,2.0195,8.7655,85.5528,8.9546,0.1248,1.1225,50.458,64.1864,118.6376,1.2545,0.4977,3.3996,14.4505,47.4867,9.31,0.2706
555,0.0051,515,0.396,12.18,4.13,-6380,1.8912,11.3675,103.1082,23.1583,0.1131,1.3739,57.7421,74.8511,127.3944,1.8206,0.5172,3.7782,19.3949,52.2977,7.19,0.2556
556,0.0063,300,0.312,18.51,6.89,-5630.75,1.9838,11.0746,85.8807,9.754,0.0865,1.7943,50.2775,63.9959,118.0116,1.3543,0.6415,2.9845,22.3303,18.659,9.49,0.2684
557,0.0099,307,1.011,19.06,6.92,-5473.25,2.0035,10.9962,85.1669,8.3324,0.3113,2.2379,50.4421,64.154,118.4616,1.8206,1.0179,10.0228,26.4632,40.3194,452.54,0.6724
558,0.0098,661,1.491,10.06,6.47,-5611.5,2.0005,11.1104,84.7226,8.9635,0.407,1.7411,50.5609,64.2798,118.5886,0.8707,1.0107,14.6011,30.8196,62.5341,9.64,0.3201
559,0.011,531,1.216,20.16,4.64,-6382.5,1.881,11.4628,83.6359,9.7836,0.3854,1.3416,50.2716,64.1163,117.9252,1.3543,1.1263,12.0075,22.7827,23.1128,8.78,0.3613
560,0.0074,725,0.873,23.35,13.99,-5666.25,2.0528,6.2726,85.2505,8.7812,0.2311,3.6962,50.3349,64.0886,119.2232,0.8707,0.7595,8.1948,57.3155,20.55,9.3,0.3841
561,0.0057,571,0.564,15.22,17.67,-5523.75,2.0347,6.7104,84.7348,8.6706,0.1621,4.5988,49.9566,64.5635,118.1992,1.1475,0.5803,5.3821,105.6999,36.9164,13.35,1.138
562,0.005,240,0.24,14.42,7.37,-6477,1.8925,6.5051,84.7348,8.6706,0.0671,2.5659,49.9566,64.5635,118.1992,1.1475,0.5141,2.2718,44.3888,14.6192,13.35,1.138
563,0.005,1554,0.975,16.43,6.6,-5733,1.9952,9.1953,84.7007,8.7283,0.3542,2.1024,49.884,63.9335,118.793,1.8206,0.5152,10.1217,32.4131,17.5296,9.92,0.1493
564,0.0064,533,0.375,21.47,7.14,-5242.25,2,7.6267,85.513,8.7932,0.0991,2.6941,50.3159,64.0127,118.9228,1.2545,0.6557,3.6097,27.6963,65.6944,8.88,0.2739
565,0.0056,884,0.373,20.41,10.28,-5336,1.993,6.8615,84.6838,9.0425,0.1043,3.405,50.7493,64.4947,117.7228,1.3543,0.5758,3.5774,50.8847,27.3558,8.05,0.3213
566,0.0103,1077,0.203,24.39,6.64,-5472,1.9978,8.0929,85.2227,8.5288,0.0684,2.3084,50.4747,64.1901,119.2928,1.2009,1.062,1.939,31.7274,15.2509,6.08,0.3579
567,0.0073,692,0.331,13.81,5.83,-5361.5,2.0023,9.3265,85.5983,8.5232,0.0953,1.6901,50.4559,64.0577,118.5342,0.8707,0.7518,3.2298,62.3849,31.5178,7,0.3806
568,0.0071,342,0.683,16.04,9.51,-6341.25,1.8945,8.9269,85.2679,8.4896,0.2409,2.7968,50.3505,64.3145,118.3644,1.3131,0.7204,6.8853,45.0234,20.7022,10.0099,0.2329
569,0.0049,627,0.614,18.69,12.23,-6222.5,1.894,6.4883,86.2857,8.5855,0.1754,3.2766,50.3174,63.9733,118.8308,1.1475,0.5019,5.8718,59.1854,53.477,7.58,0.2852
570,0.0047,572,0.212,23.85,7.16,-6305.25,1.888,8.1083,86.0936,8.5891,0.0597,2.1391,50.4484,64.1358,119.1796,1.2545,0.4793,2.0451,19.0086,13.6147,8.31,0.2494
571,0.0059,1090,0.442,28.9,5.87,-5412.5,1.9957,10.1082,85.7033,8.7568,0.1278,1.4819,50.0323,63.6774,118.7572,1.2009,0.5985,4.2323,31.8562,37.132,8.58,0.1975
572,0.0105,197,0.884,26.18,7.61,-5320.5,2.0238,11.4274,84.7226,8.9635,0.2496,2.1851,50.5609,64.2798,118.5886,1.3543,1.0777,8.6948,48.8959,32.0428,9.03,0.2605
573,0.0118,485,0.542,16.71,4.88,-5304.5,2.0155,10.9805,85.1669,8.3324,0.1558,1.4848,50.4421,64.154,118.4616,1.3131,1.2189,5.2386,32.636,73.4527,8.98,0.3394
574,0.0113,368,0.247,17.36,4.95,-5387.5,1.9693,6.7757,84.7348,8.6706,0.0731,1.4115,49.9566,64.5635,118.1992,1.1475,1.1597,2.3391,21.6696,23.7517,13.35,1.138
575,0.0096,405,0.347,15.36,4.8,-6300.25,1.8685,8.7336,85.9922,8.5334,0.0976,1.377,50.2818,63.9469,118.5424,0.8707,0.9829,3.3188,21.6685,51.6142,8.14,0.1965
576,0.0042,1115,0.435,19.28,11.56,-5803,1.9852,8.7757,84.9334,8.5459,0.1231,3.2594,50.4349,64.1179,118.4652,1.8206,0.4244,4.2037,46.7579,25.0367,7.04,0.2603
577,0.011,1522,0.944,16.93,11.01,-5766.75,2.0125,8.7137,84.2049,8.7662,0.2968,2.8586,50.2158,64.006,118.878,1.2009,1.1347,9.6178,33.6616,26.1884,11.33,0.1347
578,0.0082,987,0.797,26.5,3.89,-5329,2.007,9.6694,85.513,8.7932,0.2876,1.3667,50.3159,64.0127,118.9228,1.2009,0.8449,7.9785,22.7687,29.2683,11.17,0.2269
579,0.0043,1110,0.484,32.48,8.6,-5410,2.0158,10.697,84.7007,8.7283,0.1372,2.3484,49.884,63.9335,118.793,0.8707,0.4344,4.6435,51.942,26.2512,9.01,0.233
580,0.0093,647,0.407,17.53,5.01,-6180.75,1.8908,10.7018,85.2626,8.4092,0.1241,1.5318,50.4562,64.2111,118.4666,1.2545,0.9612,3.9947,20.5225,55.6453,9.75,0.4187
581,0.0061,752,0.458,23.55,5.01,-5461.75,1.995,11.2826,84.7226,8.9635,0.1679,1.3733,50.5609,64.2798,118.5886,1.2009,0.6287,4.38,23.4695,16.0743,9.27,0.2345
582,0.0336,928,0.436,23.61,4.04,-5055.5,1.9648,10.9835,84.7226,8.9635,0.1508,1.1269,50.5609,64.2798,118.5886,0.8707,3.5347,4.1558,10.9575,8.9986,8.19,0.342
583,0.0161,460,0.599,13.9,5.66,-5343,2.0192,9.1337,84.6614,8.7994,0.2075,1.7594,50.3964,64.1107,118.921,0.9343,1.6695,6.0828,71.5472,22.9634,7.58,0.247
584,0.0159,737,0.172,15.45,4.09,-5541.75,2.0062,6.6606,84.7348,8.6706,0.061,1.282,49.9566,64.5635,118.1992,1.2164,1.6538,1.6344,14.8364,37.8956,5.3,0.3411
585,0.0061,764,0.157,17,9.75,-5782.25,1.9682,6.4035,84.7348,8.6706,0.0598,2.9169,49.9566,64.5635,118.1992,1.2164,0.6263,1.4773,54.1546,20.4024,13.35,1.138
586,0.01,448,0.37,22.23,10.2,-5254.5,1.9937,6.6706,85.3154,8.5135,0.1042,3.2381,50.3873,64.1605,119.2382,1.0482,1.0292,3.6046,42.7111,17.2635,5.79,0.1893
587,0.0059,459,0.205,14.06,7.16,-6208.75,1.8852,10.4916,84.9334,8.5459,0.0633,1.9598,50.4349,64.1179,118.4652,1.0482,0.6087,1.9617,27.2771,17.8269,8.58,0.1975
588,0.0104,1043,0.473,18.34,4.79,-5409.25,2.014,9.946,85.7881,8.77,0.1414,1.6315,50.0774,63.708,118.8018,1.2545,1.0682,4.94,23.1588,12.4228,8.09,0.3016
589,0.0099,1324,0.532,15.39,7.33,-5926.25,2.0255,9.7023,85.2505,8.7812,0.1837,2.1407,50.3349,64.0886,119.2232,1.0482,1.0207,5.5135,31.5588,24.591,8.09,0.3016
590,0.018,761,0.315,20.22,4.77,-5551.75,2.0107,9.593,84.9334,8.5459,0.1099,1.3439,50.4349,64.1179,118.4652,1.2164,1.8719,3.0284,33.6199,19.9232,10.98,0.2422
591,0.0129,2585,0.469,15.72,6.61,-5389.75,1.9905,6.4923,85.8748,8.8132,0.1618,2.346,49.8348,63.6886,118.8018,1.3131,1.3251,4.4251,29.289,17.0491,8.05,0.3213
592,0.0057,509,0.315,12.75,4.03,-5536,1.9883,6.9117,103.1082,23.1583,0.0881,1.2834,57.7421,74.8511,127.3944,1.0482,0.5862,2.9685,28.9636,39.1418,7.91,0.3413
593,0.0146,2133,0.874,26.46,16.51,-6257.5,2.0055,6.6024,84.7348,8.6706,0.28,4.2695,49.9566,64.5635,118.1992,1.8627,1.5151,8.1985,62.7096,50.0295,8,0.2372
594,0.0059,408,0.687,16.05,4.79,-6585.75,1.8927,8.9278,83.7263,8.7867,0.2181,1.5881,50.198,64.0159,118.6914,1.3131,0.6021,6.9782,18.1683,13.9469,8.05,0.3213
595,0.0076,1124,0.3,20.58,4.01,-5484,1.977,9.2661,85.3825,9.7324,0.0901,1.0798,50.3716,64.2442,118.0668,0.8707,0.7864,2.866,23.2017,15.3889,8.69,0.3926
596,0.0135,496,0.23,13.14,5.87,-6495.25,1.894,8.3872,84.2212,9.2047,0.0688,1.7614,50.1936,64.0841,118.034,0.8707,1.3849,2.2028,22.9613,17.2999,8.42,0.2162
597,0.0172,820,0.234,16.84,4.7,-5353,1.9937,6.4153,103.1082,23.1583,0.0755,1.6452,57.7421,74.8511,127.3944,1.2164,1.7921,2.2013,24.6798,23.1954,8.05,0.3213
598,0.01,417,1.056,17.7,5.47,-6279,1.884,11.4268,83.6359,9.7836,0.3004,1.5754,50.2716,64.1163,117.9252,0.8707,1.0257,10.3046,18.0259,88.9624,7.79,0.2836
599,0.0184,109,0.375,23.23,6.68,-6506.5,1.8885,11.855,84.8892,8.7418,0.125,2.3447,50.2052,63.9238,118.7802,1.3131,1.9224,3.5751,29.0727,17.0803,6.36,0.2646
600,0.0094,404,0.3,11.88,5.99,-5761,2.0315,4.7008,85.4112,8.6005,0.0982,1.9307,50.4016,64.0546,119.239,1.0482,0.9634,2.817,42.0228,19.5607,8.01,0.2626
601,0.0229,436,0.355,19.98,5.75,-5518.75,1.997,10.7514,86.4465,8.6527,0.1014,1.5453,50.215,63.9211,118.102,0.8707,2.3983,3.2894,17.5931,8.909,7.52,0.5424
602,0.0133,1553,1.009,19.31,6.03,-5160.25,2.0042,11.7483,84.6614,8.7994,0.3324,1.7716,50.3964,64.1107,118.921,1.8206,1.3788,10.1132,33.1058,18.1052,8.23,0.2947
603,0.007,588,0.503,25.42,10.46,-5542.5,1.9823,6.3446,83.7738,8.6427,0.1376,3.056,50.1799,64.2704,118.5748,1.3096,0.7233,4.6487,36.9334,16.9341,11.15,0.2917
604,0.0082,361,0.683,21.91,4.27,-6484,1.882,9.3562,83.768,8.6895,0.1992,1.3776,50.3162,64.1715,118.3654,1.3096,0.8458,6.6776,37.4032,29.1631,9.65,0.2236
605,0.0211,361,0.441,20.87,7.69,-6349.75,1.8923,9.9673,85.6608,9.5713,0.1277,1.9385,50.3999,64.1016,118.0156,1.8206,2.2004,4.1329,22.3653,12.9872,10.51,0.1742
606,0.0076,596,0.197,18.5,8.75,-5750,1.9763,7.3476,83.7738,8.6427,0.0564,2.4019,50.1799,64.2704,118.5748,1.3096,0.7797,1.8763,31.5734,12.5328,8.9,0.4334
607,0.0071,252,0.728,17.77,9.99,-5613.5,1.9527,10.3008,85.2764,8.7219,0.2794,2.3903,50.1373,63.8842,118.534,1.3096,0.7327,7.5433,49.949,28.4269,7.88,0.2618
608,0.0087,223,0.29,18.51,8.47,-5279.5,2.024,7.7487,86.3794,8.5615,0.0855,2.6051,50.4915,64.0756,118.7712,1.3096,0.8961,2.8013,43.4896,21.4686,9.2599,0.3435
609,0.0126,328,0.318,23.66,7.11,-6466,1.884,10.9832,85.5265,8.659,0.1128,2.3554,50.4068,64.061,118.9532,0.689,1.3096,3.0992,43.9046,17.807,7.9901,0.1517
610,0.0153,601,0.188,21.28,10.79,-5172.25,2.006,6.7832,86.3794,8.5615,0.0621,3.1505,50.4915,64.0756,118.7712,1.3096,1.5935,1.8107,44.3223,12.313,8.67,0.4796
611,0.0142,151,1.356,32.17,4.77,-6447,1.8825,9.519,84.9737,8.441,0.4095,1.6934,50.365,64.3579,118.4008,1.2164,1.4735,13.8583,17.5073,28.4248,9.93,0.2932
612,0.0077,1154,0.27,21.79,6.99,-5602.25,2.016,6.5092,85.8807,9.754,0.0747,2.1447,50.2775,63.9959,118.0116,0.9118,0.7935,2.555,33.2237,42.131,9.32,0.2439
613,0.0073,486,0.318,12.51,8.35,-5640,1.9795,6.4099,85.822,9.0776,0.0936,2.3491,50.4667,64.059,118.0494,0.9118,0.7481,3.0477,30.4415,72.2292,7.85,0.3692
614,0.0086,735,0.302,16.87,6.22,-6470.75,1.8685,6.5209,85.2601,8.5779,0.0929,1.7649,50.3893,64.1459,119.3278,1.9946,0.8899,2.8567,22.2627,45.4003,10.63,0.3376
615,0.0054,444,0.298,22.19,5.82,-6545,1.9053,6.7381,85.2764,8.7219,0.0846,1.9023,50.1373,63.8842,118.534,1.4652,0.5544,2.8241,37.242,26.2352,8.83,0.4019
616,0.0141,506,0.774,22.54,9.13,-5277.25,1.9743,9.4302,85.2505,8.7812,0.2887,2.5557,50.3349,64.0886,119.2232,1.9946,1.4643,7.9523,46.5636,23.5493,7.54,0.1155
617,0.0081,497,0.289,18.14,5.52,-6474.25,1.8782,7.6653,85.822,9.0776,0.0892,1.7289,50.4667,64.059,118.0494,0.9118,0.8285,2.7738,22.7612,20.2959,8.46,0.2395
618,0.0278,512,0.822,18.1,9.93,-6238.25,1.889,9.454,85.9922,8.5334,0.2749,3.0197,50.2818,63.9469,118.5424,1.9946,2.8513,8.5376,41.0602,48.0454,7.33,0.2854
619,0.0083,394,0.322,22.19,8.49,-6283.75,1.882,7.5488,86.0936,8.5891,0.0961,2.7883,50.4484,64.1358,119.1796,1.9946,0.8503,3.0939,28.6749,43.8631,8.17,0.262
620,0.0167,1123,0.23,18.45,8.32,-5422,1.9783,6.4445,85.2764,8.7219,0.0689,2.8181,50.1373,63.8842,118.534,1.9946,1.7426,2.1848,38.6361,20.2233,435.57,1.3206
621,0.0084,631,0.461,18.47,5.33,-6286.75,1.8782,7.4156,103.1082,23.1583,0.151,1.5208,57.7421,74.8511,127.3944,1.9946,0.8581,4.3865,20.1378,26.8993,9.06,0.185
622,0.0092,441,0.283,17.79,3.6,-6590.75,1.8803,7.8228,85.7833,8.7696,0.0978,1.1956,50.124,63.7482,118.7706,1.3987,0.9541,2.6839,23.5781,21.2508,8.22,0.3725
623,0.0104,540,0.319,25.45,3.5,-6386.75,1.867,7.0885,84.6838,9.0425,0.0973,1.2289,50.7493,64.4947,117.7228,1.4652,1.0703,3.0316,19.5363,43.1104,9.08,1.3483
624,0.0127,650,0.418,15.39,6.21,-5520.25,1.995,4.3522,86.3794,8.5615,0.1183,1.9086,50.4915,64.0756,118.7712,1.3987,1.3115,3.9893,32.9035,15.574,5.3,0.3411
625,0.0103,439,0.424,21.72,7.06,-5529.25,2.0202,10.9333,86.6785,9.0121,0.1372,1.9342,50.5767,64.0904,117.6884,1.3373,1.0662,4.1529,36.0245,18.4845,8.08,0.3356
626,0.0083,453,0.34,11.24,14.5,-6454.5,1.8885,4.4057,85.7881,8.77,0.1028,3.9804,50.0774,63.708,118.8018,1.3987,0.8584,3.1436,57.8517,10.3326,6.23,0.2627
627,0.0061,1167,0.837,17.85,5.74,-5566.5,1.98,8.503,84.2049,8.7662,0.3377,2.035,50.2158,64.006,118.878,0.7079,0.622,8.39,19.2008,14.0244,8.05,0.3213
628,0.0053,585,0.415,12.56,4.2,-6374.5,1.8952,6.6196,86.931,8.8384,0.1128,1.1659,50.3353,64.0776,118.7636,1.0814,0.5448,3.8861,14.2912,10.063,8.35,0.3156
629,0.0081,284,0.298,20.04,4.52,-6381.5,1.8878,7.5556,84.9334,8.5459,0.0736,1.529,50.4349,64.1179,118.4652,1.3987,0.8324,2.8281,18.1556,26.8557,9.72,0.3168
630,0.0165,437,0.384,20.53,4.1,-6630.25,1.8798,7.7924,84.2049,8.7662,0.1203,1.639,50.2158,64.006,118.878,0.7079,1.7232,3.656,20.6453,9.7204,5.22,0.1842
631,0.0055,858,0.229,15.81,6.54,-5349.25,2.001,6.4448,85.2505,8.7812,0.0828,2.3056,50.3349,64.0886,119.2232,0.8583,0.5588,2.1556,38.2266,64.3205,7.45,0.3176
632,0.014,2890,0.567,19.23,4.9,-4557,2.0148,7.7719,85.7881,8.77,0.1655,1.6954,50.0774,63.708,118.8018,0.7079,1.4479,5.365,20.2056,13.6288,8.89,0.4115
633,0.0094,377,1.147,24.54,4.04,-6301.75,1.8873,9.2639,86.0936,8.5891,0.3923,1.1726,50.4484,64.1358,119.1796,0.7079,0.9706,11.7079,23.2616,26.6754,7.17,0.1993
634,0.0054,465,8.898,156.08,54.26,-6405.75,1.888,9.0395,103.1082,23.1583,2.9121,38.3676,57.7421,74.8511,127.3944,1.7,0.5459,75.5033,227.8544,157.103,8.9,0.3756
635,0.0077,770,0.832,17.16,5.33,-5438.5,1.999,8.5324,85.7419,8.5788,0.2271,1.8804,50.3811,64.1013,119.341,0.7079,0.7966,8.3005,34.3023,61.6097,7.72,0.3563
636,0.0067,888,0.962,23.82,5.84,-6316.75,1.8915,8.9035,86.931,8.8384,0.285,1.9175,50.3353,64.0776,118.7636,0.7079,0.6801,9.42,22.7066,10.3011,8.85,0.3014
637,0.0487,522,0.839,25.94,5.78,-6190,1.8888,9.0661,86.2857,8.5855,0.2624,1.7565,50.3174,63.9733,118.8308,1.3974,5.1001,8.3815,29.7559,44.1802,6.78,0.3154
638,0.2389,521,0.377,17.98,5.41,-6449.75,1.8847,10.8669,85.1669,8.3324,0.1227,1.4366,50.4421,64.154,118.4616,1.0814,24.9904,3.5757,23.8578,8.0003,5.93,0.164
639,0.0079,2413,0.272,13.8,3.91,-5989.75,2.0175,6.39,85.513,8.7932,0.0857,1.1506,50.3159,64.0127,118.9228,1.3974,0.8158,2.4952,17.1721,13.7436,6,0.2947
640,0.0089,349,0.332,28.42,5.32,-6392.75,1.8953,6.9108,85.2601,8.5779,0.1107,1.7057,50.3893,64.1459,119.3278,1.3974,0.9117,3.1342,26.2597,25.7755,6.81,0.2148
641,0.0073,1245,1.665,13.67,11.69,-5416,2.0103,6.6974,86.5513,8.8043,0.4495,3.255,50.3197,64.056,119.1674,1.1147,0.7479,15.7515,46.4123,32.2501,9.43,0.2236
642,0.0176,564,0.369,20.69,3.86,-6447.25,1.8693,10.6519,85.2601,8.5779,0.1151,1.283,50.3893,64.1459,119.3278,1.3974,1.8291,3.5876,23.2317,23.2458,7.38,0.2043
643,0.0121,263,0.522,20.22,8.46,-5362.75,1.9795,7.3131,86.6785,9.0121,0.1277,3.1153,50.5767,64.0904,117.6884,1.0814,1.2405,5.038,13.8055,7.7423,11.25,0.3431
644,0.0104,419,0.732,16.62,9.49,-6411.5,1.8828,5.0693,86.0222,9.2016,0.2167,3.0124,50.5239,64.0447,118.1136,1.1147,1.066,7.0765,40.5775,27.2865,7,0.3406
645,0.0065,2029,0.388,16.56,4.57,-5936,2.0005,10.6621,86.6785,9.0121,0.1132,1.4294,50.5767,64.0904,117.6884,1.0814,0.6632,3.7274,24.8535,42.8343,8.49,0.1374
646,0.0078,348,0.268,13.37,5.72,-6415.25,1.8885,8.5441,86.4541,8.5687,0.0805,1.6452,50.2843,64.0072,118.2032,1.3974,0.8043,2.5404,23.7358,50.5417,6.16,0.3263
647,0.0135,918,0.488,24.03,3.98,-5597.5,2.0088,9.2151,84.7007,8.7283,0.1447,1.4336,49.884,63.9335,118.793,1.1477,1.3864,4.709,24.3347,24.8927,12.06,0.1271
648,0.0103,458,0.767,24.41,3.28,-5280.25,1.992,9.4746,85.2505,8.7812,0.2685,1.0408,50.3349,64.0886,119.2232,0.9224,1.0689,7.844,15.7984,8.6159,10.63,0.2834
649,0.0112,638,0.602,21.39,3.97,-6347,1.8808,10.5806,85.4112,8.6005,0.2004,1.223,50.4016,64.0546,119.239,1.1147,1.152,5.7484,15.902,7.4505,8.52,0.3361
650,0.009,360,1.049,18.84,6.4,-6407.75,1.9023,9.6974,84.6051,9.4257,0.3559,2.0542,50.3616,64.0387,117.6478,1.3974,0.9332,10.7285,30.3496,21.7832,9.93,0.2932
651,0.0184,474,0.201,13.95,5.64,-6470.25,1.8828,6.9294,85.2601,8.5779,0.0736,1.8802,50.3893,64.1459,119.3278,1.3974,1.9185,1.8933,28.7523,37.1259,11.1,0.1555
652,0.0091,2508,0.819,14.58,7.42,-4621,2.0112,9.6466,85.2227,8.5288,0.2698,2.2221,50.4747,64.1901,119.2928,0.9224,0.9399,8.5492,33.8367,22.5056,9.93,0.2932
653,0.0082,439,0.65,15.31,8.86,-6453,1.9,4.7062,85.7833,8.7696,0.1782,2.3917,50.124,63.7482,118.7706,0.9224,0.8468,6.1532,49.7133,16.2252,6.23,0.2627
654,0.016,322,0.953,16.25,4.77,-6288.25,1.8933,8.5954,86.0936,8.5891,0.3066,1.6939,50.4484,64.1358,119.1796,1.3974,1.6577,9.5065,23.2495,48.1802,8.29,0.2496
655,0.0167,974,0.326,20.08,5.68,-5085.75,1.9795,11.7109,84.6838,9.0425,0.0983,1.8176,50.7493,64.4947,117.7228,1.0611,1.7343,3.1235,33.9461,14.958,8.49,0.1374
656,0.0167,485,0.482,24.1,5.92,-6295,1.893,11.1915,83.6359,9.7836,0.1517,1.5466,50.2716,64.1163,117.9252,1.3974,1.7408,4.6198,36.5751,18.6555,7.35,0.2537
657,0.0169,228,0.672,23.86,13.62,-6370.25,1.9058,8.9415,84.0746,9.3335,0.1905,3.9228,50.4357,64.3729,118.0092,1.3698,1.7525,6.8108,63.2465,41.2498,8.14,0.2544
658,0.0068,370,0.592,17.49,6.2,-6551.5,1.882,10.0891,83.7738,8.6427,0.1726,1.842,50.1799,64.2704,118.5748,1.1477,0.6944,6.1939,38.1441,15.3915,8.09,0.3016
659,0.0065,336,0.537,21.66,6.11,-6534.75,1.8865,7.484,85.7881,8.77,0.1775,2.1269,50.0774,63.708,118.8018,1.7,0.6625,5.3654,25.23,30.2176,8.22,0.3725
660,0.0091,300,0.335,31.44,5.35,-6295.5,1.8942,11.0644,85.7419,8.5788,0.1298,1.5645,50.3811,64.1013,119.341,1.1477,0.9433,3.1979,27.3216,57.7151,6.95,0.2106
661,0.0123,2848,0.521,18.63,6.11,-5994,2.0013,11.2144,84.7226,8.9635,0.1356,1.7878,50.5609,64.2798,118.5886,1.1477,1.2722,5.0663,19.1498,34.7911,6.87,0.2207
662,0.0078,1952,0.367,17.25,4.47,-6900.5,1.8847,10.0446,86.0936,8.5891,0.1348,1.3601,50.4484,64.1358,119.1796,1.3698,0.8006,3.5244,21.7809,19.305,6.38,0.2772
663,0.006,350,0.422,11.22,5.21,-6204.25,1.8865,6.6337,86.2857,8.5855,0.1138,1.4579,50.3174,63.9733,118.8308,1.7,0.6162,3.9744,21.5623,7.0745,7.39,0.4013
664,0.0094,1168,1.372,18.27,17.41,-5442.75,2.0475,6.1933,85.3154,8.5135,0.3552,4.6865,50.3873,64.1605,119.2382,1.5275,0.9634,13.0672,74.2348,59.2243,5.41,0.332
665,0.014,470,0.387,18.35,5.29,-6448.25,1.8815,11.667,85.2601,8.5779,0.1208,1.4875,50.3893,64.1459,119.3278,1.1477,1.4507,3.7491,18.2854,75.368,8.65,0.2952
666,0.0091,466,0.346,15.61,5.33,-6535.25,1.8915,7.5953,84.2049,8.7662,0.0979,1.6294,50.2158,64.006,118.878,1.0611,0.9338,3.2573,27.256,12.7849,8,0.2372
667,0.0149,0,0.334,19.36,10.75,0,0,6.5578,85.7833,8.7696,0.1009,3.3387,50.124,63.7482,118.7706,1.1477,1.5416,3.1515,41.1669,51.1959,5.41,0.332
668,0.009,745,0.267,23.44,7.23,-5442.75,2.0042,6.5397,85.9922,8.5334,0.0826,2.0669,50.2818,63.9469,118.5424,1.3698,0.928,2.5129,27.0392,34.6769,8.02,0.215
669,0.0091,368,0.664,16.83,10.83,-6451.75,1.859,7.0315,85.0513,9.1156,0.1826,2.6425,50.5031,63.9509,117.643,1.1147,0.9383,6.3603,57.127,33.6216,9.29,0.2007
670,0.0103,537,0.722,19.19,3.28,-6364.25,1.8895,7.7474,85.7033,8.7568,0.1948,1.1288,50.0323,63.6774,118.7572,0.9224,1.065,7.0171,22.4305,19.0645,6.23,0.2627
