,Time,Pass/Fail,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F22,F23,F24,F25,F28,F29,F30,F31,F36,F37,F38,F40,F41,F43,F44,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F58,F59,F60,F61,F62,F63,F64,F65,F66,F68,F70,F71,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F86,F87,F88,F89,F90,F91,F96,F98,F99,F102,F107,F108,F109,F110,F111,F113,F115,F116,F117,F118,F119,F120,F121,F122,F125,F126,F127,F128,F129,F130,F132,F133,F134,F136,F137,F138,F139,F144,F145,F146,F150,F151,F152,F155,F156,F160,F161,F162,F166,F167,F168,F170,F171,F173,F175,F176,F181,F182,F183,F184,F187,F188,F195,F206,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F222,F223,F224,F227,F228,F244,F246,F248,F249,F252,F254,F255,F268,F270,F272,F274,F277,F280,F281,F285,F286,F287,F290,F295,F296,F297,F303,F304,F305,F306,F308,F311,F316,F317,F318,F320,F321,F324,F342,F344,F346,F347,F348,F349,F350,F351,F352,F353,F354,F355,F356,F361,F382,F383,F385,F389,F390,F405,F406,F416,F418,F419,F423,F432,F433,F460,F468,F472,F473,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F491,F496,F499,F500,F510,F511,F521,F526,F545,F546,F547,F548,F558,F559,F562,F563,F564,F570,F571,F573,F574,F575,F577,F579,F581,F586,F587,F589
605,2008-08-31 10:59,1,2436.65,2173.4556,1433.6732,1.0304,110.5422,0.1245,1.4454,0.0046,0.0101,0.9564,200.2648,3.904,417.5085,10.4094,0.9588,189.8553,12.4753,1.4087,3112.5,-8718.6667,1522.5,0.965,67.9889,2.1,0.1518,4.6544,49.6001,66.437,86.8261,64.39,2.501,359.7164,10.109,127.1136,723.9645,1.0788,140.2327,627.0627,48.5258,4.615,4.867,2863.0,0.9278,4.759,1.8173,357.7709,10.6705,108.9309,13.2882,18.1827,24.3905,699.5741,147.0727,613.7745,126.2237,464.2247,0.0,0.0044,-0.0048,-0.0484,-0.0626,-0.0291,-0.0065,-0.0093,0.0498,7.9666,0.131,2.4283,0.9715,1786.6951,0.1604,8639.07,0.0257,-0.6375,1.075,0.106,-0.0785,0.0088,-0.0496,,,,0.9511,763.2943,0.9915,59.4203,0.6011,0.9626,6.4225,15.92,4.567,1.338,2.803,0.6982,3.019,0.2365,0.7287,2.2728,1008.7232,39.0136,64.2,97.9,52.5,143.6,0.091,0.0392,0.0407,3.05,8.472,0.3458,0.64,0.0343,633.0,5948.0,81.0,3.1,0.7,0.05,0.6791,0.1233,0.6064,0.799,0.2063,0.46,9.14,32.219,0.2222,17.16,34.3,0.274,0.0,0.0,0.1533,0.1055,0.1038,0.1776,0.0928,0.1084,0.141,0.1216,2.9022,0.0052,135.495,0.0392,0.0974,0.0657,,,0.0154,0.0,3.4117,0.02,0.415,30.558,36.8516,38.8136,50.6681,1.6246,0.0111,0.0107,1.1139,2.3394,0.1032,0.1819,295.7617,3129.43,34.7419,0.0187,0.05,0.254,0.0553,0.2329,0.0801,6.0042,0.1619,2.5433,0.0684,3.1554,9.0077,0.0,26.4971,3.2801,0.0,0.0445,0.0489,0.053,0.0748,0.0295,0.0513,0.0593,0.0546,1.1819,46.4661,,,0.0061,0.0001,0.8981,0.0106,11.6371,2.3289,858.0027,404.221,78.125,68.2214,5.3202,70.684,423.1616,157.0572,42.2929,0.0,76.8461,0.0,0.0,214.6846,283.8194,319.2432,0.0,0.0,244.1767,1.4499,24.4368,0.0,0.0,50.7439,428.0702,0.0,2.0763,7.116,,,,0.9772,0.228,265.908,0.6997,10.77,532.2382,1.7897,0.1742,3.7497,0.0557,9.7315,,,0.0199,0.0159,79.7752
634,2008-01-09 19:54,1,2449.25,2172.9667,1058.2061,0.8433,104.7189,0.1232,1.3421,-0.0283,0.0084,0.9682,198.6232,10.7206,420.5469,10.1819,0.9813,188.4413,12.508,1.419,3111.25,-4160.0,1446.5,0.9805,68.6778,2.8667,0.1954,4.6156,42.2579,67.199,87.0024,77.9,3.552,351.2645,9.8973,134.5118,723.5921,1.3257,138.3427,624.1191,177.6204,4.585,4.833,2826.0,0.9335,4.5434,53.6818,362.1545,11.7849,168.1936,53.9451,42.63,56.8964,687.4103,87.0255,617.3736,116.3064,,0.0,0.0284,-0.1862,0.0093,-0.0254,-0.0019,-0.0682,-0.0587,0.0206,7.6806,0.1395,2.4035,0.9903,1770.9701,0.2118,9403.5399,0.0339,-0.228,0.2033,-0.013,-0.0499,0.0336,0.0595,,,,0.9535,795.5777,0.991,58.3686,0.5965,0.9671,6.2616,15.91,3.927,1.021,3.635,0.6538,3.285,0.0473,0.6849,2.3312,1008.4998,38.2126,114.6,40.3,44.7,371.045,0.2669,0.052,0.082,5.891,8.612,0.6789,0.36,0.0362,649.0,1623.0,163.0,2.7,1.4,0.075,0.792,0.2011,0.4391,0.7855,0.3025,0.576,9.2,31.064,0.1074,23.5,38.702,0.273,0.0,0.0,0.0972,0.0613,0.0475,0.0853,0.0838,0.097,0.047,0.0496,3.6033,0.001,82.2278,0.2389,0.0243,0.0328,,,0.0294,0.0,1.8636,0.0181,0.372,27.23,29.6317,12.7941,126.7165,2.8396,0.0178,0.0228,1.9109,2.9341,0.1961,0.0969,294.0231,707.3175,74.2181,0.0268,0.0729,0.3219,0.0816,0.1818,0.1215,6.09,0.1936,2.5433,0.0297,1.7672,12.7779,0.0,31.3487,,0.0,0.023,0.0314,0.0202,0.0457,0.0261,0.0486,0.0205,0.0209,1.428,27.4324,,,,0.0003,0.6104,0.0091,9.8853,4.0586,183.5024,976.1905,54.9501,39.0144,11.2686,21.7892,490.3522,289.3312,127.2813,0.0,93.1454,342.8571,32.926,513.5135,335.8268,0.0,142.2287,80.0341,240.7767,2.2932,112.7726,0.0,0.0,217.1429,0.0,0.0,1.8722,7.116,,,,0.987,0.4722,246.288,0.6418,5.1,535.2009,1.692,0.3756,3.0585,0.1171,22.1989,0.0235,71.5333,0.0328,0.0235,71.5333
709,2008-03-09 1:15,1,2485.81,2205.7222,906.9522,1.3443,105.66,0.12,1.4943,0.0279,0.0121,0.9531,202.0933,9.1574,401.1328,10.7071,0.9732,191.3862,12.4784,1.3975,3293.0,-3661.0,-2413.3333,1.2777,67.5,2.2444,0.191,3.4233,50.1652,66.3674,86.52,77.26,2.244,354.7482,9.9926,135.5491,729.9814,0.9291,138.5836,628.8809,106.2235,4.614,4.849,2843.0,0.9293,4.5537,16.6491,347.1218,10.082,132.1982,12.1909,17.239,21.9792,720.5565,145.1727,624.4927,21.8203,464.6136,0.0,0.0032,0.0238,-0.0224,-0.0232,-0.0091,0.0134,-0.025,0.022,6.9723,0.1382,2.3939,0.9874,1821.5609,0.2094,9009.32,-0.0505,0.1276,-0.4892,-0.026,0.154,-0.0913,-0.0666,,,,0.9488,775.6084,0.9906,59.0268,0.5954,0.9699,6.2634,15.82,3.483,1.002,2.679,0.5642,3.106,0.7569,0.8057,2.3391,1002.579,38.1683,105.3,23.7,53.0,450.908,0.14,0.0699,0.0405,3.551,6.88,0.2988,0.22,0.0745,3290.0,6117.0,17407.0,3.6,1.4,0.129,0.6995,0.082,0.6884,0.5868,0.0947,0.785,13.28,42.781,0.1292,21.86,19.257,0.237,0.0,0.0,0.066,0.0447,0.0507,0.0556,0.0838,0.0897,0.0993,0.0756,2.9822,0.0011,97.178,0.1073,0.0167,0.0213,,,0.0263,0.0,2.9378,0.0099,0.4504,25.038,30.7302,8.4345,139.1175,1.8807,0.0178,0.014,1.3683,2.3643,0.0872,0.0625,1544.6842,2505.7078,9340.784,0.0448,0.1801,0.2539,0.0329,0.2591,0.0356,5.2334,0.2511,3.6226,0.0423,2.7996,6.0358,0.0,5.0071,6.2037,0.0,0.0185,0.0198,0.0215,0.0239,0.0221,0.0437,0.0493,0.0333,0.8791,28.5946,,,,0.0002,0.9422,0.0143,9.0871,4.0007,250.8186,335.2302,38.7775,167.0855,721.2845,18.1288,943.7152,136.0031,49.3648,0.0,75.022,0.0,188.0126,226.5922,240.1728,919.6159,668.1564,397.5976,343.2463,3.0386,51.2428,651.7073,0.0,39.8754,942.8571,0.0,1.0161,7.116,,,,1.0407,0.4877,,,,529.3191,2.0905,0.3431,3.6888,0.1043,16.4111,,,0.0161,0.035,217.1506
795,2008-11-09 22:07,1,2448.37,2174.7555,1206.3506,1.4202,104.2622,0.1246,1.4372,-0.0047,-0.0148,0.9569,199.1364,11.0208,410.321,9.8111,0.9764,189.3253,12.5531,1.3809,2862.75,-4659.3333,54.0,1.3075,74.6889,2.6556,0.1802,3.3762,49.6809,65.8516,87.024,78.49,2.653,352.8582,10.119,136.1436,731.9578,1.4231,142.8364,631.8382,223.6881,4.601,4.837,2850.0,0.9327,4.4994,1.5218,351.4173,10.5529,117.6655,15.2337,18.4782,25.9831,705.9747,147.5218,616.6045,99.1055,,0.0,-0.0178,0.0196,-0.0229,0.029,-0.0141,0.0416,-0.0488,0.0038,7.4913,0.127,2.3972,0.9922,1713.0425,0.1887,9029.1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9214,754.0153,0.9906,58.4395,0.6117,0.9796,6.3988,15.78,4.666,1.144,2.786,0.788,3.215,0.0473,0.8216,2.3207,1007.2267,39.3938,164.0,153.2,37.2,310.026,0.0673,0.0528,0.0692,8.06,5.775,0.5885,0.3,0.0747,1276.0,2145.0,815.0,1.9,1.4,0.096,0.746,0.1166,0.6374,0.7854,0.1896,0.6,15.27,34.808,0.1045,17.88,75.625,0.303,0.0,0.0,0.1048,0.057,0.0763,0.0274,0.1013,0.0389,0.0752,0.1225,2.8747,0.0018,127.5157,0.0225,0.0213,0.0098,,,0.0106,0.0,1.7824,0.0052,0.5825,11.14,33.1438,45.3547,107.473,3.0985,0.0128,0.0204,2.6509,2.1536,0.1685,0.0825,538.2994,1075.607,381.0328,0.0283,0.1787,0.2872,0.0487,0.24,0.073,5.8638,0.1682,5.2156,0.0365,3.0533,22.7984,0.0,14.2706,,0.0,0.0281,0.026,0.0339,0.0113,0.0267,0.0167,0.0371,0.0502,1.0461,39.8289,,,,0.0004,0.6025,0.0289,3.8469,2.487,0.0,468.3587,73.1343,46.0366,0.0,33.8082,0.0,131.1569,121.5488,0.0,40.7374,587.7322,290.8163,332.4619,94.4828,719.3964,93.6221,154.0195,0.0,1.4957,11.9022,987.8261,0.0,37.1184,0.0,0.0,0.5343,7.3894,1.2743,404.858,71.99,0.9225,0.1355,261.706,0.7246,9.75,533.3382,2.4033,0.5611,3.4173,0.1642,23.3488,0.0268,66.1687,0.0406,0.0268,66.1687
797,2008-11-09 23:48,1,2512.61,2190.1555,1298.8207,1.3947,105.7411,0.1242,1.4228,-0.0011,-0.0002,0.9424,203.0609,4.0941,411.8318,9.6912,0.9669,193.3697,12.4002,1.4118,2554.25,-4644.5,-384.0,1.2858,68.6111,2.9778,0.2156,3.4219,49.7177,66.1561,86.7952,77.76,2.475,352.8691,10.1569,135.08,730.7969,1.4256,143.0573,631.0064,219.7834,4.601,4.837,2850.0,0.9327,4.4994,1.7073,353.4036,10.5671,116.7873,17.8028,18.2927,25.4819,705.315,143.0127,613.2036,112.7908,,0.0,-0.0249,-0.0197,0.05,0.029,0.0057,0.0078,-0.0101,0.0063,7.8516,0.1448,2.4378,0.9647,1832.1975,0.1984,8434.25,-0.0077,-0.1086,0.1761,-0.0084,-0.0052,-0.0451,0.0082,,,,0.961,726.8839,0.9906,58.9077,0.6107,0.9803,6.3138,15.77,4.796,1.144,2.825,0.7833,3.238,-0.3784,0.7447,2.3275,1003.5267,37.9309,90.9,53.3,53.6001,330.196,0.0968,0.0533,0.0469,5.066,10.437,0.4841,0.27,0.0233,249.0,4202.0,3419.0,3.2,1.2,0.151,0.5139,0.1298,0.5868,0.6009,0.1776,0.365,15.84,35.0569,0.1435,23.19,86.845,0.303,0.0,0.0,0.0998,0.051,0.0459,0.0278,0.0794,0.1152,0.1066,0.0493,6.4344,0.0104,118.2393,0.0342,0.011,0.0095,,,0.0095,0.0,1.7657,0.0052,0.4354,22.435,32.7834,19.2222,136.0083,2.3103,0.0161,0.0112,1.533,3.7196,0.137,0.0832,115.2718,1924.9813,1676.7236,0.0503,0.0823,0.1883,0.0498,0.2101,0.0688,6.0207,0.0998,5.1583,0.0443,1.802,25.6673,0.0,23.2259,,0.0,0.0258,0.0246,0.0224,0.0125,0.0212,0.0576,0.0524,0.0235,2.1385,38.2891,,,,0.0002,0.4713,0.0276,7.6461,3.5413,0.0,0.0,123.7393,90.4726,890.3646,39.5139,0.0,163.5702,128.7397,0.0,75.7109,400.7026,258.8832,91.8919,96.0276,0.0,0.0,0.0,785.6574,2.0032,17.2192,0.0,727.2727,45.4545,0.0,0.0,0.5312,7.3894,0.8325,402.292,81.958,0.9524,0.1068,264.272,0.5671,4.98,533.3382,2.4033,0.5611,3.4173,0.1642,23.3488,,,0.0406,0.0268,66.1687
826,2008-09-13 11:56,1,2443.1,2170.0666,1364.5157,1.5447,96.77,0.123,1.4037,0.0013,0.0025,0.9659,204.2787,3.8667,403.6072,10.7958,0.9807,193.4829,12.4982,1.4167,2703.75,-3608.6667,-50.0,1.338,65.8,2.7889,0.2233,3.4498,49.3646,66.337,86.5437,82.25,3.673,350.5282,10.1794,128.9436,718.6023,1.3885,148.6991,628.1709,224.1469,4.574,4.809,2860.0,0.933,4.7246,3.2273,349.4246,10.5151,112.1709,14.4218,16.7727,21.9494,696.6528,152.1536,613.7491,119.7138,465.8544,0.0,0.0231,-0.0239,0.0506,-0.0063,-0.0175,-0.0106,-0.0253,0.0051,7.7275,0.1284,2.3828,0.9856,1782.5028,0.1951,8617.86,0.0118,0.0707,-0.3242,-0.0502,-0.0258,-0.0651,-0.018,0.9777,101.4007,231.725,0.9519,723.0049,0.9907,58.4036,0.5942,0.9801,6.3273,15.72,4.633,1.182,2.627,0.7892,3.311,-1.135,0.6879,2.3331,1006.1867,40.732,193.8,172.7,77.2,542.931,0.0805,0.082,0.066,6.988,13.872,0.3718,0.54,0.049,542.0,1162.0,948.0,2.2,1.7,0.112,0.8201,0.0869,0.6167,0.9981,0.2325,0.171,8.62,21.524,0.1362,11.57,53.887,0.363,0.0,0.0,0.1097,0.0911,0.107,0.117,0.0837,0.0785,0.0698,0.0334,3.7716,0.0024,180.3486,0.0308,0.0136,0.0131,0.0037,4.9149,0.0323,0.0,4.2733,0.003,0.534,14.51,28.8639,53.246,152.7782,2.514,0.0215,0.0153,1.9573,4.4666,0.111,0.0886,225.9843,581.8671,407.5659,0.0432,0.2111,0.2912,0.0358,0.2389,0.0891,5.7088,0.0516,2.5345,0.0438,1.6939,16.0858,0.0,5.4751,3.0276,0.0,0.0252,0.0379,0.0478,0.0519,0.0245,0.0414,0.0289,0.0168,1.2565,54.3209,0.0011,0.2885,0.0071,0.0002,1.1711,0.0328,4.3765,4.3082,0.0,0.0,180.7213,32.2003,0.0,24.0409,145.3239,81.4739,27.9621,0.0,18.5835,475.4063,381.5707,211.4625,0.0,479.6562,742.3168,275.3452,654.902,2.4924,15.7978,0.0,123.2941,87.4172,711.1111,0.0,0.3017,7.9352,,,,0.9811,0.4201,264.272,0.5671,4.98,535.2482,1.8813,0.1489,2.2582,0.0527,7.9159,,,0.0275,0.0215,78.1199
831,2008-09-13 20:06,1,2506.43,2170.0666,1364.5157,1.5447,96.77,0.123,1.3953,0.0084,0.0062,0.9461,204.6134,5.1756,406.329,10.7168,0.972,193.8966,12.5531,1.4372,2573.5,-2819.5,-1472.75,1.3163,71.3222,1.9889,0.1632,3.479,49.7061,65.8602,86.9331,79.31,3.331,357.69,10.4125,120.9055,717.3122,1.4512,150.5109,629.1064,227.0841,,,,,,4.6209,353.1564,10.9223,105.5264,17.8428,15.3791,22.4441,694.8681,152.5809,611.2636,95.4405,469.8232,0.0,0.0263,-0.0319,0.0373,0.0095,-0.0092,0.0147,-0.068,0.0176,7.2257,0.1284,2.3741,0.9906,1816.1957,0.1583,8772.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9624,757.1382,0.9906,58.6659,0.6016,0.9658,6.4478,15.59,4.44,1.239,2.511,0.7635,3.232,-0.1419,0.6847,2.3499,986.0991,39.537,86.3,96.0,77.2,542.931,0.0882,0.087,0.0647,8.41,22.042,0.4588,0.3,0.0392,478.0,3399.0,3075.0,1.5,1.3,0.111,0.7151,0.0325,0.6629,0.9018,0.2087,0.461,8.37,31.159,0.1381,20.83,53.404,,0.0,0.0,0.0616,0.0512,0.0573,0.0352,0.0727,0.1037,0.0364,0.0352,4.6083,0.0008,156.333,0.0546,0.0122,0.0108,,,0.0089,0.0,3.1193,0.0243,0.5065,16.524,30.7316,33.1309,152.7782,2.514,0.0227,0.0147,2.5765,6.7675,0.1332,0.0825,196.8849,1478.1093,1425.8147,0.038,0.1327,0.2643,0.0133,0.235,0.0898,5.9229,0.1263,2.4195,0.0451,2.076,15.0289,0.0,19.8463,3.4842,0.0,0.0186,0.0262,0.0277,0.0166,0.0222,0.0502,0.0168,0.0148,1.7182,47.2458,,,0.0095,0.0003,0.9856,0.0323,5.545,4.3082,0.0,0.0,162.4921,120.5533,208.7931,23.5173,104.7413,108.111,31.4713,0.0,61.3628,233.8316,160.6275,153.5164,369.5538,785.9459,706.644,53.4901,200.2845,2.4924,34.4718,0.0,851.2315,49.5289,0.0,0.0,2.516,6.491,1.4404,412.458,75.006,0.9811,0.4201,264.272,0.5671,4.98,535.9527,2.2638,0.2673,3.2966,0.075,11.8075,,,0.0545,0.0184,33.7876
871,2008-09-17 4:23,1,2522.41,2200.2333,1173.8377,1.3281,101.6111,0.1211,1.465,0.0035,0.0053,0.977,196.4256,10.7101,413.7045,9.056,0.9803,187.3696,12.5376,1.4039,2635.75,-3707.75,-455.25,1.275,73.4111,2.4444,0.1852,3.2483,49.8008,66.2283,86.8401,78.17,2.774,356.55,10.2401,129.4855,727.9092,1.2739,140.01,626.0455,46.4771,4.681,4.908,2843.0,0.9314,4.6336,13.5518,359.6618,10.221,123.0373,6.4705,6.4482,8.7636,719.1456,148.8982,631.5973,106.8555,468.7424,0.0,-0.0042,0.0082,0.074,0.051,0.0044,0.0519,0.0351,-0.0309,7.483,0.1278,2.4358,0.9868,1907.9462,0.1999,9342.5102,0.0237,-0.0571,0.253,0.0186,0.0039,0.1579,0.1403,0.9772,100.6942,232.1388,0.9541,789.1864,0.9912,59.1108,0.5948,0.9615,6.3099,15.88,3.636,0.9838,2.857,0.6545,3.316,-0.1419,0.8106,2.3984,1015.5056,40.1991,178.4,159.8,52.0999,290.196,0.1254,0.05,0.0492,10.463,6.319,1.103,0.22,0.1062,387.0,1185.0,2433.0,5.4,1.5,0.156,0.8045,0.1741,0.4744,0.9507,0.245,0.284,7.26,28.886,0.5828,20.8,35.712,0.265,0.0,0.0,0.0809,0.0458,0.04,0.0683,0.1219,0.0389,0.0609,0.0286,2.6374,0.0067,144.9377,0.0203,0.0203,0.0155,0.0013,3.0163,0.0132,0.0,1.8923,0.0201,0.264,13.91,20.1882,58.1025,95.0969,2.2877,0.0162,0.0121,2.7588,1.7819,0.3243,0.0581,192.7475,530.8599,1131.604,0.0547,0.1371,0.3372,0.0629,0.1937,0.0992,6.8253,0.1048,1.9829,0.1581,2.1851,10.6796,0.0,25.4742,2.5274,0.0,0.0254,0.0196,0.0178,0.0315,0.0315,0.0203,0.0251,0.0125,0.8393,51.5643,0.0005,0.239,0.0565,0.0003,0.5905,0.0514,5.4521,3.2198,0.0,921.7799,97.6929,31.9601,534.4316,76.8379,30.6232,49.61,64.3592,0.0,73.5367,0.0,558.5366,54.0541,133.9872,0.0,74.9518,173.6279,92.7066,1.4871,10.142,0.0,964.9805,28.4698,0.0,0.0,2.0908,5.836,0.6807,409.036,73.736,1.0038,0.1975,246.984,0.7191,8.02,534.6682,2.0435,0.1909,3.4259,0.0607,9.3398,,,0.0117,0.0262,223.1018
914,2008-09-19 16:58,1,2471.5,2214.7889,1687.4606,2.2073,97.3378,0.1226,1.5071,0.0045,-0.0011,0.956,203.714,4.8012,407.3098,9.0489,0.9637,194.6651,12.559,1.4017,2635.75,-3735.0,-3060.3333,1.2913,66.3111,2.7,0.226,3.3181,49.5905,66.2913,86.259,79.86,2.936,361.4473,10.0883,127.8345,728.7911,1.3679,142.7073,631.9891,214.0858,4.603,4.804,2867.0,0.9298,4.6393,5.6618,361.0055,10.3908,113.4964,16.4009,14.3382,21.7197,707.0714,141.0864,615.5882,79.5015,,0.0,0.0054,0.0094,0.0174,0.0259,0.0217,-0.0314,-0.0289,0.0107,7.4968,0.1286,2.4103,0.9896,1893.0174,0.2144,8511.4999,-0.0402,0.0083,0.0053,-0.0037,0.0041,0.0346,0.0171,0.9763,101.5062,232.4229,0.9253,731.6244,0.9919,58.7039,0.6023,0.9589,6.4045,15.86,3.541,0.9649,2.884,0.6238,3.293,0.0,0.8201,2.4025,1012.2367,35.3652,127.4,112.2,65.1001,584.842,0.0806,0.062,0.0723,4.233,12.612,1.0866,0.22,0.0591,363.0,666.0,8589.0,2.4,1.3,0.114,0.7637,0.1244,0.6178,0.8015,0.2122,0.341,4.43,27.913,0.1548,21.98,50.837,0.293,0.0,0.0,0.0755,0.0498,0.056,0.059,0.1009,0.0692,0.0728,0.0952,2.0343,0.0017,157.449,0.1786,0.0127,0.0143,0.0023,2.9842,0.0169,0.0,1.3792,0.0227,0.2832,18.02,34.4524,38.0896,172.6597,1.802,0.0167,0.018,1.3855,3.7049,0.3171,0.0596,159.2532,296.876,4647.1099,0.0411,0.1483,0.2849,0.0543,0.225,0.078,6.2036,0.1198,1.4175,0.0496,0.846,15.3725,0.0,24.3472,,0.0,0.0218,0.0231,0.0237,0.0252,0.0276,0.0359,0.039,0.0448,0.675,51.7392,0.0008,0.3592,0.0119,0.0002,0.4376,0.0425,5.4654,3.5896,0.0,0.0,88.1658,17.8313,280.6557,23.7461,114.8041,155.723,45.3335,0.0,98.778,0.0,528.382,321.3773,228.0193,464.7093,220.2068,252.3397,887.6457,2.9559,83.3066,0.0,0.0,35.3266,0.0,0.0,2.3716,9.0796,0.5109,405.908,74.49,0.9777,0.2331,260.956,0.6632,7.18,531.8455,2.2544,0.2994,3.0979,0.0888,13.283,,,0.0134,0.0121,90.4575
924,2008-09-19 20:19,1,2391.56,2315.2667,2360.1325,1.1259,90.1144,0.116,1.6107,0.025,0.0125,0.9702,197.0522,6.6389,403.4815,9.8942,0.9806,187.1579,12.4992,1.4063,2601.75,-5745.25,-146.25,1.286,72.4889,2.7222,0.217,3.3099,49.7751,66.1763,86.9612,78.17,2.774,355.4209,10.1681,128.0964,722.0729,1.1168,140.7045,624.2218,52.877,4.576,4.857,2872.0,0.927,4.6594,6.5645,354.7573,10.532,114.6609,7.8229,13.4355,16.9701,705.1028,149.3882,618.8064,106.9953,466.7469,0.0,-0.0101,0.0212,-0.0406,0.0006,0.0214,0.0439,-0.0284,0.0156,8.0113,0.1282,2.3782,0.9861,1889.8373,0.1974,8906.21,0.0633,0.0869,-0.4154,-0.0056,-0.0733,0.0312,-0.1033,0.9751,104.3139,232.0147,0.96,778.4773,0.9906,59.2288,0.5979,0.981,6.3197,15.89,3.365,0.9318,2.95,0.593,3.269,-0.4258,0.7965,2.2805,1009.8612,43.3555,89.3,101.8,101.8,209.7002,0.12,0.0775,0.0918,5.109,11.462,0.5178,0.19,0.0251,359.0,3559.0,1049.0,5.5,1.0,0.142,0.9103,0.208,0.5733,0.9082,0.3367,0.648,6.9,27.945,0.3758,20.65,27.511,0.279,0.0,0.0,0.0776,0.0295,0.0265,0.0519,0.0975,0.037,0.0958,0.0255,3.9193,0.0025,139.1111,0.031,0.0173,0.0179,0.0027,4.1406,0.0101,0.0,3.7267,0.0044,0.2294,24.787,28.7203,35.1892,68.6177,0.9138,0.0188,0.0251,1.3864,3.1099,0.1502,0.054,151.6188,1811.9281,516.3315,0.0439,0.1525,0.348,0.0813,0.214,0.1363,4.4655,0.1911,1.9657,0.1003,2.4824,8.3352,0.0,18.4136,2.3593,0.0,0.0228,0.013,0.0116,0.0264,0.0288,0.0161,0.0502,0.0125,1.2842,46.2527,0.0009,0.3038,0.0089,0.0002,1.1407,0.0148,10.2196,4.1393,309.8451,734.4,76.9554,61.9468,717.265,52.0283,65.5034,222.9349,32.0049,0.0,59.8905,764.532,139.1509,65.3112,0.0,455.3415,84.3786,337.3239,163.2,2.9631,15.7161,248.474,0.0,80.6366,0.0,0.0,0.4525,9.634,,,,1.0442,0.5682,264.272,0.5671,4.98,531.8455,2.2544,0.2994,3.0979,0.0888,13.283,0.0048,31.0176,0.0153,0.0048,31.0176
926,2008-09-19 21:09,1,2477.01,2315.2667,2360.1325,1.1259,90.1144,0.116,1.4695,0.0071,0.0215,0.9782,198.1811,6.8175,405.6568,8.9468,0.981,189.2342,12.4978,1.4268,2890.0,-3393.5,-1967.5,1.2765,66.2,2.4333,0.1944,3.4434,49.5905,66.2913,86.259,79.86,2.936,360.7064,10.1987,127.5655,728.7185,1.3798,148.2973,636.5691,230.4284,4.603,4.804,2867.0,0.9298,4.6393,5.5455,358.4055,10.5145,113.1109,16.2791,14.4545,21.0909,707.6275,148.7736,620.29,92.7076,,0.0,-0.0169,0.0295,-0.029,0.0102,0.0233,-0.0112,-0.0137,0.0326,7.9142,0.131,2.4219,0.9905,1781.3233,0.2241,8815.3602,0.0217,0.1459,-0.1254,-0.0195,0.003,0.0817,0.0997,0.976,101.2763,231.8066,0.9457,748.3221,0.9905,59.0407,0.6025,0.9627,6.4048,15.81,3.886,1.135,3.23,0.6576,3.387,0.0,0.7759,2.4012,1011.8444,37.028,64.9,102.2,101.8,209.7002,0.0549,0.0392,0.0494,4.332,15.938,1.0541,0.28,0.0567,541.0,263.0,3958.0,2.3,1.1,0.104,0.7637,0.1244,0.6178,0.8015,0.2122,0.474,4.85,28.279,0.1026,17.94,82.243,0.293,0.0,0.0,0.0734,0.0661,0.0335,0.0655,0.0725,0.1001,0.0777,0.032,3.1005,0.0007,82.2528,0.2947,0.0113,0.0162,0.0029,2.2566,0.0194,0.0,3.5784,0.0216,0.5979,8.77,33.4127,32.7374,68.6177,0.9138,0.0132,0.0138,1.1202,4.4436,0.3072,0.0659,263.473,185.9691,1873.2833,0.0306,0.2073,0.2849,0.0543,0.225,0.078,6.3218,0.1282,1.4261,0.0348,2.0883,25.8257,0.0,24.5126,,0.0,0.0212,0.0314,0.0161,0.0313,0.0204,0.0532,0.0418,0.0137,1.1373,25.572,0.001,0.2651,0.0113,0.0002,1.1159,0.0398,3.3889,4.1393,553.5746,229.6339,63.5419,7.7501,201.169,35.6914,109.6393,150.684,42.0629,0.0,83.6091,433.9985,223.8781,115.7168,642.1569,311.0754,895.7494,569.2308,98.0092,2.3668,131.4887,505.0279,0.0,34.8457,0.0,0.0,2.2445,9.3229,,,,1.0442,0.5682,264.272,0.5671,4.98,531.8455,2.2544,0.2994,3.0979,0.0888,13.283,,,0.0153,0.0048,31.0176
