,F153,F159,F198,F200,F201,F21,F252,F26,F319,F32,F33,F334,F34,F334.1,F35,F39,F407,F426,F470,F471,F474,F476,F524,F574
505,0.007,637,1.555,16.39,10.55,-5278,3.092,2.0158,6.3808,85.3154,8.5135,0.4514,50.3873,0.4514,64.1605,119.2382,1.5604,0.7133,14.6594,27.2136,65.9245,42.5121,5.2774,2.9214
506,0.015,732,0.358,18.65,2.92,-5444,3.2044,1.9963,8.994,86.4465,8.6527,0.1149,50.215,0.1149,63.9211,118.102,1.4988,1.5655,3.4499,6.9102,25.8305,42.7346,5.5786,2.374
507,0.0092,857,0.554,22.27,4.66,-5561,2.8664,1.9905,10.8989,84.9334,8.5459,0.1962,50.4349,0.1962,64.1179,118.4652,1.4988,0.9407,5.3477,8.0575,15.0228,15.5753,4.9448,2.4323
508,0.015,1532,0.498,20.41,4.16,-5192.5,2.5332,2.0435,11.3343,85.2227,8.5288,0.1654,50.4747,0.1654,64.1901,119.2928,0.689,1.5564,4.7812,9.6231,28.9856,21.2435,4.4883,2.454
509,0.0135,480,1.625,10.77,12.5,-6461,3.6124,1.8798,6.4476,85.5265,8.659,0.4465,50.4068,0.4465,64.061,118.9532,0.689,1.4002,15.1649,28.773,55.2602,26.2707,6.2907,3.2845
510,0.0146,377,0.285,16.72,4.43,-6305.5,2.9193,1.887,8.5404,85.3825,9.7324,0.0935,50.3716,0.0935,64.2442,118.0668,1.2142,1.5137,2.7405,6.3209,20.1056,25.0005,5.1972,134.9539
511,0.0047,1074,0.293,17.31362498,5.830651434,-5871.75,3.6073,2.0125,8.35182219,85.7419,8.5788,0.0966,50.3811,0.0966,64.1013,119.341,1.4918,0.4759,2.8104,8.0127,29.54063844,17.9731,6.1678,3.2019
512,0.0161,456,0.551201908,20.18458705,6.610204748,-6624.5,2.3569,1.8758,11.5385,84.2942,8.7199,0.168363869,49.8696,0.168363869,63.8867,118.6792,1.4988,1.6595,5.385850077,11.77254537,30.33184805,24.33300994,4.0286,3.5736
513,0.0134,1948,0.608,22.91,3.84,-6736,2.6951,1.8895,11.111,83.6359,9.7836,0.1615,50.2716,0.1615,64.1163,117.9252,1.4918,1.3827,5.9157,9.4694,18.0869,51.0861,4.6332,3.0626
514,0.0117,1053,0.332,17.97,5.77,-5232.25,2.8328,1.9805,10.601,85.5265,8.659,0.0952,50.4068,0.0952,64.061,118.9532,0.689,1.2046,3.1254,8.2629,15.0014,12.3421,4.9629,2.8605
515,0.0134,721,1.083,20.92,6.19,-5234.5,2.4348,2.0132,11.5492,84.6614,8.7994,0.31,50.3964,0.31,64.1107,118.921,0.689,1.3858,10.5708,7.2772,33.6894,15.8994,4.0689,3.4041
516,0.0122,381,0.442,22.92,6.8,-6319.75,2.6382,1.8838,11.598,83.6359,9.7836,0.1312,50.2716,0.1312,64.1163,117.9252,1.1609,1.2601,4.2943,10.6977,30.5828,30.4332,4.5123,2.9644
517,0.0153,786,0.301,19.95,3.62,-5121,3.079,1.9958,9.038,85.2227,8.5288,0.0898,50.4747,0.0898,64.1901,119.2928,1.4918,1.5908,2.9282,7.4025,28.2361,9.6249,5.2218,2.454
518,0.0081,1256,1.005,10.48,4.08,-5229.25,2.3441,2.0103,10.9979,86.5513,8.8043,0.2781,50.3197,0.2781,64.056,119.1674,0.689,0.8297,10.05,6.8226,47.897,44.6837,4.1367,3.1241
519,0.0059,213,0.298,18.51,6.54,-6183.75,2.331,1.8882,8.3876,85.9922,8.5334,0.0883,50.2818,0.0883,63.9469,118.5424,1.1609,0.6006,2.748,8.4243,30.6661,8.8526,3.9834,2.8346
520,0.0044,229,0.355,19.37,3.38,-5506.25,3.1358,1.9973,9.6884,85.1669,8.3324,0.1155,50.4421,0.1155,64.154,118.4616,1.1609,0.4517,3.3794,5.7055,25.2646,42.0458,5.2825,3.6885
521,0.0096,878,1.082,16.6,7.56,-5622.5,2.1698,2.0183,11.9891,86.3849,8.7897,0.3741,50.1812,0.3741,63.8901,118.5984,0.689,0.9899,10.8471,8.0016,42.9292,11.2368,3.7028,1.8131
522,0.0128,1066,1.297,15.19,4.43,-5046.25,2.0116,1.999,11.0132,83.7738,8.6427,0.3577,50.1799,0.3577,64.2704,118.5748,1.4988,1.3253,12.6257,9.9835,22.3254,16.6001,3.4351,2.2021
523,0.005,1531,0.809,20.07,16.17,-5530,2.9742,1.987,5.9872,84.7007,8.7283,0.2265,49.884,0.2265,63.9335,118.793,1.1609,0.5054,7.5186,29.5653,69.8343,17.2719,5.0751,3.3191
524,0.0119,392,0.479,24.87,7.01,-6339,3.1379,1.8873,11.769,86.5513,8.8043,0.1291,50.3197,0.1291,64.056,119.1674,1.4918,1.2276,4.614,7.8526,20.8706,20.4497,5.3626,129.3101
525,0.0141,400,0.328,20.2,6.16,-6626.5,3.469,1.8765,11.3902,85.8823,8.7851,0.12,50.1652,0.12,63.8402,118.92,0.689,1.4645,3.2163,6.8689,33.483,13.5805,5.9027,2.996
526,0.0048,1799,0.998,16.43,4.99,-7148,2.3482,1.8875,8.8613,85.8748,8.8132,0.3489,49.8348,0.3489,63.6886,118.8018,1.1609,0.4856,10.1526,8.3309,24.0355,53.8564,4.0499,2.8487
527,0.0045,721,0.588,17.4,9.75,-6235.25,1.8041,1.8873,5.9937,86.2857,8.5855,0.1606,50.3174,0.1606,63.9733,118.8308,1.4918,0.4541,5.5405,25.6128,56.1932,29.7709,3.0987,2.5328
528,0.0039,422,0.755,11.11,14.11,-6233.5,1.9836,1.905,5.5307,103.1082,23.1583,0.2098,57.7421,0.2098,74.8511,127.3944,1.1609,0.4001,7.0612,28.1025,72.3277,30.1589,3.47,2.8334
529,0.006,1019,0.831,20.42,6.91,-5394.75,2.3912,2.019,11.4562,86.0936,8.5891,0.2746,50.4484,0.2746,64.1358,119.1796,1.4918,0.6155,8.1691,10.7846,21.5805,28.9412,4.0219,2.2109
530,0.0086,237,0.318,28.23,4.6,-6273.75,1.715,1.8963,11.1274,84.0746,9.3335,0.1001,50.4357,0.1001,64.3729,118.0092,1.4988,0.8839,3.0633,10.3578,15.5032,10.0758,2.9382,2.8321
531,0.0099,469,0.304,23.55,3.75,-6368.5,1.9568,1.8872,10.1967,83.6359,9.7836,0.0816,50.2716,0.0816,64.1163,117.9252,1.4918,1.0139,2.8999,9.7202,19.0702,27.5679,3.2743,2.9131
532,0.0053,1161,0.267,26.14,6.13,-5319.25,3.9506,1.9968,11.4262,85.3154,8.5135,0.0762,50.3873,0.0762,64.1605,119.2382,1.4918,0.5412,2.5819,9.5527,39.0861,20.6914,6.8932,1.7648
533,0.0098,356,0.453,29.8,6.34,-6366,1.785,1.8988,11.4766,84.2212,9.2047,0.1403,50.1936,0.1403,64.0841,118.034,1.3131,1.0019,4.4079,6.1707,35.1178,33.8367,3.0884,3.4587
534,0.006,574,0.9,19.92,5.18,-5651.25,1.8307,2.015,11.1455,85.5528,8.9546,0.2419,50.458,0.2419,64.1864,118.6376,1.1609,0.6081,8.7277,10.9066,42.9858,20.3606,3.1491,2.0838
535,0.0058,328,0.463,18.97,4.27,-5397.5,1.9069,1.9798,10.267,85.7419,8.5788,0.1279,50.3811,0.1279,64.1013,119.341,1.3131,0.5896,4.4687,9.2628,18.9379,24.0095,3.2834,2.8597
536,0.0053,610,0.737,9.39,11.14,-5451.25,2.5585,2.014,5.5879,85.3154,8.5135,0.1998,50.3873,0.1998,64.1605,119.2382,1.4988,0.5423,7.0479,23.5523,66.1889,57.9253,4.3123,2.4668
537,0.0089,518,1.157,11.39,4.14,-6358.25,2.354,1.8878,11.0923,85.0066,9.6938,0.3698,50.366,0.3698,64.2263,118.0446,1.3131,0.9146,11.3176,9.9456,24.1126,52.6789,4.0911,138.3722
538,0.0187,862,0.246,19.85,9.49,-5496.75,2.8977,1.981,9.0456,84.2212,9.2047,0.0857,50.1936,0.0857,64.0841,118.034,1.4991,1.942,2.3835,13.3953,51.3621,16.0026,4.9067,3.1736
539,0.0364,421,0.507,15.8,3.22,-6335.25,2.8385,1.8898,11.3105,85.5033,8.5297,0.1441,50.3068,0.1441,63.9571,118.4226,1.1609,3.7272,4.9582,9.0537,21.0365,46.6174,4.7861,2.9186
540,0.0124,2403,1.084,21.52,6.52,-6170.75,3.1192,2.0165,11.3247,85.1059,8.5987,0.2997,50.5025,0.2997,64.3081,119.1156,1.4918,1.2873,10.5571,10.7716,22.4768,34.918,5.3462,3.7221
541,0.009,994,0.519,9.29,3.95,-5372.25,2.2874,2.0088,10.6227,84.8892,8.7418,0.135,50.2052,0.135,63.9238,118.7802,1.4918,0.9178,4.9975,10.63,27.4707,11.1658,3.8237,3.0002
542,0.0114,1400,0.802,21.31,8.96,-5472.75,2.09,1.9878,8.7934,84.2212,9.2047,0.2178,50.1936,0.2178,64.0841,118.034,1.3131,1.174,7.9944,8.7546,40.4347,16.5023,3.5596,3.2479
543,0.0075,390,0.299,16.99,4.29,-5677.75,1.7915,2.0012,8.4626,85.3825,9.7324,0.0932,50.3716,0.0932,64.2442,118.0668,1.1609,0.7664,2.799,7.6587,27.2044,43.9712,3.0594,134.1202
544,0.0116,759,0.175,24.95,6.51,-6424.75,3.8859,1.89,6.9408,85.5983,8.5232,0.0654,50.4559,0.0654,64.0577,118.5342,1.2545,1.1935,1.6727,5.2535,23.4518,70.829,6.6008,2.883
545,0.0042,293,0.208,19.36,6.69,-6369.75,3.7947,1.8907,11.2429,85.3154,8.5135,0.0538,50.3873,0.0538,64.1605,119.2382,1.3543,0.4254,1.9787,8.8094,25.0156,14.1729,6.4432,2.5692
546,0.0172,628,0.624,19.14,4.89,-6328.75,3.333,1.8805,11.1848,86.3794,8.5615,0.1707,50.4915,0.1707,64.0756,118.7712,1.2545,1.7869,5.9956,10.349,15.7466,32.5739,5.7048,2.3244
547,0.0102,360,0.567,10.15,8.52,-6234.5,2.0524,1.8878,9.3344,86.2857,8.5855,0.1904,50.3174,0.1904,63.9733,118.8308,1.3543,1.0482,5.6782,9.8199,29.5517,26.0723,3.4266,1.9278
548,0.006,1799,0.874,18.24,8.15,-5962,2.4326,2.0393,10.3854,84.7007,8.7283,0.3398,49.884,0.3398,63.9335,118.793,1.3543,0.6073,8.9421,9.2567,18.2384,48.6875,4.1895,3.3856
549,0.0063,631,0.592,22.52,5.29,-5490.25,2.2199,2.0065,10.2887,85.8807,9.754,0.1553,50.2775,0.1553,63.9959,118.0116,1.3543,0.6418,5.6798,8.9233,21.0358,27.5844,3.7897,3.649
550,0.004,339,0.343,19.31,7.8,-6330.25,1.9674,1.8855,9.411,85.5528,8.9546,0.1006,50.458,0.1006,64.1864,118.6376,1.1609,0.4091,3.3082,11.7303,35.7889,10.9616,3.4543,3.2821
551,0.0073,569,0.334,16.68,3.87,-5135,1.8825,2.0005,10.7483,84.7226,8.9635,0.097,50.5609,0.097,64.2798,118.5886,1.2545,0.7473,3.2217,8.7383,20.4992,20.5068,3.2413,3.2845
552,0.0059,614,0.847,27.14,10.9,-6188,1.6562,1.8958,8.2762,85.9922,8.5334,0.2501,50.2818,0.2501,63.9469,118.5424,1.3543,0.5981,8.4107,11.3907,66.9553,33.7458,2.8943,2.4182
553,0.0044,579,0.26,16.92,7.2,-6475.5,3.3249,1.8847,11.2839,85.2601,8.5779,0.0834,50.3893,0.0834,64.1459,119.3278,1.3543,0.4508,2.4935,8.5185,24.2582,11.1904,5.6866,3.4322
554,0.0049,400,0.358,21.94,4.32,-5558,2.2043,2.0195,8.7655,85.5528,8.9546,0.1248,50.458,0.1248,64.1864,118.6376,1.2545,0.4977,3.3996,6.6549,14.4505,47.4867,3.8246,3.364
555,0.0051,515,0.396,12.18,4.13,-6380,3.3436,1.8912,11.3675,103.1082,23.1583,0.1131,57.7421,0.1131,74.8511,127.3944,1.8206,0.5172,3.7782,10.4737,19.3949,52.2977,5.7634,2.2021
556,0.0063,300,0.312,18.51,6.89,-5630.75,2.5138,1.9838,11.0746,85.8807,9.754,0.0865,50.2775,0.0865,63.9959,118.0116,1.3543,0.6415,2.9845,7.0114,22.3303,18.659,4.3074,3.3041
557,0.0099,307,1.011,19.06,6.92,-5473.25,1.9631,2.0035,10.9962,85.1669,8.3324,0.3113,50.4421,0.3113,64.154,118.4616,1.8206,1.0179,10.0228,9.8415,26.4632,40.3194,3.3745,138.2373
558,0.0098,661,1.491,10.06,6.47,-5611.5,2.9644,2.0005,11.1104,84.7226,8.9635,0.407,50.5609,0.407,64.2798,118.5886,0.8707,1.0107,14.6011,9.6313,30.8196,62.5341,5.0102,3.3571
559,0.011,531,1.216,20.16,4.64,-6382.5,2.6445,1.881,11.4628,83.6359,9.7836,0.3854,50.2716,0.3854,64.1163,117.9252,1.3543,1.1263,12.0075,11.2056,22.7827,23.1128,4.5383,3.2879
560,0.0074,725,0.873,23.35,13.99,-5666.25,2.7317,2.0528,6.2726,85.2505,8.7812,0.2311,50.3349,0.2311,64.0886,119.2232,0.8707,0.7595,8.1948,28.4119,57.3155,20.55,4.582,3.3142
561,0.0057,571,0.564,15.22,17.67,-5523.75,2.8531,2.0347,6.7104,84.7348,8.6706,0.1621,49.9566,0.1621,64.5635,118.1992,1.1475,0.5803,5.3821,32.7438,105.6999,36.9164,4.7659,4.0485
562,0.005,240,0.24,14.42,7.37,-6477,1.9177,1.8925,6.5051,84.7348,8.6706,0.0671,49.9566,0.0671,64.5635,118.1992,1.1475,0.5141,2.2718,4.0117,44.3888,14.6192,3.2251,4.0485
563,0.005,1554,0.975,16.43,6.6,-5733,3.9977,1.9952,9.1953,84.7007,8.7283,0.3542,49.884,0.3542,63.9335,118.793,1.8206,0.5152,10.1217,8.7834,32.4131,17.5296,6.8237,3.3781
564,0.0064,533,0.375,21.47,7.14,-5242.25,2.8626,2,7.6267,85.513,8.7932,0.0991,50.3159,0.0991,64.0127,118.9228,1.2545,0.6557,3.6097,6.2686,27.6963,65.6944,4.9583,3.1371
565,0.0056,884,0.373,20.41,10.28,-5336,4.0735,1.993,6.8615,84.6838,9.0425,0.1043,50.7493,0.1043,64.4947,117.7228,1.3543,0.5758,3.5774,7.8838,50.8847,27.3558,6.9767,2.8487
566,0.0103,1077,0.203,24.39,6.64,-5472,3.4714,1.9978,8.0929,85.2227,8.5288,0.0684,50.4747,0.0684,64.1901,119.2928,1.2009,1.062,1.939,9.2729,31.7274,15.2509,5.8354,2.091
567,0.0073,692,0.331,13.81,5.83,-5361.5,2.9379,2.0023,9.3265,85.5983,8.5232,0.0953,50.4559,0.0953,64.0577,118.5342,0.8707,0.7518,3.2298,9.8801,62.3849,31.5178,4.97,2.3357
568,0.0071,342,0.683,16.04,9.51,-6341.25,3.1985,1.8945,8.9269,85.2679,8.4896,0.2409,50.3505,0.2409,64.3145,118.3644,1.3131,0.7204,6.8853,8.7616,45.0234,20.7022,5.397,3.4941
569,0.0049,627,0.614,18.69,12.23,-6222.5,2.3849,1.894,6.4883,86.2857,8.5855,0.1754,50.3174,0.1754,63.9733,118.8308,1.1475,0.5019,5.8718,26.1048,59.1854,53.477,4.0271,2.6042
570,0.0047,572,0.212,23.85,7.16,-6305.25,3.3302,1.888,8.1083,86.0936,8.5891,0.0597,50.4484,0.0597,64.1358,119.1796,1.2545,0.4793,2.0451,5.6045,19.0086,13.6147,5.6382,3
571,0.0059,1090,0.442,28.9,5.87,-5412.5,3.5704,1.9957,10.1082,85.7033,8.7568,0.1278,50.0323,0.1278,63.6774,118.7572,1.2009,0.5985,4.2323,9.0359,31.8562,37.132,6.267,3.0459
572,0.0105,197,0.884,26.18,7.61,-5320.5,1.9651,2.0238,11.4274,84.7226,8.9635,0.2496,50.5609,0.2496,64.2798,118.5886,1.3543,1.0777,8.6948,8.3462,48.8959,32.0428,3.3861,3.3888
573,0.0118,485,0.542,16.71,4.88,-5304.5,2.8724,2.0155,10.9805,85.1669,8.3324,0.1558,50.4421,0.1558,64.154,118.4616,1.3131,1.2189,5.2386,7.9757,32.636,73.4527,4.8825,3.07
574,0.0113,368,0.247,17.36,4.95,-5387.5,1.7218,1.9693,6.7757,84.7348,8.6706,0.0731,49.9566,0.0731,64.5635,118.1992,1.1475,1.1597,2.3391,4.2956,21.6696,23.7517,2.9165,4.0485
575,0.0096,405,0.347,15.36,4.8,-6300.25,2.1635,1.8685,8.7336,85.9922,8.5334,0.0976,50.2818,0.0976,63.9469,118.5424,0.8707,0.9829,3.3188,7.9464,21.6685,51.6142,3.6737,2.5457
576,0.0042,1115,0.435,19.28,11.56,-5803,3.0983,1.9852,8.7757,84.9334,8.5459,0.1231,50.4349,0.1231,64.1179,118.4652,1.8206,0.4244,4.2037,9.1606,46.7579,25.0367,5.3483,2.6664
577,0.011,1522,0.944,16.93,11.01,-5766.75,2.6222,2.0125,8.7137,84.2049,8.7662,0.2968,50.2158,0.2968,64.006,118.878,1.2009,1.1347,9.6178,8.9013,33.6616,26.1884,4.5028,4.0086
578,0.0082,987,0.797,26.5,3.89,-5329,1.9507,2.007,9.6694,85.513,8.7932,0.2876,50.3159,0.2876,64.0127,118.9228,1.2009,0.8449,7.9785,7.0022,22.7687,29.2683,3.2811,3.7252
579,0.0043,1110,0.484,32.48,8.6,-5410,2.1632,2.0158,10.697,84.7007,8.7283,0.1372,49.884,0.1372,63.9335,118.793,0.8707,0.4344,4.6435,10.8293,51.942,26.2512,3.714,3.1072
580,0.0093,647,0.407,17.53,5.01,-6180.75,1.9272,1.8908,10.7018,85.2626,8.4092,0.1241,50.4562,0.1241,64.2111,118.4666,1.2545,0.9612,3.9947,8.5238,20.5225,55.6453,3.2937,3.3423
581,0.0061,752,0.458,23.55,5.01,-5461.75,2.3345,1.995,11.2826,84.7226,8.9635,0.1679,50.5609,0.1679,64.2798,118.5886,1.2009,0.6287,4.38,8.8464,23.4695,16.0743,4.0339,3.4091
582,0.0336,928,0.436,23.61,4.04,-5055.5,2.1024,1.9648,10.9835,84.7226,8.9635,0.1508,50.5609,0.1508,64.2798,118.5886,0.8707,3.5347,4.1558,8.9941,10.9575,8.9986,3.585,3.0021
583,0.0161,460,0.599,13.9,5.66,-5343,3.0534,2.0192,9.1337,84.6614,8.7994,0.2075,50.3964,0.2075,64.1107,118.921,0.9343,1.6695,6.0828,6.3171,71.5472,22.9634,5.4754,2.5583
584,0.0159,737,0.172,15.45,4.09,-5541.75,2.6299,2.0062,6.6606,84.7348,8.6706,0.061,49.9566,0.061,64.5635,118.1992,1.2164,1.6538,1.6344,3.4025,14.8364,37.8956,4.4571,1.7213
585,0.0061,764,0.157,17,9.75,-5782.25,2.5518,1.9682,6.4035,84.7348,8.6706,0.0598,49.9566,0.0598,64.5635,118.1992,1.2164,0.6263,1.4773,5.467,54.1546,20.4024,4.3209,4.0485
586,0.01,448,0.37,22.23,10.2,-5254.5,2.6122,1.9937,6.6706,85.3154,8.5135,0.1042,50.3873,0.1042,64.1605,119.2382,1.0482,1.0292,3.6046,4.8752,42.7111,17.2635,4.5214,2.1265
587,0.0059,459,0.205,14.06,7.16,-6208.75,3.3315,1.8852,10.4916,84.9334,8.5459,0.0633,50.4349,0.0633,64.1179,118.4652,1.0482,0.6087,1.9617,9.8795,27.2771,17.8269,5.6734,3.0459
588,0.0104,1043,0.473,18.34,4.79,-5409.25,3.1001,2.014,9.946,85.7881,8.77,0.1414,50.0774,0.1414,63.708,118.8018,1.2545,1.0682,4.94,9.5692,23.1588,12.4228,5.2734,2.8562
589,0.0099,1324,0.532,15.39,7.33,-5926.25,3.3055,2.0255,9.7023,85.2505,8.7812,0.1837,50.3349,0.1837,64.0886,119.2232,1.0482,1.0207,5.5135,9.1455,31.5588,24.591,5.6894,2.8562
590,0.018,761,0.315,20.22,4.77,-5551.75,2.778,2.0107,9.593,84.9334,8.5459,0.1099,50.4349,0.1099,64.1179,118.4652,1.2164,1.8719,3.0284,7.5032,33.6199,19.9232,4.8027,3.6929
591,0.0129,2585,0.469,15.72,6.61,-5389.75,2.0371,1.9905,6.4923,85.8748,8.8132,0.1618,49.8348,0.1618,63.6886,118.8018,1.3131,1.3251,4.4251,5.6817,29.289,17.0491,3.5007,2.8487
592,0.0057,509,0.315,12.75,4.03,-5536,3.7084,1.9883,6.9117,103.1082,23.1583,0.0881,57.7421,0.0881,74.8511,127.3944,1.0482,0.5862,2.9685,5.6562,28.9636,39.1418,6.2485,2.442
593,0.0146,2133,0.874,26.46,16.51,-6257.5,3.6222,2.0055,6.6024,84.7348,8.6706,0.28,49.9566,0.28,64.5635,118.1992,1.8627,1.5151,8.1985,32.8988,62.7096,50.0295,6.0834,2.7908
594,0.0059,408,0.687,16.05,4.79,-6585.75,3.9208,1.8927,8.9278,83.7263,8.7867,0.2181,50.198,0.2181,64.0159,118.6914,1.3131,0.6021,6.9782,5.7914,18.1683,13.9469,6.6467,2.8487
595,0.0076,1124,0.3,20.58,4.01,-5484,3.2574,1.977,9.2661,85.3825,9.7324,0.0901,50.3716,0.0901,64.2442,118.0668,0.8707,0.7864,2.866,6.5225,23.2017,15.3889,5.7093,3.1316
596,0.0135,496,0.23,13.14,5.87,-6495.25,1.9686,1.894,8.3872,84.2212,9.2047,0.0688,50.1936,0.0688,64.0841,118.034,0.8707,1.3849,2.2028,7.9299,22.9613,17.2999,3.4416,2.8159
597,0.0172,820,0.234,16.84,4.7,-5353,3.2844,1.9937,6.4153,103.1082,23.1583,0.0755,57.7421,0.0755,74.8511,127.3944,1.2164,1.7921,2.2013,4.6937,24.6798,23.1954,5.7648,2.8487
598,0.01,417,1.056,17.7,5.47,-6279,3.3734,1.884,11.4268,83.6359,9.7836,0.3004,50.2716,0.3004,64.1163,117.9252,0.8707,1.0257,10.3046,10.8175,18.0259,88.9624,5.7033,2.7729
599,0.0184,109,0.375,23.23,6.68,-6506.5,2.9372,1.8885,11.855,84.8892,8.7418,0.125,50.2052,0.125,63.9238,118.7802,1.3131,1.9224,3.5751,10.755,29.0727,17.0803,4.9806,2.3244
600,0.0094,404,0.3,11.88,5.99,-5761,2.5416,2.0315,4.7008,85.4112,8.6005,0.0982,50.4016,0.0982,64.0546,119.239,1.0482,0.9634,2.817,8.9928,42.0228,19.5607,4.4097,2.8603
601,0.0229,436,0.355,19.98,5.75,-5518.75,2.102,1.997,10.7514,86.4465,8.6527,0.1014,50.215,0.1014,63.9211,118.102,0.8707,2.3983,3.2894,4.9764,17.5931,8.909,3.581,2.7061
602,0.0133,1553,1.009,19.31,6.03,-5160.25,2.0473,2.0042,11.7483,84.6614,8.7994,0.3324,50.3964,0.3324,64.1107,118.921,1.8206,1.3788,10.1132,8.9657,33.1058,18.1052,3.5013,2.7525
603,0.007,588,0.503,25.42,10.46,-5542.5,2.8738,1.9823,6.3446,83.7738,8.6427,0.1376,50.1799,0.1376,64.2704,118.5748,1.3096,0.7233,4.6487,9.0309,36.9334,16.9341,4.8595,3.9746
604,0.0082,361,0.683,21.91,4.27,-6484,1.2183,1.882,9.3562,83.768,8.6895,0.1992,50.3162,0.1992,64.1715,118.3654,1.3096,0.8458,6.6776,7.9861,37.4032,29.1631,2.1234,3.2382
605,0.0211,361,0.441,20.87,7.69,-6349.75,3.4117,1.8923,9.9673,85.6608,9.5713,0.1277,50.3999,0.1277,64.1016,118.0156,1.8206,2.2004,4.1329,6.0497,22.3653,12.9872,5.7416,3.7497
606,0.0076,596,0.197,18.5,8.75,-5750,4.6757,1.9763,7.3476,83.7738,8.6427,0.0564,50.1799,0.0564,64.2704,118.5748,1.3096,0.7797,1.8763,3.6874,31.5734,12.5328,8.1348,2.9554
607,0.0071,252,0.728,17.77,9.99,-5613.5,2.4235,1.9527,10.3008,85.2764,8.7219,0.2794,50.1373,0.2794,63.8842,118.534,1.3096,0.7327,7.5433,8.9018,49.949,28.4269,4.1105,2.6968
608,0.0087,223,0.29,18.51,8.47,-5279.5,1.2925,2.024,7.7487,86.3794,8.5615,0.0855,50.4915,0.0855,64.0756,118.7712,1.3096,0.8961,2.8013,7.3686,43.4896,21.4686,2.2343,3.2396
609,0.0126,328,0.318,23.66,7.11,-6466,3.1724,1.884,10.9832,85.5265,8.659,0.1128,50.4068,0.1128,64.061,118.9532,0.689,1.3096,3.0992,9.373,43.9046,17.807,5.4002,2.8686
610,0.0153,601,0.188,21.28,10.79,-5172.25,2.8366,2.006,6.7832,86.3794,8.5615,0.0621,50.4915,0.0621,64.0756,118.7712,1.3096,1.5935,1.8107,4.1902,44.3223,12.313,4.8288,3.0859
611,0.0142,151,1.356,32.17,4.77,-6447,2.182,1.8825,9.519,84.9737,8.441,0.4095,50.365,0.4095,64.3579,118.4008,1.2164,1.4735,13.8583,6.99,17.5073,28.4248,3.7644,3.3856
612,0.0077,1154,0.27,21.79,6.99,-5602.25,2.1547,2.016,6.5092,85.8807,9.754,0.0747,50.2775,0.0747,63.9959,118.0116,0.9118,0.7935,2.555,7.1541,33.2237,42.131,3.6784,2.987
613,0.0073,486,0.318,12.51,8.35,-5640,2.2091,1.9795,6.4099,85.822,9.0776,0.0936,50.4667,0.0936,64.059,118.0494,0.9118,0.7481,3.0477,5.6024,30.4415,72.2292,3.7267,2.6747
614,0.0086,735,0.302,16.87,6.22,-6470.75,1.73,1.8685,6.5209,85.2601,8.5779,0.0929,50.3893,0.0929,64.1459,119.3278,1.9946,0.8899,2.8567,5.4566,22.2627,45.4003,2.9451,3.5812
615,0.0054,444,0.298,22.19,5.82,-6545,3.911,1.9053,6.7381,85.2764,8.7219,0.0846,50.1373,0.0846,63.8842,118.534,1.4652,0.5544,2.8241,5.2362,37.242,26.2352,6.7283,3.11
616,0.0141,506,0.774,22.54,9.13,-5277.25,2.1089,1.9743,9.4302,85.2505,8.7812,0.2887,50.3349,0.2887,64.0886,119.2232,1.9946,1.4643,7.9523,9.1253,46.5636,23.5493,3.5547,2.6335
617,0.0081,497,0.289,18.14,5.52,-6474.25,3.3714,1.8782,7.6653,85.822,9.0776,0.0892,50.4667,0.0892,64.059,118.0494,0.9118,0.8285,2.7738,5.8761,22.7612,20.2959,5.7821,2.5319
618,0.0278,512,0.822,18.1,9.93,-6238.25,2.2376,1.889,9.454,85.9922,8.5334,0.2749,50.2818,0.2749,63.9469,118.5424,1.9946,2.8513,8.5376,11.5363,41.0602,48.0454,3.7724,2.4497
619,0.0083,394,0.322,22.19,8.49,-6283.75,2.1614,1.882,7.5488,86.0936,8.5891,0.0961,50.4484,0.0961,64.1358,119.1796,1.9946,0.8503,3.0939,7.3011,28.6749,43.8631,3.6506,2.9558
620,0.0167,1123,0.23,18.45,8.32,-5422,2.2046,1.9783,6.4445,85.2764,8.7219,0.0689,50.1373,0.0689,63.8842,118.534,1.9946,1.7426,2.1848,7.2065,38.6361,20.2233,3.7157,139.1348
621,0.0084,631,0.461,18.47,5.33,-6286.75,2.4907,1.8782,7.4156,103.1082,23.1583,0.151,57.7421,0.151,74.8511,127.3944,1.9946,0.8581,4.3865,4.9506,20.1378,26.8993,4.2644,3.0312
622,0.0092,441,0.283,17.79,3.6,-6590.75,1.1702,1.8803,7.8228,85.7833,8.7696,0.0978,50.124,0.0978,63.7482,118.7706,1.3987,0.9541,2.6839,5.6035,23.5781,21.2508,1.9778,2.9957
623,0.0104,540,0.319,25.45,3.5,-6386.75,3.4118,1.867,7.0885,84.6838,9.0425,0.0973,50.7493,0.0973,64.4947,117.7228,1.4652,1.0703,3.0316,5.3406,19.5363,43.1104,5.8189,2.8292
624,0.0127,650,0.418,15.39,6.21,-5520.25,4.0774,1.995,4.3522,86.3794,8.5615,0.1183,50.4915,0.1183,64.0756,118.7712,1.3987,1.3115,3.9893,6.9923,32.9035,15.574,7.0281,1.7213
625,0.0103,439,0.424,21.72,7.06,-5529.25,2.0789,2.0202,10.9333,86.6785,9.0121,0.1372,50.5767,0.1372,64.0904,117.6884,1.3373,1.0662,4.1529,11.3504,36.0245,18.4845,3.5077,2.5986
