,F153,F159,F198,F200,F201,F21,F26,F273,F319,F32,F33,F334,F337,F34,F35,F39,F4,F407,F411,F426,F470,F474,F476,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573
361,0.0049,179,0.278,17.5,6.99,-6457.75,1.9047,19.7183,8.7817,84.742,9.2291,0.0954,2.3163,50.4582,64.3409,118.0744,0.9374,1.7874,2.6606,0.499,2.682,26.7951,30.5363,2.5619,17.51,1.41,7.8968,0.5949,4.4014,1.7221,15.4662,8.21,0.2641
362,0.0159,1048,0.195,18.57,6.25,-5775,1.9938,19.9141,9.476,87.4809,8.6829,0.0533,2.0792,59.7711,79.2786,133.3898,1.5611,0.6222,2.5,1.6422,1.7912,14.4599,13.8955,4.2652,22.13,1.45,10.9767,0.6069,5.4362,1.7854,,10.37,0.2887
363,0.0111,546,0.223,19.23,7.08,-6295.75,1.898,19.3948,8.8037,86.8866,8.8505,0.0621,1.9247,50.4036,64.0557,118.808,1.2981,1.6678,2.4188,1.1364,2.1081,33.4551,13.7341,5.727,20.13,1.59,9.288,0.7202,4.9357,2.1076,4.2725,9.33,0.1854
364,0.0057,675,1.084,21.17,11.05,-5319.25,2.0097,19.3948,4.3717,85.3625,8.5952,0.3123,3.069,50.3491,64.0145,118.227,1.2981,0.8846,2.4188,0.5794,10.6876,38.387,11.6927,3.6116,,,,,,,24.5842,8.5,0.2524
365,0.0135,745,0.321,16.29,3.52,-5415,2.0065,23.6616,10.8728,84.5743,9.396,0.0924,1.1053,50.3131,63.9428,117.5134,0.8039,1.5465,2.9016,1.3887,3.0742,24.4313,14.8925,5.5148,13.37,0.66,5.8854,0.3029,3.4352,0.8525,15.4662,6.88,0.2227
366,0.0061,935,0.298,19.27,9.32,-5467.5,1.9903,17.7343,9.7285,84.8399,8.5266,0.0919,2.3781,50.2925,64.0317,117.918,0.7665,0.9168,2.2097,0.6189,2.8375,46.8153,11.7133,3.528,23.5,1.05,11.156,0.3869,6.0108,1.4603,20.4313,10.03,0.1762
367,0.0187,498,0.341,19.65,18.18,-6261.75,1.8723,19.3948,10.1162,83.9167,9.4043,0.0897,4.8989,50.4181,64.4134,118.1592,1.2981,0.8846,2.4188,1.9395,3.2145,24.599,10.8637,4.8676,21.62,0.8,10.4069,0.3217,5.3578,1.0681,29.994,8.21,0.2641
368,0.0158,294,0.26,16.3,4.31,-6393.5,1.8758,19.3948,8.86,85.482,9.3998,0.0713,1.4384,50.4069,64.2033,118.3028,1.2981,1.6678,2.4188,1.6318,2.4354,42.1135,21.1349,4.8707,19.09,0.8,7.5474,0.3079,4.6545,0.9662,51.0455,12.05,0.3883
369,0.018,779,0.329,15,6.04,-5493,1.9962,19.7183,9.4201,84.8399,8.5266,0.0911,2.4046,50.2925,64.0317,117.918,0.9374,1.6071,2.6606,1.863,3.1531,32.0933,8.9628,4.3847,,,,,,,15.4662,6.8,0.2055
370,0.0186,475,0.424,15.26,6.43,-6270.5,1.8855,19.0207,10.4891,85.2626,8.4092,0.1172,2.114,50.4562,64.2111,118.4666,1.3168,0.9168,2.5755,1.9299,4.0746,25.1526,18.3963,3.231,20.6,1.18,9.1278,0.4833,4.9956,1.555,12.0777,7.55,0.44
371,0.0696,683,0.308,17.29,7.89,-6362.25,1.8798,23.7238,10.42,86.3239,9.5642,0.0933,2.6167,50.3645,63.9038,117.5064,0.901,0.6222,3.5827,7.3407,2.9563,32.4215,23.5319,5.0345,13.98,0.81,6.6321,0.3461,3.4486,1.0273,12.3437,9.27,0.2244
372,0.0057,157,0.469,19.44,2.55,-6408.75,1.8923,18.201,9.5051,86.931,8.8384,0.1389,0.9058,50.3353,64.0776,118.7636,1.327,1.6678,2.1713,0.587,4.4878,18.4045,13.0047,4.5947,,,,,,,,9.62,0.2021
373,0.016,225,0.164,17.84,4.93,-5120,1.9497,17.5459,8.999,85.4465,9.1855,0.0516,1.3561,50.4666,63.7996,118.579,1.439,0.9889,2.0778,1.6453,1.5443,28.746,11.0357,4.3777,,,,,,,15.4662,272.41,0.2813
374,0.0047,436,0.858,17.45,10.17,-6453.75,1.8745,22.7433,5.0498,84.5551,9.9964,0.2973,2.9507,50.4757,64.3827,118.022,0.8579,1.6071,3.1785,0.4832,8.6718,44.544,15.2637,5.1794,,,,,,,15.4662,10.03,0.1762
375,0.0053,365,0.094,15.24,8.76,-6402.75,1.8855,19.0207,8.8235,85.1712,8.5405,0.0362,3.0355,50.2488,64.1314,118.4904,1.3168,1.7372,2.5755,0.5426,0.8687,20.8526,13.7921,5.3828,,,,,,,,7.93,0.2397
376,0.0047,638,0.229,14.07,5.55,-6279.5,1.8885,22.5539,8.7801,86.8866,8.8505,0.0766,1.8683,50.4036,64.0557,118.808,1.4633,0.8846,3.2967,0.4833,2.1517,19.4632,11.6344,4.7046,17.3,1.53,8.2673,0.7194,4.2568,1.8799,,7.5,0.4438
377,0.0061,683,0.477,29.19,5.21,-5435.5,2.001,19.7183,10.231,84.4995,9.0695,0.1452,1.7147,50.2895,64.2187,124.6244,0.9374,1.7874,2.6606,0.627,4.6388,35.2174,65.9965,3.5207,13.17,0.63,6.6072,0.2449,3.2938,0.8469,15.4662,7.55,0.44
378,0.0138,463,0.445,21.78,10.55,-6253.5,1.8932,18.5915,8.4751,85.2626,8.4092,0.1381,3.6828,50.4562,64.2111,118.4666,1.3076,1.7874,2.4966,1.416,4.2517,56.0351,15.1558,4.0566,17.14,1.12,7.0897,0.4285,4.1992,1.5278,,8.77,0.3429
379,0.0131,267,0.372,19.16,8.44,-5593.75,2.0122,17.7074,9.5902,84.533,8.872,0.1085,2.0492,50.3074,64.1215,118.0124,0.974,0.8846,2.3757,1.3533,3.4848,23.9198,14.9395,5.1923,17.74,1.08,7.4652,0.4223,4.3915,1.4556,,6.51,0.3161
380,0.0156,625,0.532,14.73,11.16,-5384.75,1.9805,17.7074,4.9486,83.8879,9.1757,0.1449,3.4798,50.4244,64.3159,118.2554,0.974,0.8846,2.3757,1.6165,5.0829,46.6942,35.5485,3.7313,24.8,1.08,11.7337,0.4028,6.0001,1.3038,32.8837,7.58,0.3786
381,0.0187,1827,0.39,10.85,11.35,-6915,1.8777,18.201,4.8745,85.4451,8.5788,0.1225,3.191,50.2484,63.9261,118.3794,1.327,1.5465,2.1713,1.9412,3.8003,56.0015,23.627,3.4891,20.98,1.85,10.0455,0.748,5.192,2.4779,21.2855,7.68,0.396
382,0.0052,1463,0.207,15.96,8.1,-5468,2.0118,18.5853,9.238,85.5573,8.6915,0.0585,2.1096,50.465,64.1145,118.8908,0.7217,1.6404,2.4348,0.5344,1.9546,30.2327,46.8076,6.448,,,,,,,17.8764,8.6801,0.1303
383,0.017,209,0.29,15.57,4.82,-6391.5,1.8932,19.3948,8.9882,85.6608,9.5713,0.0981,1.49,50.3999,64.1016,118.0156,1.2981,1.6678,2.4188,1.7597,2.7807,22.2023,7.1079,4.8579,,,,,,,,434.04,1.3634
384,0.0226,1368,0.308,14.79,6.65,-5047.75,1.9925,19.7183,11.1333,92.072,8.9416,0.0942,2.4025,59.3488,78.254,132.5378,0.9374,0.8846,2.6606,2.3637,2.926,37.546,19.4568,5.494,,,,,,,,10.73,0.1808
385,0.0398,318,1.032,21.57,10.64,-5448,1.9965,18.201,5.3969,85.5361,8.536,0.3312,2.798,50.3421,63.9167,118.4394,1.327,1.6404,2.1713,4.1746,10.2879,39.2892,14.6182,5.6109,21.41,1.59,9.6884,0.6333,5.2565,2.1387,18.9263,9.7,0.4004
386,0.0109,1352,0.227,14.88,6.16,-5046.25,1.9867,22.5539,9.4989,92.072,8.9416,0.0758,1.6073,59.3488,78.254,132.5378,1.4633,0.8846,3.2967,1.12,2.1407,26.7092,11.1222,5.3467,,,,,,,30.6027,10.74,0.2621
387,0.018,3492,0.222,9.11,7.53,-4778.5,1.9885,23.894,4.6577,83.9167,9.4043,0.0619,2.5429,50.4181,64.4134,118.1592,1.2678,1.5465,3.0139,1.8688,2.0565,17.3344,18.6827,4.0225,16.11,1.47,7.1629,0.6063,3.9885,1.887,,7.73,0.4608
388,0.0197,1018,0.434,15.9,6.62,-6408.25,1.8908,19.3948,10.8356,85.3625,8.5952,0.1198,1.8838,50.3491,64.0145,118.227,1.2981,1.5465,2.4188,2.051,4.161,23.7414,9.8746,4.8537,,,,,,,,8.52,0.2294
389,0.0062,1735,1.02,20.57,5.81,-5631.75,2.0112,19.0207,6.0541,83.9167,9.4043,0.3355,1.7804,50.4181,64.4134,118.1592,1.3168,0.9168,2.5755,0.636,10.0185,21.1336,15.5485,6.2486,22.17,1.82,10.6745,0.8049,5.436,2.2427,18.0661,9.14,0.2281
390,0.0077,2016,0.345,13.71,10.29,-6894.25,1.8998,19.3893,8.8845,85.5983,8.5232,0.1201,3.2855,50.4559,64.0577,118.5342,0.7565,1.1348,2.555,0.7916,3.3575,51.8905,15.3042,5.6186,17.13,0.87,7.3144,0.4207,4.1894,1.1666,12.9491,8.36,0.3706
391,0.0141,1919,0.294,23.2,8.64,-6203.25,2.0083,18.5853,10.076,86.4465,8.6527,0.0775,2.3925,50.215,63.9211,118.102,0.7217,1.1348,2.4348,1.4515,2.7468,16.877,13.1504,5.4929,12.83,0.96,6.2073,0.3986,3.1682,1.3198,,7.46,0.4854
392,0.0161,237,0.573,20.83,5.83,-4929.5,1.9483,17.0475,11.1439,85.4465,9.1855,0.1564,2.0308,50.4666,63.7996,118.579,1.3719,0.9168,1.9469,1.662,5.5031,18.391,25.0945,5.127,16.49,1.19,7.9725,0.4538,4.137,1.4335,15.4662,10.46,0.1936
393,0.014,244,0.207,15.61,5.03,-6250.25,1.9108,22.5539,8.8415,85.5455,9.2655,0.0652,1.603,50.3358,63.8677,117.4194,1.4633,1.5465,3.2967,1.4441,1.9071,30.884,6.3566,4.3227,21.71,1.42,10.2814,0.5877,5.2927,1.7168,30.4867,150.77,1.2515
394,0.0187,158,0.48,24.29,7.56,-6382,1.8867,19.7183,9.3598,86.4863,8.828,0.1615,2.3858,50.2667,63.9349,118.039,0.9374,1.6071,2.6606,1.934,4.6039,36.6088,17.2182,5.2384,23.46,1.49,10.3594,0.6724,5.7002,1.9571,13.4038,10.38,0.407
395,0.0061,795,0.519,17.02,13.21,-5226.5,2.0223,18.201,5.726,85.5361,8.536,0.1991,3.7851,50.3421,63.9167,118.4394,1.327,1.6678,2.1713,0.6269,4.992,49.7623,10.7344,4.1809,13.13,2.21,5.3617,0.8773,3.213,2.9274,17.2918,9.66,0.3695
396,0.0121,358,0.29,19.83,5.36,-6411.75,1.8767,19.7183,9.2864,84.5551,9.9964,0.0816,1.6502,50.4757,64.3827,118.022,0.9374,1.6071,2.6606,1.2486,2.7126,16.1315,15.8701,4.0699,16.1,2.03,6.4066,0.8038,4.0044,2.5151,18.0932,9.33,0.1854
397,0.005,806,0.412,15.71,6.77,-5453.5,2.0213,18.5853,9.4832,85.3825,9.7324,0.1246,1.7993,50.3716,64.2442,118.0668,0.7217,1.1348,2.4348,0.5063,3.8868,18.0148,23.3677,4.1302,,,,,,,,7.85,0.1803
398,0.0177,667,0.488,17.16,4.88,-6487.25,1.8855,17.7074,9.9969,83.9167,9.4043,0.1342,1.4061,50.4181,64.4134,118.1592,0.974,1.5465,2.3757,1.8404,4.6309,19.1242,8.257,2.9426,9.97,1.01,4.0971,0.3824,2.5041,1.3494,19.6766,8.38,0.3953
399,0.0066,365,0.252,10.74,4.52,-6465,1.8933,20.6032,8.4149,84.0746,9.3335,0.0698,1.2974,50.4357,64.3729,118.0092,0.776,1.6404,2.6883,0.6777,2.3929,33.3005,13.5791,4.3618,15.22,1.04,7.2333,0.4777,3.751,1.2515,,8.47,0.192
400,0.006,577,0.307,19.2,3.49,-5220.25,2.0088,20.6032,9.1395,84.9715,8.6013,0.0947,1.1592,50.3243,64.0262,118.2548,0.776,1.1348,2.6883,0.6183,2.9161,22.1153,9.7424,3.5088,17.07,1.83,8.0912,0.7598,4.2638,2.2349,9.6101,7.47,0.1043
401,0.0051,379,0.348,22.54,5.2,-6400.25,1.898,18.5853,9.3846,85.5983,8.5232,0.1037,1.4932,50.4559,64.0577,118.5342,0.7217,1.6404,2.4348,0.5176,3.3251,37.9388,39.3867,3.2902,16.97,1.09,7.3824,0.4312,4.1728,1.4582,,9.35,0.3596
402,0.0056,456,0.357,20.17,4.9,-5566.75,2.006,24.3718,9.4701,84.7529,9.0622,0.1213,1.5342,50.4373,64.2906,118.1142,0.8396,1.6678,3.4346,0.5748,3.4697,23.3548,30.8985,5.0952,10.51,1.8,4.9969,0.703,2.6195,2.2909,30.8595,7.55,0.44
403,0.0048,200,0.356,13.18,5.15,-5655.25,1.9845,18.5853,8.6033,85.5983,8.5232,0.115,1.5595,50.4559,64.0577,118.5342,0.7217,1.6404,2.4348,0.4907,3.4144,25.8792,28.6856,3.8302,21.35,1.31,10.0809,0.5189,5.3104,1.6196,,7.67,0.2679
404,0.006,328,0.222,17.14,7.34,-6501.5,1.8662,22.7433,10.3572,84.7297,8.5177,0.0809,2.1641,50.4695,64.1615,118.2112,0.8579,1.5465,3.1785,0.6136,2.1311,34.5422,7.7197,3.5365,13.21,1.02,6.6531,0.4484,3.2882,1.3088,28.4922,8.9,0.3756
405,0.0091,248,0.921,16.25,7.41,-5583.25,2.001,22.7433,9.6135,86.0209,9.2328,0.2748,2.3736,50.3586,63.7799,117.7358,0.8579,1.5465,3.1785,0.9256,9.3434,28.3784,41.9454,2.8287,,,,,,,11.0972,7.55,0.44
406,0.0145,789,0.471,23.96,10.75,-5633.25,2.008,18.5853,9.2144,84.9715,8.6013,0.1515,3.4743,50.3243,64.0262,118.2548,0.7217,1.6404,2.4348,1.4978,4.3938,42.7445,7.2705,3.4928,15.49,0.89,7.4357,0.3757,3.8653,1.2278,,8.37,0.2784
407,0.0098,288,0.352,17.97,3.85,-6572.75,1.882,18.3171,10.9374,84.5743,9.396,0.108,1.3714,50.3131,63.9428,117.5134,1.6603,1.4396,2.7907,1.0161,3.3464,17.8406,10.3101,5.1481,,,,,,,24.7583,6.88,0.2227
408,0.0057,324,0.942,18.35,8.39,-6271,1.9018,17.7074,4.9397,85.1712,8.5405,0.3025,2.6131,50.2488,64.1314,118.4904,0.974,1.6678,2.3757,0.5832,9.3245,41.0679,42.2854,4.7546,15.26,1.3,6.9021,0.4602,3.7609,1.6675,19.9079,6.21,0.2724
409,0.0052,431,0.376,22.14,7.4,-6259.5,1.896,22.7433,8.2932,86.3857,8.8513,0.125,2.4632,50.1431,63.7749,118.0906,0.8579,1.1348,3.1785,0.5311,3.5742,33.98,18.2926,5.8867,18.08,0.85,8.6704,0.3034,4.6204,1.1606,15.4662,9.83,0.3354
410,0.0194,344,0.288,20.8,6.8,-6418.25,1.85,19.3948,10.3183,86.106,8.7879,0.0994,2.0553,49.9276,63.9266,117.7078,1.2981,1.5465,2.4188,2.0182,2.7964,38.3689,18.1478,4.4008,18.78,1.26,8.3629,0.4652,4.5748,1.6949,,10.36,0.4019
411,0.0051,674,0.128,20.79,3.32,-5487.25,2.0015,18.3171,8.7938,85.5573,8.6915,0.0456,0.999,50.465,64.1145,118.8908,1.6603,1.4396,2.7907,0.5238,1.1975,38.4662,7.1441,6.7245,17.42,1.58,8.0693,0.5904,4.2515,2.1805,11.841,9.48,0.629
412,0.0108,298,0.273,19.04,6.39,-6282.5,1.888,17.7074,9.9524,85.1712,8.5405,0.0793,1.7837,50.2488,64.1314,118.4904,0.974,1.6678,2.3757,1.1136,2.58,24.4157,29.3085,5.3416,13.71,0.78,7.1919,0.3351,3.3751,1.0141,20.824,11.18,0.1966
413,0.0119,821,0.209,15.22,6.51,-5595.75,1.9627,18.5853,9.8113,85.5361,8.536,0.0625,1.8189,50.3421,63.9167,118.4394,0.7217,1.5465,2.4348,1.2252,1.9868,27.6349,19.6591,6.6146,,,,,,,11.2698,7.96,0.2694
414,0.0101,250,1.262,18.42,5.53,-5349.75,2.0025,18.3171,11.6339,85.5265,8.659,0.3414,1.8445,50.4068,64.061,118.9532,1.6603,1.4396,2.7907,1.0352,12.2791,26.5847,48.4093,5.8465,16.17,2.22,7.8756,0.8342,3.9552,2.709,,8.77,0.2098
415,0.0049,446,0.305,18.7,3.5,-5679,2.022,22.0973,8.7948,85.5573,8.6915,0.095,1.2565,50.465,64.1145,118.8908,1.6219,1.4396,3.1389,0.5052,2.9075,45.6256,79.3758,7.8051,14,2.3,6.5454,0.9398,3.4256,2.8371,20.8165,10.82,0.2019
416,0.0141,413,0.251,15.9,5.47,-6449.25,1.8815,22.7433,8.6089,86.0209,9.2328,0.0741,1.7222,50.3586,63.7799,117.7358,0.8579,1.6404,3.1785,1.4611,2.3922,24.8691,14.8026,5.9387,16.2,0.84,7.5576,0.333,3.8416,1.1252,15.4662,7.69,0.2934
417,0.0225,953,0.428,24.67,3.97,-5469.75,1.974,19.3893,9.8218,85.5983,8.5232,0.1226,1.1538,50.4559,64.0577,118.5342,0.7565,1.4396,2.555,2.3473,4.0673,25.1472,39.3925,7.9269,20.46,1.32,9.412,0.5042,5.0808,1.7992,,7.79,0.1621
418,0.0089,721,0.418,21.59,4.05,-5532.25,1.9812,18.3171,10.0347,84.2999,8.6439,0.1234,1.3531,50.5795,64.4484,119.0822,1.6603,1.4396,2.7907,0.9138,3.9587,14.5663,5.5333,3.8724,14.89,0.93,6.2393,0.3869,3.6237,1.2705,25.3671,8.5699,0.3475
419,0.0088,271,0.982,15.4,4.99,-6554.75,1.8817,22.762,11.5645,85.8823,8.7851,0.2834,1.4964,50.1652,63.8402,118.92,0.983,1.5147,3.5113,0.9007,9.7843,34.9571,53.2762,6.3289,17.02,1.19,7.7697,0.4692,4.1478,1.4577,15.4662,9.14,0.4976
420,0.0142,490,0.437,29.22,5.98,-6489.25,1.8862,17.6657,11.3756,84.5743,9.396,0.1202,1.6174,50.3131,63.9428,117.5134,0.9496,1.4396,2.4674,1.4777,4.1646,30.8174,22.4824,5.0501,,,,,,,21.2296,8.58,0.197
421,0.0145,472,0.986,19.33,9.06,-5563.5,1.9992,22.5539,10.8264,86.1197,9.043,0.2523,2.5246,50.36,63.8744,117.6784,1.4633,1.6404,3.2967,1.4959,9.7473,13.8324,26.1411,4.5109,,,,,,,15.4662,7.35,0.3948
422,0.0155,352,0.281,19.38,4.26,-6506.75,1.8887,22.762,11.0891,85.8823,8.7851,0.0844,1.2754,50.1652,63.8402,118.92,0.983,1.5147,3.5113,1.6145,2.7347,35.3669,57.5692,5.4185,20.14,0.84,9.1887,0.3537,4.86,1.119,14.1736,7.84,0.181
423,0.0125,731,0.531,19.63,4.23,-5142.25,1.9792,17.7074,10.7662,83.8879,9.1757,0.1339,1.09,50.4244,64.3159,118.2554,0.974,1.5147,2.3757,1.2893,4.9258,16.8203,29.962,6.1351,17.56,1.21,8.0739,0.4964,4.3313,1.5667,22.2544,5.96,0.3922
424,0.0148,470,0.349,17.81,6.17,-5282.75,1.9572,22.7433,10.0673,85.4465,9.1855,0.0968,1.8397,50.4666,63.7996,118.579,0.8579,1.4396,3.1785,1.5308,3.23,14.9316,14.7744,5.5412,14.15,0.9,6.0911,0.3829,3.531,1.2101,15.4662,7.11,0.2709
425,0.0097,2525,0.663,26.86,5.08,-6047,2.0313,18.5128,11.2091,85.2296,8.4421,0.2211,1.7799,50.2731,64.0899,118.4058,1.7585,1.0391,2.7555,0.9968,6.4369,27.2031,8.5245,5.9314,17.71,0.75,8.0567,0.3185,4.3519,0.9226,,9.36,0.2135
426,0.0111,432,0.639,10.13,6.14,-6336,1.892,22.0973,11.0611,86.931,8.8384,0.1777,1.7026,50.3353,64.0776,118.7636,1.6219,1.0391,3.1389,1.1405,6.2226,23.3695,27.1455,4.7895,,,,,,,19.6943,59.58,0.8335
427,0.0112,2085,0.527,19.68,8.31,-5932,2.0377,18.3171,11.6452,84.6614,8.7994,0.1858,2.1294,50.3964,64.1107,118.921,1.6603,1.0391,2.7907,1.1539,5.134,34.0058,36.306,4.4694,,,,,,,,6.04,0.3553
428,0.0114,800,0.427,19.86,6.44,-5427.75,1.986,18.9628,11.0799,84.6614,8.7994,0.157,1.892,50.3964,64.1107,118.921,1.6377,1.0391,2.5408,1.1766,4.154,28.0864,38.9198,3.6008,14.53,1.59,6.6478,0.5923,3.5464,1.956,,8.2,0.2814
429,0.0134,216,0.828,11.38,7.19,-6467.25,1.8962,27.9554,11.525,85.8823,8.7851,0.1973,1.8525,50.1652,63.8402,118.92,1.5565,1.5016,4.0927,1.3839,8.1833,34.0384,37.7123,7.8834,17.95,0.55,8.2961,0.2273,4.4698,0.7282,30.5403,7.84,0.181
430,0.01,449,0.364,23.12,5.92,-6313.25,1.8935,18.5128,11.7629,84.2999,8.6439,0.1199,1.7662,50.5795,64.4484,119.0822,1.7585,1.0391,2.7555,1.0274,3.4468,26.2992,9.8059,6.8334,14.36,0.3,6.3259,0.1207,3.5107,0.3862,,8.45,0.4582
431,0.0205,243,0.112,16.34,6.39,-5471.25,1.9777,18.9628,9.0891,86.4465,8.6527,0.0378,1.891,50.215,63.9211,118.102,1.6377,1.0391,2.5408,2.1387,1.0246,18.6696,14.0055,6.0093,16.15,1.11,7.725,0.4097,4.0129,1.4791,,280,0.3316
432,0.0119,853,0.463,24.79,3.63,-5493.25,1.985,18.3171,10.9764,86.3849,8.7897,0.1484,1.2292,50.1812,63.8901,118.5984,1.6603,1.5016,2.7907,1.2304,4.3911,17.7996,16.6927,4.8478,,,,,,,,9.5,0.3502
433,0.0172,417,0.317,26.81,4.34,-6374.75,1.8958,18.9628,9.4417,84.0746,9.3335,0.0921,1.53,50.4357,64.3729,118.0092,1.6377,1.5016,2.5408,1.7746,3.0028,27.7469,9.6957,2.954,13.43,2.82,5.9567,1.121,3.3251,3.5113,,6.5699,0.2508
434,0.017,549,0.366,20.18,7.34,-6381.5,1.8905,18.5128,10.7618,86.1197,9.043,0.1137,2.0011,50.36,63.8744,117.6784,1.7585,1.5016,2.7555,1.7536,3.4408,44.5635,12.4853,3.244,19.14,1.09,8.3013,0.5016,4.7138,1.4929,13.4535,9.02,0.1652
435,0.006,508,0.316,24.42,3.51,-5313.5,2.0235,18.5853,10.4099,83.9167,9.4043,0.0973,1.1628,50.4181,64.4134,118.1592,0.7217,1.5016,2.4348,0.6164,2.9044,17.69,15.1983,4.1009,,,,,,,,6.89,0.3821
436,0.0192,993,0.186,19.07,9.29,-5474.25,2.0275,18.5128,8.9437,86.0209,9.2328,0.0595,2.8432,50.3586,63.7799,117.7358,1.7585,1.5016,2.7555,1.9967,1.7062,25.903,15.3576,4.274,25.71,0.68,11.9517,0.3052,6.5602,0.9261,15.4662,7.11,0.2709
437,0.0619,640,0.73,16.12,11.04,-5587.25,2.0122,20.8465,11.8,85.2764,8.7219,0.198,2.868,50.1373,63.8842,118.534,1.8848,1.2918,2.8592,6.4771,7.1203,46.521,34.7905,4.2083,19.56,1.12,9.8408,0.4653,4.8473,1.3676,25.6878,6.88,0.2227
438,0.0151,258,0.975,12.19,8.29,-5421.5,1.9963,21.8255,11.8497,84.2999,8.6439,0.2805,2.318,50.5795,64.4484,119.0822,1.8246,1.2918,2.6957,1.5732,9.5721,33.9002,47.8971,4.4732,16.66,1.37,7.0444,0.582,4.1161,1.8636,,137.85,0.6967
439,0.0187,381,0.377,14.08,5.06,-6256.5,1.889,27.9554,10.4232,85.1059,8.5987,0.1145,1.3336,50.5025,64.3081,119.1156,1.5565,1.2918,4.0927,1.9578,3.6735,21.9121,17.7634,6.4537,13.03,2.14,6.2063,0.8589,3.1853,2.6268,21.0412,287.19,0.5534
440,0.018,202,0.359,14.04,4.85,-6370.75,1.9007,27.9554,10.543,85.2296,8.4421,0.1213,1.407,50.2731,64.0899,118.4058,1.5565,1.2918,4.0927,1.8707,3.4913,22.7775,30.059,4.6888,20.74,1.42,9.5257,0.553,5.1446,1.7575,10.7758,454.56,0.7211
441,0.0155,485,0.388,27.32,6.18,-5311.5,1.9535,21.8255,10.4452,85.1059,8.5987,0.1305,1.6383,50.5025,64.3081,119.1156,1.8246,1.2918,2.6957,1.6072,3.7426,22.7792,40.5725,5.2718,,,,,,,,9.11,0.3075
442,0.0134,713,0.206,11.45,5.1,-6264,1.8932,20.8235,8.5549,86.8866,8.8505,0.0611,1.6102,50.4036,64.0557,118.808,1.7632,1.2479,2.5305,1.3776,1.8883,19.1584,25.4847,6.6367,14.2,1.19,6.1041,0.4992,3.4707,1.4501,,7.59,0.2296
443,0.0127,1454,0.345,14.68,10.46,-4750.75,1.992,19.946,11.0518,85.5573,8.6915,0.099,2.7133,50.465,64.1145,118.8908,1.7571,0.9471,2.4694,1.3155,3.3282,43.623,18.6817,5.7844,,,,,,,21.4355,125.66,0.6456
444,0.0133,1216,1.063,19.6,16.76,-5879.75,1.9888,19.946,10.8794,85.5265,8.659,0.3029,4.5975,50.4068,64.061,118.9532,1.7571,1.2479,2.4694,1.375,10.3728,79.365,79.8723,8.2231,15.25,1.24,6.4181,0.4508,3.7336,1.5436,,10.19,0.1742
445,0.0129,295,1.126,11.94,7.7,-5433.25,2.025,20.8465,10.9643,85.2296,8.4421,0.4506,2.0545,50.2731,64.0899,118.4058,1.8848,1.2479,2.8592,1.332,11.3534,30.3533,57.3869,6.0871,16.56,0.43,6.9391,0.1686,4.072,0.5912,12.6444,9.41,0.3022
446,0.023,286,1.11,11.37,6.49,-6443.5,1.882,18.0687,9.4743,84.7228,9.5689,0.3627,1.9975,50.4579,64.0806,117.4208,1.366,1.2918,2.2106,2.3988,11.0249,18.7045,22.8082,3.3615,24.07,0.79,10.7594,0.2878,5.9878,1.0887,13.6847,7.76,0.3774
447,0.0143,634,0.412,20.55,6.26,-5468.75,2.0068,19.946,11.4061,86.3849,8.7897,0.1204,1.679,50.1812,63.8901,118.5984,1.7571,0.9471,2.4694,1.4735,3.9681,17.5474,16.8649,8.3822,16.98,1.3,7.7989,0.4972,4.2103,1.6766,13.6166,10.4,0.2327
448,0.0194,909,0.555,23.83,13.33,-5410.5,1.9875,19.946,9.9818,86.4541,8.5687,0.1501,3.7717,50.2843,64.0072,118.2032,1.7571,1.2479,2.4694,2.02,5.2234,34.5324,13.8483,7.5185,16.95,1.47,8.0126,0.667,4.161,1.799,32.3747,8.73,0.227
449,0.0065,742,0.341,18.9,5.82,-6375.75,1.8735,18.9628,9.6326,85.5573,8.6915,0.0981,1.8927,50.465,64.1145,118.8908,1.6377,1.2479,2.5408,0.6628,3.167,19.2828,16.4183,4.1016,,,,,,,15.4662,8.33,0.3351
450,0.0165,384,1.107,13.26,9.11,-6421,1.8915,16.5381,9.255,84.0746,9.3335,0.4516,3.2391,50.4357,64.3729,118.0092,0.9253,1.0391,2.6604,1.6959,11.2605,24.1289,61.3449,3.4802,,,,,,,35.6964,9.96,0.3503
451,0.0122,347,0.462,18.22,5.78,-6507.5,1.8755,18.7418,11.8933,85.7103,8.5251,0.1536,1.9001,50.3808,64.2481,118.1552,1.0304,1.6323,2.4155,1.267,4.5312,36.2756,15.4905,5.2849,19.75,1.39,8.8722,0.5158,4.8823,1.879,15.4662,10.4301,0.3025
452,0.0137,132,0.564,17.33,4.16,-6461,1.8702,14.404,10.6789,85.7103,8.5251,0.1762,1.4154,50.3808,64.2481,118.1552,1.5915,1.6323,2.0026,1.4277,5.4293,19.7171,8.7525,3.4465,20.92,1.15,9.4824,0.4773,5.0986,1.5399,15.4662,10.4301,0.3025
453,0.0132,574,0.257,21.01,6.24,-5411.5,2.0008,14.404,10.3068,85.7103,8.5251,0.0788,2.0649,50.3808,64.2481,118.1552,1.5915,1.6323,2.0026,1.3733,2.4835,45.8916,15.1578,6.1119,19.71,1.57,8.6046,0.6454,4.8384,1.9135,15.4662,10.4301,0.3025
