,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
413,0.0119,,821.0,0.209,15.22,6.51,-5595.75,2.4636,1.9627,18.5853,,9.8113,85.5361,8.536,0.0625,50.3421,3.3271,63.9167,118.4394,1.5465,2.4348,1.2252,1.9868,6.3838,27.6349,19.6591,4.2162,6.6146,,,,,,,11.2698,2.5273,,137.0271
414,0.0101,,250.0,1.262,18.42,5.53,-5349.75,3.3645,2.0025,18.3171,,11.6339,85.5265,8.659,0.3414,50.4068,10.9034,64.061,118.9532,1.4396,2.7907,1.0352,12.2791,10.6145,26.5847,48.4093,5.9177,5.8465,16.17,2.22,7.8756,0.8342,3.9552,2.709,,3.1343,0.0433,155.9101
415,0.0049,,446.0,0.305,18.7,3.5,-5679.0,3.1248,2.022,22.0973,,8.7948,85.5573,8.6915,0.095,50.465,6.6338,64.1145,118.8908,1.4396,3.1389,0.5052,2.9075,5.4137,45.6256,79.3758,5.2778,7.8051,14.0,2.3,6.5454,0.9398,3.4256,2.8371,20.8165,3.8083,0.0095,143.1203
416,0.0141,,413.0,0.251,15.9,5.47,-6449.25,3.7652,1.8815,22.7433,,8.6089,86.0209,9.2328,0.0741,50.3586,3.2793,63.7799,117.7358,1.6404,3.1785,1.4611,2.3922,5.0422,24.8691,14.8026,6.3351,5.9387,16.2,0.84,7.5576,0.333,3.8416,1.1252,15.4662,2.595,0.0005,140.9811
417,0.0225,,953.0,0.428,24.67,3.97,-5469.75,3.3803,1.974,19.3893,,9.8218,85.5983,8.5232,0.1226,50.4559,,64.0577,118.5342,1.4396,2.555,2.3473,4.0673,9.0013,25.1472,39.3925,5.685,7.9269,20.46,1.32,9.412,0.5042,5.0808,1.7992,,2.5563,,
418,0.0089,,721.0,0.418,21.59,4.05,-5532.25,3.3075,1.9812,18.3171,,10.0347,84.2999,8.6439,0.1234,50.5795,3.8147,64.4484,119.0822,1.4396,2.7907,0.9138,3.9587,10.5908,14.5663,5.5333,5.8177,3.8724,14.89,0.93,6.2393,0.3869,3.6237,1.2705,25.3671,2.9698,,148.4991
419,0.0088,,271.0,0.982,15.4,4.99,-6554.75,1.7009,1.8817,22.762,,11.5645,85.8823,8.7851,0.2834,50.1652,7.7037,63.8402,118.92,1.5147,3.5113,0.9007,9.7843,11.9966,34.9571,53.2762,2.9644,6.3289,17.02,1.19,7.7697,0.4692,4.1478,1.4577,15.4662,3.3294,,162.3491
420,0.0142,,490.0,0.437,29.22,5.98,-6489.25,3.0349,1.8862,17.6657,,11.3756,84.5743,9.396,0.1202,50.3131,6.5841,63.9428,117.5134,1.4396,2.4674,1.4777,4.1646,8.3634,30.8174,22.4824,5.0909,5.0501,,,,,,,21.2296,2.9163,,154.1174
421,0.0145,,472.0,0.986,19.33,9.06,-5563.5,3.6633,1.9992,22.5539,,10.8264,86.1197,9.043,0.2523,50.36,7.6563,63.8744,117.6784,1.6404,3.2967,1.4959,9.7473,8.0817,13.8324,26.1411,6.1701,4.5109,,,,,,,15.4662,2.5268,,159.9574
422,0.0155,,352.0,0.281,19.38,4.26,-6506.75,3.9419,1.8887,22.762,,11.0891,85.8823,8.7851,0.0844,50.1652,15.3719,63.8402,118.92,1.5147,3.5113,1.6145,2.7347,9.0127,35.3669,57.5692,6.6406,5.4185,20.14,0.84,9.1887,0.3537,4.86,1.119,14.1736,2.8553,,156.9036
423,0.0125,,731.0,0.531,19.63,4.23,-5142.25,3.6249,1.9792,17.7074,,10.7662,83.8879,9.1757,0.1339,50.4244,10.418,64.3159,118.2554,1.5147,2.3757,1.2893,4.9258,9.5783,16.8203,29.962,6.0358,6.1351,17.56,1.21,8.0739,0.4964,4.3313,1.5667,22.2544,2.1771,,158.3085
424,0.0148,,470.0,0.349,17.81,6.17,-5282.75,3.7525,1.9572,22.7433,,10.0673,85.4465,9.1855,0.0968,50.4666,3.6792,63.7996,118.579,1.4396,3.1785,1.5308,3.23,8.5489,14.9316,14.7744,6.3277,5.5412,14.15,0.9,6.0911,0.3829,3.531,1.2101,15.4662,2.3928,,137.2265
425,0.0097,0.0587,2525.0,0.663,26.86,5.08,-6047.0,2.3805,2.0313,18.5128,0.0151,11.2091,85.2296,8.4421,0.2211,50.2731,7.4494,64.0899,118.4058,1.0391,2.7555,0.9968,6.4369,8.6677,27.2031,8.5245,4.0941,5.9314,17.71,0.75,8.0567,0.3185,4.3519,0.9226,,3.1597,0.0234,162.9708
426,0.0111,,432.0,0.639,10.13,6.14,-6336.0,2.468,1.892,22.0973,,11.0611,86.931,8.8384,0.1777,50.3353,138.8172,64.0776,118.7636,1.0391,3.1389,1.1405,6.2226,7.7899,23.3695,27.1455,4.2412,4.7895,,,,,,,19.6943,21.2391,,22.8309
427,0.0112,,2085.0,0.527,19.68,8.31,-5932.0,3.0568,2.0377,18.3171,,11.6452,84.6614,8.7994,0.1858,50.3964,10.7472,64.1107,118.921,1.0391,2.7907,1.1539,5.134,9.9092,34.0058,36.306,5.3472,4.4694,,,,,,,,1.9273,0.0142,155.6917
428,0.0114,,800.0,0.427,19.86,6.44,-5427.75,2.9376,1.986,18.9628,,11.0799,84.6614,8.7994,0.157,50.3964,6.5381,64.1107,118.921,1.0391,2.5408,1.1766,4.154,6.929,28.0864,38.9198,4.974,3.6008,14.53,1.59,6.6478,0.5923,3.5464,1.956,,2.9624,,157.5557
429,0.0134,,216.0,0.828,11.38,7.19,-6467.25,4.6301,1.8962,27.9554,,11.525,85.8823,8.7851,0.1973,50.1652,8.652,63.8402,118.92,1.5016,4.0927,1.3839,8.1833,8.5163,34.0384,37.7123,7.8463,7.8834,17.95,0.55,8.2961,0.2273,4.4698,0.7282,30.5403,2.8553,,164.6196
430,0.01,,449.0,0.364,23.12,5.92,-6313.25,2.2713,1.8935,18.5128,,11.7629,84.2999,8.6439,0.1199,50.5795,4.8456,64.4484,119.0822,1.0391,2.7555,1.0274,3.4468,9.9344,26.2992,9.8059,3.9275,6.8334,14.36,0.3,6.3259,0.1207,3.5107,0.3862,,2.8896,,154.9037
431,0.0205,0.0243,243.0,0.112,16.34,6.39,-5471.25,2.7285,1.9777,18.9628,0.0088,9.0891,86.4465,8.6527,0.0378,50.215,,63.9211,118.102,1.0391,2.5408,2.1387,1.0246,4.0863,18.6696,14.0055,4.6972,6.0093,16.15,1.11,7.725,0.4097,4.0129,1.4791,,83.8355,,
432,0.0119,,853.0,0.463,24.79,3.63,-5493.25,3.8137,1.985,18.3171,,10.9764,86.3849,8.7897,0.1484,50.1812,6.1398,63.8901,118.5984,1.5016,2.7907,1.2304,4.3911,9.2942,17.7996,16.6927,6.5615,4.8478,,,,,,,,3.3719,,165.527
433,0.0172,,417.0,0.317,26.81,4.34,-6374.75,5.9458,1.8958,18.9628,,9.4417,84.0746,9.3335,0.0921,50.4357,,64.3729,118.0092,1.5016,2.5408,1.7746,3.0028,8.4927,27.7469,9.6957,10.1801,2.954,13.43,2.82,5.9567,1.121,3.3251,3.5113,,2.4693,0.0116,
434,0.017,,549.0,0.366,20.18,7.34,-6381.5,4.8692,1.8905,18.5128,,10.7618,86.1197,9.043,0.1137,50.36,6.4853,63.8744,117.6784,1.5016,2.7555,1.7536,3.4408,7.5465,44.5635,12.4853,8.305,3.244,19.14,1.09,8.3013,0.5016,4.7138,1.4929,13.4535,2.9018,0.0091,155.6844
435,0.006,0.0295,508.0,0.316,24.42,3.51,-5313.5,2.6777,2.0235,18.5853,0.009,10.4099,83.9167,9.4043,0.0973,50.4181,6.4897,64.4134,118.1592,1.5016,2.4348,0.6164,2.9044,7.9464,17.69,15.1983,4.6137,4.1009,,,,,,,,2.5136,0.0254,145.3537
436,0.0192,,993.0,0.186,19.07,9.29,-5474.25,2.6635,2.0275,18.5128,,8.9437,86.0209,9.2328,0.0595,50.3586,4.4603,63.7799,117.7358,1.5016,2.7555,1.9967,1.7062,7.7469,25.903,15.3576,4.583,4.274,25.71,0.68,11.9517,0.3052,6.5602,0.9261,15.4662,2.3928,0.0329,134.8744
437,0.0619,,640.0,0.73,16.12,11.04,-5587.25,4.4547,2.0122,20.8465,,11.8,85.2764,8.7219,0.198,50.1373,,63.8842,118.534,1.2918,2.8592,6.4771,7.1203,8.4617,46.521,34.7905,7.5127,4.2083,19.56,1.12,9.8408,0.4653,4.8473,1.3676,25.6878,2.4837,,
438,0.0151,,258.0,0.975,12.19,8.29,-5421.5,2.4545,1.9963,21.8255,,11.8497,84.2999,8.6439,0.2805,50.5795,125.8211,64.4484,119.0822,1.2918,2.6957,1.5732,9.5721,11.2103,33.9002,47.8971,4.1916,4.4732,16.66,1.37,7.0444,0.582,4.1161,1.8636,,51.2299,,-25.2473
439,0.0187,,381.0,0.377,14.08,5.06,-6256.5,2.9894,1.889,27.9554,,10.4232,85.1059,8.5987,0.1145,50.5025,119.9884,64.3081,119.1156,1.2918,4.0927,1.9578,3.6735,8.6654,21.9121,17.7634,5.1035,6.4537,13.03,2.14,6.2063,0.8589,3.1853,2.6268,21.0412,64.8263,,-54.622
440,0.018,,202.0,0.359,14.04,4.85,-6370.75,2.9685,1.9007,27.9554,,10.543,85.2296,8.4421,0.1213,50.2731,7.8592,64.0899,118.4058,1.2918,4.0927,1.8707,3.4913,7.0534,22.7775,30.059,5.0397,4.6888,20.74,1.42,9.5257,0.553,5.1446,1.7575,10.7758,170.0204,,166.5316
441,0.0155,,485.0,0.388,27.32,6.18,-5311.5,2.1427,1.9535,21.8255,,10.4452,85.1059,8.5987,0.1305,50.5025,5.0152,64.3081,119.1156,1.2918,2.6957,1.6072,3.7426,6.8514,22.7792,40.5725,3.7197,5.2718,,,,,,,,3.1309,,149.6372
442,0.0134,,713.0,0.206,11.45,5.1,-6264.0,3.5446,1.8932,20.8235,,8.5549,86.8866,8.8505,0.0611,50.4036,6.0466,64.0557,118.808,1.2479,2.5305,1.3776,1.8883,5.9176,19.1584,25.4847,5.9978,6.6367,14.2,1.19,6.1041,0.4992,3.4707,1.4501,,2.5651,,130.3642
443,0.0127,,1454.0,0.345,14.68,10.46,-4750.75,3.763,1.992,19.946,,11.0518,85.5573,8.6915,0.099,50.465,111.1325,64.1145,118.8908,0.9471,2.4694,1.3155,3.3282,7.9976,43.623,18.6817,6.3493,5.7844,,,,,,,21.4355,60.9374,0.0282,-33.8247
444,0.0133,,1216.0,1.063,19.6,16.76,-5879.75,3.931,1.9888,19.946,,10.8794,85.5265,8.659,0.3029,50.4068,8.3999,64.061,118.9532,1.2479,2.4694,1.375,10.3728,15.0743,79.365,79.8723,6.7555,8.2231,15.25,1.24,6.4181,0.4508,3.7336,1.5436,,3.5751,,153.1918
445,0.0129,0.049,295.0,1.126,11.94,7.7,-5433.25,3.227,2.025,20.8465,0.0145,10.9643,85.2296,8.4421,0.4506,50.2731,10.8052,64.0899,118.4058,1.2479,2.8592,1.332,11.3534,8.7683,30.3533,57.3869,5.6271,6.0871,16.56,0.43,6.9391,0.1686,4.072,0.5912,12.6444,3.3051,,169.7726
446,0.023,0.1503,286.0,1.11,11.37,6.49,-6443.5,2.1072,1.882,18.0687,0.0445,9.4743,84.7228,9.5689,0.3627,50.4579,7.1648,64.0806,117.4208,1.2918,2.2106,2.3988,11.0249,7.9218,18.7045,22.8082,3.5583,3.3615,24.07,0.79,10.7594,0.2878,5.9878,1.0887,13.6847,2.4528,0.0283,160.0726
447,0.0143,,634.0,0.412,20.55,6.26,-5468.75,2.5676,2.0068,19.946,,11.4061,86.3849,8.7897,0.1204,50.1812,4.0353,63.8901,118.5984,0.9471,2.4694,1.4735,3.9681,8.5093,17.5474,16.8649,4.3127,8.3822,16.98,1.3,7.7989,0.4972,4.2103,1.6766,13.6166,3.4848,0.0235,158.2149
448,0.0194,,909.0,0.555,23.83,13.33,-5410.5,2.6655,1.9875,19.946,,9.9818,86.4541,8.5687,0.1501,50.2843,,64.0072,118.2032,1.2479,2.4694,2.02,5.2234,13.4643,34.5324,13.8483,4.6364,7.5185,16.95,1.47,8.0126,0.667,4.161,1.799,32.3747,2.9771,,
449,0.0065,,742.0,0.341,18.9,5.82,-6375.75,5.0419,1.8735,18.9628,,9.6326,85.5573,8.6915,0.0981,50.465,3.9892,64.1145,118.8908,1.2479,2.5408,0.6628,3.167,6.9517,19.2828,16.4183,8.7281,4.1016,,,,,,,15.4662,2.7261,,137.1635
450,0.0165,,384.0,1.107,13.26,9.11,-6421.0,2.7155,1.8915,16.5381,,9.255,84.0746,9.3335,0.4516,50.4357,,64.3729,118.0092,1.0391,2.6604,1.6959,11.2605,8.9114,24.1289,61.3449,4.6602,3.4802,,,,,,,35.6964,3.4423,,
451,0.0122,,347.0,0.462,18.22,5.78,-6507.5,1.835,1.8755,18.7418,,11.8933,85.7103,8.5251,0.1536,50.3808,6.9814,64.2481,118.1552,1.6323,2.4155,1.267,4.5312,10.7752,36.2756,15.4905,3.2022,5.2849,19.75,1.39,8.8722,0.5158,4.8823,1.879,15.4662,3.4041,,156.8305
452,0.0137,,132.0,0.564,17.33,4.16,-6461.0,3.3584,1.8702,14.404,,10.6789,85.7103,8.5251,0.1762,50.3808,8.0719,64.2481,118.1552,1.6323,2.0026,1.4277,5.4293,8.9522,19.7171,8.7525,5.6383,3.4465,20.92,1.15,9.4824,0.4773,5.0986,1.5399,15.4662,3.4041,,154.3952
453,0.0132,,574.0,0.257,21.01,6.24,-5411.5,3.3492,2.0008,14.404,,10.3068,85.7103,8.5251,0.0788,50.3808,5.6864,64.2481,118.1552,1.6323,2.0026,1.3733,2.4835,7.2873,45.8916,15.1578,5.6531,6.1119,19.71,1.57,8.6046,0.6454,4.8384,1.9135,15.4662,3.4041,,154.2754
454,0.0148,,400.0,0.528,10.66,5.7,-6409.5,1.9135,1.8835,14.1669,,4.4974,85.7103,8.5251,0.157,50.3808,4.1291,64.2481,118.1552,1.6323,2.1649,1.5321,5.0458,9.25,33.6622,11.2202,3.2633,5.6608,,,,,,,,2.5516,,157.9462
455,0.0083,,790.0,1.132,18.05,5.16,-5546.5,2.0987,1.9945,18.9786,,5.2507,85.7103,8.5251,0.3428,50.3808,5.8257,64.2481,118.1552,1.7398,2.0957,0.8588,11.0913,9.2295,35.6821,14.751,3.5852,6.5582,19.89,1.13,9.402,0.5245,4.865,1.5145,20.7897,2.2021,0.0262,166.7124
456,0.0078,,347.0,0.483,12.79,4.95,-6466.25,3.5694,1.883,17.7368,,4.5995,85.4112,8.6005,0.1506,50.4016,4.0718,64.0546,119.239,0.8402,2.4868,0.7993,4.6231,8.8766,37.684,17.3173,6.1555,7.2533,,,,,,,40.5632,2.6016,0.005,160.1229
457,0.0109,,816.0,6.541,21.63,5.02,-5430.0,15.5844,2.0072,14.1669,,12.2044,84.6614,8.7994,2.6566,50.3964,257.0106,64.1107,118.921,0.8402,2.1649,1.1257,62.5666,135.8589,354.4169,137.4644,27.6461,9.674,,,,,,,16.7125,2.996,,121.8282
458,0.0105,,318.0,0.386,15.21,4.32,-5183.0,3.32,1.9852,20.1353,,11.522,84.2212,9.2047,0.109,50.1936,,64.0841,118.034,1.4405,2.5366,1.079,3.6918,8.1291,18.7253,25.0665,5.6743,4.3557,20.78,1.27,9.7909,0.5422,5.1217,1.5806,,3.1515,,
459,0.0108,,414.0,0.486,17.94,4.86,-5353.25,3.2089,1.9955,17.5117,,10.8304,,,0.1429,,,,,1.4405,2.3579,1.1093,4.6948,7.8786,21.1431,40.7848,5.4265,4.4683,15.28,1.22,7.3129,0.4603,3.7593,1.6767,15.0552,3.2663,0.0232,
460,0.0076,,2414.0,0.179,16.89,3.43,-5763.75,3.1319,1.9805,17.6557,,8.9392,85.3825,9.7324,0.0543,50.3716,,64.2442,118.0668,1.4405,2.6565,0.7851,1.6892,7.0856,25.5242,10.7672,5.4855,8.4643,17.04,0.59,7.366,0.2308,4.1674,0.7936,,2.8107,,
461,0.0069,,414.0,0.289,22.4,4.63,-5474.75,3.3127,1.995,19.5999,,9.1491,85.0066,9.6938,0.1042,50.366,,64.2263,118.0446,1.4405,2.6299,0.7087,2.7762,9.4397,26.6396,53.5583,5.8273,5.107,13.11,2.62,5.7351,1.0954,3.2173,3.2061,24.2302,2.1987,,
462,0.011,,1905.0,0.725,13.87,7.42,-6211.25,1.9426,2.017,21.9104,,9.1067,85.822,9.0776,0.245,50.4667,,64.059,118.0494,1.4405,2.8677,1.1351,7.4264,7.8432,47.0085,24.8971,3.3208,3.7663,14.49,0.63,7.1791,0.2343,3.5456,0.8132,16.471,3.3373,0.0155,
463,0.0042,,299.0,0.187,11.6,7.55,-6252.75,1.8929,1.909,19.5999,,9.6858,85.5528,8.9546,0.0604,50.458,,64.1864,118.6376,1.2142,2.6299,0.4251,1.7969,7.0155,29.476,10.2286,3.2241,3.3518,,,,,,,12.4261,3.5425,,
464,0.0172,,354.0,0.403,20.65,6.03,-5288.5,2.1877,2.0053,22.5716,,11.7492,85.4112,8.6005,0.13,50.4016,4.451,64.0546,119.239,0.8402,2.9742,1.7897,3.8111,8.816,28.1088,19.5574,3.6737,7.1804,,,,,,,14.4919,2.7255,,152.7361
465,0.0072,,867.0,0.223,21.16,8.13,-5328.0,3.8667,1.982,16.5502,,9.0432,85.1669,8.3324,0.0686,50.4421,,64.154,118.4616,1.2142,2.3445,0.737,2.1412,9.2581,35.0248,16.4067,6.6056,3.6527,,,,,,,,3.2322,0.0193,
466,0.0131,,588.0,4.985,37.98,9.41,-6334.5,2.3711,1.8918,14.1669,,9.1266,86.8866,8.8505,1.6184,50.4036,152.9228,64.0557,118.808,0.8402,2.1649,1.3557,42.584,78.762,189.7559,274.8871,4.1001,7.3408,,,,,,,28.4953,53.3553,,76.3739
467,0.0144,,424.0,0.347,21.12,5.91,-5711.0,3.0673,2.0275,16.5502,,11.7333,83.7263,8.7867,0.1218,50.198,5.5542,64.0159,118.6914,1.2142,2.3445,1.4885,3.3442,9.529,29.1922,12.6899,5.45,4.7008,15.41,1.02,7.2286,0.4317,3.9077,1.4209,15.4662,2.8686,,156.1709
468,0.0162,,822.0,0.556,14.77,5.81,-5662.25,1.8846,1.9898,18.8776,,4.4308,85.7103,8.5251,0.1508,50.3808,3.4785,64.2481,118.1552,1.5604,2.3923,1.6923,5.1796,12.7829,22.1588,10.0895,3.2251,6.2825,,,,,,,,2.7962,,153.6761
469,0.0055,,415.0,0.334,17.92,10.61,-6310.25,2.0792,1.885,20.209,,11.3511,85.1059,8.5987,0.1157,50.5025,7.0804,64.3081,119.1156,1.2142,2.8537,0.5648,3.1697,9.5734,42.2937,49.0902,3.5402,8.7777,,,,,,,19.0245,1.8645,,151.0025
470,0.0138,,1308.0,1.261,18.48,5.99,-5686.75,3.1682,2.0177,17.6557,,11.5257,86.3849,8.7897,0.3459,50.1812,11.8128,63.8901,118.5984,1.2142,2.6565,1.4319,12.3123,8.2315,32.5054,19.8304,5.5395,6.8053,14.68,1.45,7.3434,0.5258,3.584,1.7652,,3.9453,,160.1019
471,0.0047,,904.0,0.245,19.72,3.57,-5402.5,1.8845,2.0198,16.5502,,8.7621,85.1669,8.3324,0.0767,50.4421,,64.154,118.4616,1.4405,2.3445,0.4759,2.309,5.0131,41.1788,17.638,3.3698,5.136,23.28,0.62,10.3258,0.2293,5.7017,0.842,,2.5429,0.0189,
472,0.0137,,427.0,0.923,19.42,3.86,-6539.75,2.4454,1.8845,20.9075,,10.9334,84.8892,8.7418,0.2918,50.2052,6.7728,63.9238,118.7802,1.2304,2.6798,1.4171,9.1424,9.4625,17.4105,10.3621,4.2402,4.8317,13.04,1.79,6.109,0.6731,3.1903,2.3703,,2.582,,159.2319
473,0.0039,,403.0,0.505,17.91,4.04,-6389.5,2.2045,1.8922,21.8728,,11.0326,83.6359,9.7836,0.1562,50.2716,,64.1163,117.9252,1.4405,2.7668,0.3971,4.8246,8.8586,24.274,14.1404,3.7611,5.185,13.84,1.48,5.9653,0.5939,3.4037,1.811,36.3727,2.9117,,
474,0.0052,0.0209,581.0,0.914,17.06,3.23,-6468.0,2.3135,1.885,17.5117,0.0069,9.9152,85.822,9.0776,0.325,50.4667,,64.059,118.0494,1.3424,2.3579,0.527,9.3948,7.4637,13.0001,17.3346,3.978,6.7318,16.28,1.38,7.9147,0.5793,4.0096,1.6796,,1.819,,
475,0.0164,,1261.0,0.939,15.07,3.99,-5649.5,2.0635,2.0092,19.0958,,11.5907,83.7738,8.6427,0.3026,50.1799,6.3766,64.2704,118.5748,1.2142,2.4981,1.705,9.3775,9.291,28.7879,9.1007,3.5288,6.2356,,,,,,,10.3252,1.8131,0.0114,159.8475
476,0.0194,,444.0,0.247,19.17,4.79,-6505.5,2.8427,1.886,14.9241,,9.4666,86.4541,8.5687,0.0775,50.2843,,64.0072,118.2032,1.4405,1.854,2.0235,2.248,10.8129,13.3967,10.1443,4.8349,8.92,,,,,,,28.8152,2.7239,0.0208,
477,0.012,,2987.0,0.976,21.5,10.03,-4599.25,1.924,2.0095,16.5502,,11.1626,84.7226,8.9635,0.2798,50.5609,,64.2798,118.5886,1.4405,2.3445,1.2322,9.3102,7.238,28.0334,20.0185,3.436,8.3822,21.23,2.24,9.6673,0.9727,5.2853,2.7783,,3.2464,,
478,0.0068,,1146.0,0.858,21.96,16.31,-5330.0,1.94,1.9983,21.145,,5.563,86.0936,8.5891,0.2426,50.4484,,64.1358,119.1796,1.3424,2.8394,0.697,8.1111,29.3735,79.3887,64.6457,3.3583,3.6521,17.46,1.27,7.4855,0.5172,4.3063,1.7486,,2.6016,,
479,0.0148,,186.0,0.91,18.36,5.18,-6456.75,3.242,1.905,18.7418,,10.8718,84.8892,8.7418,0.2458,50.2052,5.6968,63.9238,118.7802,1.2304,2.4155,1.5403,8.968,6.2661,35.788,14.675,5.8047,7.4233,19.79,2.85,9.0194,1.1323,4.853,3.544,15.4662,3.4013,,159.7443
480,0.0115,,491.0,0.721,15.24,4.77,-6347.75,3.5568,1.8845,21.7507,,10.7875,85.1059,8.5987,0.226,50.5025,6.052,64.3081,119.1156,0.9343,2.8809,1.1866,7.034,8.9584,25.1327,18.543,6.0027,6.9156,18.89,1.26,7.8191,0.507,4.6496,1.6272,21.9978,3.3423,,162.9053
481,0.0177,0.0666,423.0,0.319,11.72,4.22,-6426.5,2.8201,1.875,16.5502,0.0239,8.8509,87.4809,8.6829,0.0963,59.7711,,79.2786,133.3898,1.5604,2.3445,1.8197,3.0303,5.3927,26.0175,11.2167,4.77,7.5026,20.64,1.4,8.7368,0.5474,5.0745,1.7224,,2.595,0.0147,
482,0.0076,0.0437,582.0,0.196,18.53,4.78,-6624.0,2.7152,1.8725,18.9786,0.0133,9.1445,85.2764,8.7219,0.0593,50.1373,,63.8842,118.534,1.2304,2.0957,0.781,1.8026,5.2855,16.5682,16.83,4.5993,2.2874,23.97,1.44,11.7409,0.6245,5.8483,1.7773,,3.6555,0.0316,
483,0.0072,,759.0,0.281,15.62,4.85,-5305.5,2.684,1.9605,17.6557,,8.5587,85.3825,9.7324,0.0926,50.3716,,64.2442,118.0668,1.5604,2.6565,0.7446,2.6256,7.0014,33.6776,40.7892,4.6823,5.1725,,,,,,,,2.719,,
484,0.0144,,291.0,0.288,22.18,5.5,-6310.25,2.9246,1.8818,20.209,,9.2016,84.2999,8.6439,0.0854,50.5795,7.873,64.4484,119.0822,0.8402,2.8537,1.4873,2.826,7.6789,35.0599,41.1449,5.1981,6.8894,15.6,1.19,7.4927,0.4953,3.8376,1.6614,,2.7238,,145.4569
485,0.0111,,546.0,0.788,9.33,7.95,-6406.25,2.2366,1.8847,21.2401,,9.1321,84.2999,8.6439,0.2952,50.5795,2.3329,64.4484,119.0822,1.3424,2.658,1.1433,7.9313,6.1672,52.538,22.8576,3.8063,6.6847,13.37,1.37,5.7859,0.5386,3.2797,1.9231,,1.8131,,158.5546
486,0.0138,,237.0,0.683,23.15,4.5,-6329.75,2.5814,1.8855,19.5999,,10.9381,86.5513,8.8043,0.2302,50.3197,6.1068,64.056,119.1674,0.9343,2.6299,1.4371,6.6632,7.4056,32.9549,13.3046,4.4259,5.8887,,,,,,,,2.8915,,153.3251
487,0.0151,,2567.0,0.7,22.06,5.28,-5874.25,2.6523,2.0245,17.6557,,11.7174,85.2227,8.5288,0.2458,50.4747,5.0928,64.1901,119.2928,1.5604,2.6565,1.56,6.7504,12.7828,19.976,10.8006,4.4996,6.7806,,,,,,,24.1238,2.2021,,151.2026
488,0.0043,,90.0,0.338,21.37,5.99,-5459.0,2.1781,2.0,14.9241,,11.7154,84.6614,8.7994,0.1174,50.3964,5.0381,64.1107,118.921,1.4405,1.854,0.4382,3.2373,6.7682,29.9019,19.9054,3.7036,2.9191,15.35,1.4,6.7451,0.5956,3.7671,1.7089,22.77,2.4428,,154.3761
489,0.0089,,251.0,0.975,20.85,4.74,-5545.75,2.9576,1.9968,19.946,,10.181,85.1059,8.5987,0.2698,50.5025,6.1282,64.3081,119.1156,0.9343,2.4694,0.9094,9.5801,7.8352,16.9789,9.7025,5.1246,7.8053,16.25,1.52,7.1338,0.5818,3.9698,2.01,22.2419,3.1437,0.0279,163.8241
490,0.0114,,696.0,0.626,25.78,9.5,-6225.75,2.1159,1.8842,19.3838,,12.2695,84.2999,8.6439,0.1849,50.5795,7.0003,64.4484,119.0822,0.9343,2.824,1.1721,6.027,8.4524,23.7748,17.3119,3.5461,7.7292,15.26,1.26,6.6615,0.4931,3.7375,1.7521,,2.252,,153.4565
491,0.0088,,322.0,0.299,11.39,4.97,-6260.75,2.9572,1.8995,20.2068,,9.3982,85.2626,8.4092,0.0825,50.4562,5.0513,64.2111,118.4666,1.2304,2.9833,0.9092,2.8712,5.6176,17.4724,9.6535,5.1265,4.3389,,,,,,,15.4662,3.1242,,146.674
492,0.0072,,937.0,1.666,9.82,12.84,-5607.25,3.3558,2.016,17.7368,,6.2683,83.7263,8.7867,0.4692,50.198,7.1838,64.0159,118.6914,0.9666,2.4868,0.737,15.5905,28.7871,61.4473,26.401,5.7379,3.9994,,,,,,,36.4867,3.2845,,148.7488
493,0.0152,,1692.0,0.456,26.44,5.45,-5723.5,3.1132,2.009,15.8128,,11.7454,86.5513,8.8043,0.1378,50.3197,7.7007,64.056,119.1674,0.9343,2.381,1.5762,4.4211,10.3255,36.6247,31.4197,5.2575,4.0836,,,,,,,,2.598,0.0255,152.7465
494,0.0104,,1009.0,0.377,18.41,5.1,-5628.0,2.6836,2.036,21.7507,,10.7103,86.3849,8.7897,0.1198,50.1812,5.0139,63.8901,118.5984,0.9343,2.8809,1.068,3.6388,9.538,19.7191,12.1443,4.6227,4.819,,,,,,,,2.6151,,161.0348
495,0.0043,0.0199,666.0,0.465,16.46,8.79,-5669.75,3.23,2.0012,17.5117,0.006,9.1142,85.5528,8.9546,0.1558,50.458,,64.1864,118.6376,1.5604,2.3579,0.4391,4.5141,9.2614,40.0737,17.2766,5.4859,4.682,12.46,0.76,5.6731,0.3022,3.0921,0.952,22.1363,2.8777,,
496,0.0123,,669.0,1.219,16.98,8.69,-6326.0,2.0688,1.8842,19.5999,,10.9154,85.4112,8.6005,0.3531,50.4016,5.734,64.0546,119.239,0.9343,2.6299,1.2765,11.7758,9.9486,21.347,9.763,3.5334,5.9057,18.19,1.3,8.511,0.5064,4.4311,1.5879,22.3347,2.8605,,151.437
497,0.0533,,862.0,0.465,18.69,4.52,-6371.0,1.9166,1.882,18.9786,,11.3435,86.5513,8.8043,0.1642,50.3197,83.2255,64.056,119.1674,1.2142,2.0957,9.2069,4.5454,9.7068,18.7792,9.0546,3.256,7.7308,,,,,,,,64.0858,,124.3193
